id,bank_account_id,transaction_date,description,amount,type,balance_after,matched_gltran_id,created_by,created_at,modified_by,modified_at
f9f73a9721fa418d8a9222280de6e87d,9a6a2559cb894a14a7beaefb3d27d713,2025-03-26,Drug mind condition local necessary.,1756.57,Credit,45792.97,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
eb1c5cd24d774295bab94e0bcb3a8a53,9a6a2559cb894a14a7beaefb3d27d713,2025-04-13,Campaign though mind ago likely report.,-1411.64,Debit,44381.33,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
78effb391e5744ee8fb784ff9d066afd,9a6a2559cb894a14a7beaefb3d27d713,2025-03-18,Walk lay institution section foot these.,3483.23,Credit,47864.56,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
d95da4a7ee0a45248d9445f02e42b636,9a6a2559cb894a14a7beaefb3d27d713,2025-05-04,Her commercial bit box drop hotel human.,1400.36,Credit,49264.92,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
cce72d4bc09943bfa2ace4794b1ee66b,9a6a2559cb894a14a7beaefb3d27d713,2025-04-12,Happen later computer care network.,253.61,Credit,49518.53,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
4942b3f5f43f4f789c928711c07e2a54,9a6a2559cb894a14a7beaefb3d27d713,2025-06-03,Scientist star return can it risk everybody.,-4539.1,Debit,44979.43,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
1e342893067b4a32a0072bd3a695a540,9a6a2559cb894a14a7beaefb3d27d713,2025-05-04,Then issue example tax tree ball only.,4116.48,Credit,49095.91,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
0a439bfe839b4c25a0ecb3b4b229c40b,c27368dad75943f0b77e5db348d969d6,2025-02-28,Matter back pretty society.,1051.01,Credit,51051.01,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
df93129e670e44968c8969e68012c9ea,c27368dad75943f0b77e5db348d969d6,2024-12-14,Energy table we follow.,-3161.79,Debit,47889.22,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
51e2fba10ce34af481c30036f0ea25d2,c27368dad75943f0b77e5db348d969d6,2025-05-16,West tough lawyer above state.,1172.37,Credit,49061.59,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
b944825318384b168dd809e98178d378,c27368dad75943f0b77e5db348d969d6,2025-05-14,Order generation side theory require.,-573.78,Debit,48487.81,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
430c2f34b6044f17854c0a8d40b8210a,c27368dad75943f0b77e5db348d969d6,2025-04-29,Whose including election nice before miss.,-146.27,Debit,48341.54,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
d82ebff88c134461864dfa5e91b7a431,c27368dad75943f0b77e5db348d969d6,2025-05-06,City task strategy sound hot fund.,1002.39,Credit,49343.93,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
88c77df9fa77496db8a3b80afb2302a1,c27368dad75943f0b77e5db348d969d6,2025-05-17,Financial bank add drive our enough.,-4735.57,Debit,44608.36,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
0025474e76ca4486b2211d6952a147f3,c27368dad75943f0b77e5db348d969d6,2025-01-21,With rock eye modern.,-927.29,Debit,43681.07,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
cad6b667de694777ba89f1f3f86e4b51,c27368dad75943f0b77e5db348d969d6,2025-04-24,Bill near huge language development decision myself.,4276.11,Credit,47957.18,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
fda0a376d2084fd7bef52b4b771afcbf,c27368dad75943f0b77e5db348d969d6,2025-03-09,Question girl indeed special west off.,4051.73,Credit,52008.91,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
ff53aad9110b43a5bc9ff299a1010ab2,601dfd10cbd741e28471b7414a9b8151,2025-01-08,Others professor cut.,1844.97,Credit,51844.97,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
d173c106d1ca4a7aada9203af3897673,601dfd10cbd741e28471b7414a9b8151,2025-02-25,Help lead poor evening section system page American.,-3239.07,Debit,48605.9,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
5658eb3eb7014b45ae062f1597ccd483,601dfd10cbd741e28471b7414a9b8151,2025-04-16,Provide woman second rock why thus argue history.,-1175.5,Debit,47430.4,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
64fac5f8418049e8a2c36a766c7676fa,601dfd10cbd741e28471b7414a9b8151,2025-06-07,Doctor there section study quality.,-251.61,Debit,47178.79,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
6b8409f10f074f33aea4bc791c20fe80,601dfd10cbd741e28471b7414a9b8151,2025-05-07,Result could natural some poor generation.,-1037.85,Debit,46140.94,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
9fc8f322f41b4f66b97a1ba8fe0d1c34,601dfd10cbd741e28471b7414a9b8151,2025-05-31,Learn item their audience chair pretty look experience.,3194.07,Credit,49335.01,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
a9f8c960ef2a40f589374f30940040f4,601dfd10cbd741e28471b7414a9b8151,2025-05-08,Actually yes course see bad friend.,4711.76,Credit,54046.77,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
512cb518916342ae870cd10d0b4905d5,601dfd10cbd741e28471b7414a9b8151,2025-01-09,Bar environment I edge official this official.,3390.02,Credit,57436.79,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
566f8f89f403421bb2e3b552b9c899d0,601dfd10cbd741e28471b7414a9b8151,2025-05-28,Type by decision send executive attorney.,-3431.09,Debit,54005.7,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
680803a162354215b6c3c81a59c9c3ea,601dfd10cbd741e28471b7414a9b8151,2025-03-09,Never success keep.,-1979.3,Debit,52026.4,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
07d6243dcd12414daac2dc7b45647cd1,af8fb436f520499886d518db44b5f483,2025-05-01,Everybody town table fear card film interview.,-4924.1,Debit,45075.9,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
f44807e5cc394a568be9c2264e17b215,af8fb436f520499886d518db44b5f483,2025-05-15,Third information career international.,-4549.17,Debit,40526.73,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
b09f20fbc7704711b58f63bf3a83301d,af8fb436f520499886d518db44b5f483,2025-05-27,Top least democratic car light middle sea.,1714.24,Credit,42240.97,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
f373d59def5f44d89662b2209b077ebf,af8fb436f520499886d518db44b5f483,2025-04-08,Again only really know game project nice act.,-3937.57,Debit,38303.4,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
9db6e4704c3145459b0145a87f632af1,af8fb436f520499886d518db44b5f483,2025-04-15,Family crime gas sing certain total fine.,1429.87,Credit,39733.27,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
62e231b4f3c7468dace3dc5b39406ed8,af8fb436f520499886d518db44b5f483,2025-04-12,Think can compare land question month treat sort.,-1263.28,Debit,38469.99,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
1475744d65534d189e78f671d916353b,af8fb436f520499886d518db44b5f483,2025-02-04,Situation key world left out would laugh.,-105.91,Debit,38364.08,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
4a0fba18551c471fb4e135fa0f366964,af8fb436f520499886d518db44b5f483,2025-05-24,Knowledge each give lead change some identify.,-4152.47,Debit,34211.61,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
a32de8eebe864868be3431147343c6d2,af8fb436f520499886d518db44b5f483,2024-12-25,Feel into sense hit.,-4979.38,Debit,29232.23,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
2129a82a157b4c86b3ce297e887bbcf9,af8fb436f520499886d518db44b5f483,2025-01-11,Draw appear use green push face.,-4783.21,Debit,24449.02,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
b5d1429e87634696ba4ef3fd368daf85,dc5a4bc36e0d4efd8e7fd26cf2507512,2025-02-18,Fire theory like bring.,1480.31,Credit,51480.31,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
38068094e62c43949a4c9a911624bfdc,dc5a4bc36e0d4efd8e7fd26cf2507512,2025-05-02,System always under well pull feel meeting.,-4005.5,Debit,47474.81,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
e6b44197ee13476d88b3dff8d4590ae7,dc5a4bc36e0d4efd8e7fd26cf2507512,2025-03-13,Country future market not citizen effect between.,-3157.94,Debit,44316.87,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
3f27ff2e410348b1aff0c28b213603d0,dc5a4bc36e0d4efd8e7fd26cf2507512,2024-12-17,Hour pick report management son.,-1234.27,Debit,43082.6,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
aaeb50e998d24ba8b16723fa448e4aba,dc5a4bc36e0d4efd8e7fd26cf2507512,2025-02-02,These serious degree necessary.,-2192.27,Debit,40890.33,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
9c91720b3d6b4fee82ed28d4626e9ef9,dc5a4bc36e0d4efd8e7fd26cf2507512,2025-03-06,Finally face experience put.,-4360.1,Debit,36530.23,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
c425328c456740c490516a60d9e0a05a,dc5a4bc36e0d4efd8e7fd26cf2507512,2025-01-06,Put brother yes nearly.,-1461.03,Debit,35069.2,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
3a1c9397551a4a57a36374e57e9c95bd,dc5a4bc36e0d4efd8e7fd26cf2507512,2025-02-13,Fire both any much executive star peace.,-1908.96,Debit,33160.24,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
06004b3fcc2149f2986a146a48863244,dc5a4bc36e0d4efd8e7fd26cf2507512,2024-12-31,There spend road.,793.67,Credit,33953.91,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
75b4b6b9ff2f4221b85be3f93a326c0c,dc5a4bc36e0d4efd8e7fd26cf2507512,2025-05-03,Need write pick eight end attack.,3118.95,Credit,37072.86,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
c1bbe2d41f67460b8ab232e4cfc20d18,e4655972e1be44718da9601b49aac82b,2025-03-27,Important past surface property support company last.,-2730.96,Debit,47269.04,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
c8f85aa4d47344fd95432279bbd2d9e1,e4655972e1be44718da9601b49aac82b,2025-03-12,Once despite speak around.,2939.22,Credit,50208.26,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
a7b19da2d5584fcbb89846e165b196c3,e4655972e1be44718da9601b49aac82b,2025-04-14,From decide history could he let.,2269.56,Credit,52477.82,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
3e74ec4e2c8f43fdbc962949396ec229,e4655972e1be44718da9601b49aac82b,2025-04-10,Government need white little use through without memory.,-3632.84,Debit,48844.98,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
e78398fa5f9545ea972927acedfd1fde,e4655972e1be44718da9601b49aac82b,2025-03-02,Work art author drop service almost why.,-4171.56,Debit,44673.42,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
7d2633e417204937a483858cde22f327,e4655972e1be44718da9601b49aac82b,2025-02-09,Tend woman economy edge effort training.,1508.9,Credit,46182.32,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
790f043da0bf43dd93a5f78da74b2ca4,e4655972e1be44718da9601b49aac82b,2025-01-23,Describe direction him recognize institution.,-345.27,Debit,45837.05,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
993e140ee8e04c34ae66b7ea59997033,e4655972e1be44718da9601b49aac82b,2025-03-28,Floor manage lay PM reach bill box although.,2683.8,Credit,48520.85,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
255e719ded64435a91bbdd35ba48553e,e4655972e1be44718da9601b49aac82b,2025-03-26,History chair spring mention see your here.,-1685.02,Debit,46835.83,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
964165bc637043a382e46add47fd422a,e4655972e1be44718da9601b49aac82b,2025-03-27,Someone time foot local news perform.,-589.08,Debit,46246.75,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
e578b6e234794d4fa2702e32b7f8e7bc,2eb538e48f0d49b3b7cdb72e394032fb,2025-02-15,Hospital require bed first about stay particular past.,3378.67,Credit,53378.67,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
2899eafe9a50416c9e2cfa988ae7e919,2eb538e48f0d49b3b7cdb72e394032fb,2025-05-09,Small mouth however mean.,-4871.51,Debit,48507.16,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
c2bbf8d9084f454b90c596af9ec9f21a,2eb538e48f0d49b3b7cdb72e394032fb,2025-03-10,Know kind enough.,1149.39,Credit,49656.55,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
ea0601ac41e540b9b9c9da6cbabcf781,2eb538e48f0d49b3b7cdb72e394032fb,2025-01-02,Something week heavy.,-3041.88,Debit,46614.67,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
62c16f8e811948baa7545afdcd62b89c,2eb538e48f0d49b3b7cdb72e394032fb,2025-05-13,Beyond professional issue operation pick.,1993.0,Credit,48607.67,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
d7bee60cb0cf49dcab105f0fa18c391d,2eb538e48f0d49b3b7cdb72e394032fb,2024-12-19,Group Republican allow art care.,4199.97,Credit,52807.64,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
db3f209fec2943d39a6453c6f23c2ed7,2eb538e48f0d49b3b7cdb72e394032fb,2025-02-01,Several assume read fill man answer could.,-486.4,Debit,52321.24,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
ca1d88cbe476408891b0058207014700,2eb538e48f0d49b3b7cdb72e394032fb,2025-02-21,Begin sister real claim ball soldier.,-720.92,Debit,51600.32,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
06ce846dbb4348f284d10948976a2988,2eb538e48f0d49b3b7cdb72e394032fb,2025-03-13,Effort thing good write a nature take education.,2114.98,Credit,53715.3,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
3979e584dec547faaf77726f5e53ca16,2eb538e48f0d49b3b7cdb72e394032fb,2025-04-24,Treat or born dream generation.,-4415.87,Debit,49299.43,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
0dc32ac3e2ae4de8ab6beb20cd009e8f,7eaef472aa334b3cb25b8eb2289a762c,2024-12-25,Research phone reflect opportunity participant feel.,1588.33,Credit,51588.33,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
a95ddd44c268452887d6f6a25b418686,7eaef472aa334b3cb25b8eb2289a762c,2025-02-21,Hair behavior this lead reflect.,3963.31,Credit,55551.64,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
fd3c78f39b3046e68b3c54560fada05c,7eaef472aa334b3cb25b8eb2289a762c,2025-06-02,Much leg blood prepare.,-4331.04,Debit,51220.6,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
b87bbe93143247f58d1478fbe268555b,7eaef472aa334b3cb25b8eb2289a762c,2025-04-29,Economy start keep chance water conference cup hot.,2837.54,Credit,54058.14,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
7ea341a82c174a45b3420753c6ac62b5,7eaef472aa334b3cb25b8eb2289a762c,2024-12-11,Election attorney teach every site world.,537.74,Credit,54595.88,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
cd28a77a6dd9429fb071e07d9cdb9e48,7eaef472aa334b3cb25b8eb2289a762c,2025-02-06,Set brother leader course already.,1480.03,Credit,56075.91,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
0c11ce0a9f474fe484db02de85485ab7,7eaef472aa334b3cb25b8eb2289a762c,2025-02-24,Occur catch stay economy.,474.4,Credit,56550.31,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
4df9b235aad04659b6e8374f66923477,7eaef472aa334b3cb25b8eb2289a762c,2024-12-31,Whom task figure choice director question.,1621.81,Credit,58172.12,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
21390f1d461c48f4b18afd6a4fddc3a3,7eaef472aa334b3cb25b8eb2289a762c,2025-05-06,Kind east none explain sing.,-4401.26,Debit,53770.86,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
15eea2163d354ecb83361b2ce2cbdd3e,7eaef472aa334b3cb25b8eb2289a762c,2024-12-18,Seek American state Mr alone include nothing upon.,-2540.94,Debit,51229.92,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
bbdb3a972ef247a9b6d2726658f80d88,ffbe670c13a0491da52991caced957e8,2025-02-06,Southern become international about never follow yes.,-3861.23,Debit,46138.77,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
0b1e76898144486fb6afbafa8ca3085c,ffbe670c13a0491da52991caced957e8,2024-12-16,Of attention trouble computer.,1260.64,Credit,47399.41,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
fd7e36bc34644e1db1d3a486879fbd44,ffbe670c13a0491da52991caced957e8,2025-06-02,Role half education policy positive.,4273.61,Credit,51673.02,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
3599568a29084d56abac41de53afff31,ffbe670c13a0491da52991caced957e8,2025-02-06,Job trouble difficult service.,-1136.18,Debit,50536.84,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
2c06189d00494c82b575ba0168b7f167,ffbe670c13a0491da52991caced957e8,2025-04-17,Too possible speak work.,1326.11,Credit,51862.95,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
1f81271671ba43b5bba53f515d9c6ba6,ffbe670c13a0491da52991caced957e8,2025-05-05,Program value society be cost federal.,-1647.0,Debit,50215.95,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
89bc092cd9ab40b9977b8d9a2a3fec48,ffbe670c13a0491da52991caced957e8,2024-12-15,Rise though weight film never cultural.,-3488.31,Debit,46727.64,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
65d4799bc9f7429b9313b30976fb8621,ffbe670c13a0491da52991caced957e8,2025-01-21,Drop including spring stand house not describe.,-137.06,Debit,46590.58,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
d8229bd2661442cca21ca18a31d45ea0,ffbe670c13a0491da52991caced957e8,2025-04-30,Room energy see smile.,-1442.64,Debit,45147.94,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
b7b1c9ca57384696ad76c3b6a9c636d3,ffbe670c13a0491da52991caced957e8,2025-05-04,Notice agree assume all seem.,-4283.88,Debit,40864.06,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
22ba42a9656b40a3934563016948a58f,ab3d8a07f709454cbb0ba3e387ce246f,2024-12-28,Air the but authority memory safe cultural.,-1214.49,Debit,48785.51,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
1add1c673f9046a0ac5548a263e2b77d,ab3d8a07f709454cbb0ba3e387ce246f,2025-03-28,Pressure apply my the.,168.17,Credit,48953.68,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
38ddedd3b61547c2bcfffe04d32bb227,ab3d8a07f709454cbb0ba3e387ce246f,2025-03-06,Anyone else hotel research choose only.,1471.22,Credit,50424.9,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
dd1e27fbb65845a2822ce1af4859fa3f,ab3d8a07f709454cbb0ba3e387ce246f,2025-02-01,Medical each front which what look according.,-859.15,Debit,49565.75,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
e0b4e6be7d42411eac818979ee2e92b8,ab3d8a07f709454cbb0ba3e387ce246f,2025-03-27,Ball and less let.,-4162.12,Debit,45403.63,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
43ec7b14f4874bb9ac7d81a843a5abf2,ab3d8a07f709454cbb0ba3e387ce246f,2025-01-04,Leave summer woman establish happy.,3458.03,Credit,48861.66,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
104080336a604cc8b60f2ae54511ed8a,ab3d8a07f709454cbb0ba3e387ce246f,2025-06-03,Discover away cold physical scene design case.,-1884.31,Debit,46977.35,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
6b38d6a4c709482389bd4f7d77022e33,ab3d8a07f709454cbb0ba3e387ce246f,2025-04-07,My gun customer.,-4599.58,Debit,42377.77,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
41701b4a6afa44e09ef5b5daac327911,ab3d8a07f709454cbb0ba3e387ce246f,2025-03-14,Movie hair here position kind where movement.,-464.44,Debit,41913.33,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
8c1a1db1b9df4797b8fa1bc646026a44,ab3d8a07f709454cbb0ba3e387ce246f,2025-04-07,At begin trade speech third.,2729.09,Credit,44642.42,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
0ad3dea56c6747c3b419c6fc73e4da83,842831195d2d48be99ac179c7cc97c65,2025-01-22,Thing rest a practice paper analysis fact peace.,697.98,Credit,50697.98,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
5c296a4d9e8c46159c74f034c06b4edb,842831195d2d48be99ac179c7cc97c65,2024-12-12,Worry concern side popular number let.,645.99,Credit,51343.97,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
affa33479762473598b9bdc3d13e63ad,842831195d2d48be99ac179c7cc97c65,2025-04-07,Seat quality lose.,-3514.97,Debit,47829.0,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
d564ecc886734046bda4c58072dfb8e4,842831195d2d48be99ac179c7cc97c65,2025-05-21,Learn his wrong past yeah pattern cell risk.,2030.39,Credit,49859.39,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
a9968dda1aec402fb008b99af4891ca5,842831195d2d48be99ac179c7cc97c65,2025-04-03,Result ago economy month certainly major.,-2928.21,Debit,46931.18,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
0a263647f4504aa295ccffc3086171bb,842831195d2d48be99ac179c7cc97c65,2025-01-06,Authority executive wide fly security nothing set sort.,-626.46,Debit,46304.72,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
4c16a25b1c2649aba9b7f00dc614f8d4,842831195d2d48be99ac179c7cc97c65,2025-01-31,Nothing record age identify computer.,1587.06,Credit,47891.78,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
64ba99064ce94b478f7182f3d7784285,842831195d2d48be99ac179c7cc97c65,2025-03-03,Attack morning example color middle type could.,3514.57,Credit,51406.35,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
117137acb7c34fe6adbe852d76828e24,842831195d2d48be99ac179c7cc97c65,2025-05-07,Business crime top evidence mention young.,1126.06,Credit,52532.41,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
79d4f71a13c942d081ca4e3e50f628cd,842831195d2d48be99ac179c7cc97c65,2025-01-22,Series party common kid.,4708.99,Credit,57241.4,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
3f4f1557f8ac44fd9da2ab6b1465ee8b,006e2bc459af4f948c641488829cf151,2025-05-13,Community bank smile money control bed despite girl.,2136.06,Credit,52136.06,,system,2025-06-08 17:17:13.561036,system,2025-06-08 17:17:13.561036
