id,property_id,bank_name,account_number_last4,acct_type,is_operating,is_reserve
7710d4b13a9a4ef79fb17796d2266c2f,b5c3f485f434498ba24ac407abe8ab32,Wells Fargo,5550,Reserve,False,True
6cfd605734e64c0cbfe3cfdb6f1a1afd,d65ca995a50947feb0c7db72ba08ab64,Chase,6353,Operating,True,False
6d65f2534c7c463ea341ec1e75f2bb42,d65ca995a50947feb0c7db72ba08ab64,Bank of America,9618,Reserve,False,True
dfe315e415474d428e3ce48f91f677cb,a8fee8de9da643d08e07417deea2f60b,Bank of America,6864,Operating,True,False
721bbebe80f4411daa8e99833afbad98,a8fee8de9da643d08e07417deea2f60b,Wells Fargo,5868,Reserve,False,True
a7576d43d9a44c86aa91ec88eb68e1a2,6822f6b983e84541a4d1c6bec0d01fd3,Bank of America,1021,Operating,True,False
1ec36f6c3f3b44b09332aa0b061f88d7,6822f6b983e84541a4d1c6bec0d01fd3,Chase,2511,Reserve,False,True
66250ef958fb4f34aabc329ab1efc8eb,c54aec5835364a6f89c40dfa850ec741,Bank of America,5390,Operating,True,False
a23c218a96494970bb46953d109a3f69,c54aec5835364a6f89c40dfa850ec741,Chase,2897,Reserve,False,True
adf03f9d780d42f69b74343dce817ec5,392af4eaf3af44e98cddbedb71405625,Bank of America,7111,Operating,True,False
8b187b1b850a4b3e9c2f071ce792222b,392af4eaf3af44e98cddbedb71405625,Bank of America,2891,Reserve,False,True
6ad9054d4e5440a29ed7adf42b40ff67,145dd14fd79248629774a81486e8d323,Bank of America,6685,Operating,True,False
b56dc8f03215436eb7e06809159637d9,145dd14fd79248629774a81486e8d323,Wells Fargo,1486,Reserve,False,True
5beaace9e1464343bb45b9aa722c34c8,cdc6407645c94d80bbcd015fc4e983d7,Chase,4182,Operating,True,False
804dc92f8b0f44c597695d3c687ccbd3,cdc6407645c94d80bbcd015fc4e983d7,Chase,8258,Reserve,False,True
f603129501d24640a9af91f390289e7d,436cb1f98cb44061a11b7c763e37e5c3,Bank of America,3698,Operating,True,False
82e8790420f641e6992549279cc4fe4c,436cb1f98cb44061a11b7c763e37e5c3,Wells Fargo,9693,Reserve,False,True
838ba59cecfb4e09b008a0a7473a32f2,d1962743a4874a83abbca761a2ed6b71,Wells Fargo,3150,Operating,True,False
9f376e5a6e4c45bc9a7c9c49905a2bd3,d1962743a4874a83abbca761a2ed6b71,Bank of America,8154,Reserve,False,True
289aba75febb4c8cba61fffdf1aa6f8f,fb74de25a5f847c8bd9fd96567c98a0a,Chase,2927,Operating,True,False
5c104f5f2b5740a4aa5dbb5e7660c4b5,fb74de25a5f847c8bd9fd96567c98a0a,Wells Fargo,6888,Reserve,False,True
08b69aff3d964dabba5997c845997495,25e2f050ba8740b7b21a87f7154bbb1a,Chase,1670,Operating,True,False
6a95eeecbcaf44e49ed2dd23179fa64e,25e2f050ba8740b7b21a87f7154bbb1a,Wells Fargo,8608,Reserve,False,True
f52a91f89ccf4d4d9451546e5e462667,6d15a3b471844e92b5c9d22008e537b4,Wells Fargo,4936,Operating,True,False
028e1b6e5c0744a4b29403410d184552,6d15a3b471844e92b5c9d22008e537b4,Bank of America,3091,Reserve,False,True
039e785cd96545f682b07b3acab569bb,c41a12d4751648e9a00808ff3d347dda,Wells Fargo,1281,Operating,True,False
78d899caf6174ad2befd78b37dfc4c0d,c41a12d4751648e9a00808ff3d347dda,Bank of America,1388,Reserve,False,True
d3f2cd8a86124dc39e1373594ac54d01,10e765e6808f474fbe17949051750b24,Chase,2676,Operating,True,False
2bc0cbde5bd7432faddee13e0e1a58d5,10e765e6808f474fbe17949051750b24,Wells Fargo,5713,Reserve,False,True
d5761022615e457aa42f7507fcbcd5f5,fc976e56aaa74e3b91a66fe34f744123,Wells Fargo,6397,Operating,True,False
54d561985578419cbe9c73686e91d907,fc976e56aaa74e3b91a66fe34f744123,Bank of America,5936,Reserve,False,True
717867faa93b461ab30562018ae22b00,79add5f857c54eb8841f55ac8bd0001c,Bank of America,6454,Operating,True,False
7dffdf1ebb804b659729ef5cccc1d25b,79add5f857c54eb8841f55ac8bd0001c,Bank of America,9364,Reserve,False,True
349f4e2d7346413795ed55fedc5ef230,c3b33d14ae1547ca90c22b286ed9707d,Bank of America,5303,Operating,True,False
54a9f8fc231141569f6a1b6cfc471916,c3b33d14ae1547ca90c22b286ed9707d,Chase,8692,Reserve,False,True
369f73a5ba1c421ca9a3436166b446be,196fecd38004412fa0eadddabb5cc820,Wells Fargo,7717,Operating,True,False
fe582ff24a7a4a9e85deb76bdd497f14,196fecd38004412fa0eadddabb5cc820,Chase,5715,Reserve,False,True
3e8e250d45594da6b8e0140cc9a52840,df5af0b214574c9092eded2741814dca,Wells Fargo,3111,Operating,True,False
11d46d952cd447f999404186310bc1a2,df5af0b214574c9092eded2741814dca,Wells Fargo,1596,Reserve,False,True
48dbc20e79174a42940c5d9b4e761613,18bf7a26d89e42dc9731768d79ce93ff,Bank of America,2392,Operating,True,False
dc530dfcaf424563b78aa99a84d25490,18bf7a26d89e42dc9731768d79ce93ff,Wells Fargo,9354,Reserve,False,True
236ea2aa1e1a4d4488636f0d774c3bfa,012ad9cdd5474e5fa3483c0192c1ded6,Wells Fargo,4658,Operating,True,False
9f4f44c29fdf4fc4806b3e2e68a5ff76,012ad9cdd5474e5fa3483c0192c1ded6,Bank of America,7316,Reserve,False,True
b96d6dd4686448819e0493f54b1f2b80,f3d664c947964806a6700c633fa6b03a,Bank of America,6641,Operating,True,False
1611c362492f4771b2b08707ccb5a275,f3d664c947964806a6700c633fa6b03a,Chase,1408,Reserve,False,True
abeb147745544f6398aa06dbe9316f89,e1fbe4e430f84d1b86c4bf086904456f,Wells Fargo,4724,Operating,True,False
2f7212a2226e462cb477bf546ffb7d8f,e1fbe4e430f84d1b86c4bf086904456f,Chase,2890,Reserve,False,True
f91866b5f43347ecb5ff41b70949ade1,0516448bc8524302b30110e47dba5417,Wells Fargo,3390,Operating,True,False
34064e9be7704f7b8e7fab96ae773073,0516448bc8524302b30110e47dba5417,Bank of America,4635,Reserve,False,True
1a21c79209c5405a8b8511ab4726c36a,9dfa7abd5d72408e9afc471065f29875,Wells Fargo,8284,Operating,True,False
fa84cb75823d4aa1b86a81ecd01d219a,9dfa7abd5d72408e9afc471065f29875,Chase,4924,Reserve,False,True
5df28d58b0784807b53310229806927a,817f9a6ffacd494d89ea45d4493e4c6d,Wells Fargo,7594,Operating,True,False
e8f429ce365a402bac9ca6471dd82669,817f9a6ffacd494d89ea45d4493e4c6d,Wells Fargo,1225,Reserve,False,True
e717275b4e0242a99ce7561f3164a553,b555d6a6f36e44099b666cbc52358d60,Chase,6438,Operating,True,False
c6dc1926a21444c98f01fe907561570a,b555d6a6f36e44099b666cbc52358d60,Wells Fargo,6294,Reserve,False,True
474ff12687ff4f16acd372f06cb6b92d,4ee9dae93e5d4058983ce8e362959966,Chase,9077,Operating,True,False
d5db12a7b9b547d983323ab850cf4082,4ee9dae93e5d4058983ce8e362959966,Chase,6014,Reserve,False,True
6f648729e725416d964b5328ae34d0dc,b4a91b43f76b46cf9cf4e2007fb6fe16,Wells Fargo,1341,Operating,True,False
6d696f8f1cf843acb8fb7d18ce468a65,b4a91b43f76b46cf9cf4e2007fb6fe16,Wells Fargo,5558,Reserve,False,True
ba4a26ef07334ce3b0d9b93696315012,2eee371f47e7472983132cb33bc809cd,Bank of America,1010,Operating,True,False
7ba454befbd0495289681cb77d21f02a,2eee371f47e7472983132cb33bc809cd,Chase,8043,Reserve,False,True
4fa78d3514a24cc98b24c61d81442863,15c7435881784925918cf47dcdc7cce3,Wells Fargo,1800,Operating,True,False
9db49220829740ec8521b6e444b259d9,15c7435881784925918cf47dcdc7cce3,Wells Fargo,5883,Reserve,False,True
865d47f95e8043f38c98b162013651a1,2ca77569b27241f59a958fbeab8293b4,Chase,3510,Operating,True,False
623a8c27712f48f19306dd6107f7510f,2ca77569b27241f59a958fbeab8293b4,Wells Fargo,9900,Reserve,False,True
cc2b787b47914f54bd57b479ee581b0a,e41c7a463fc548b1bc25d66fc4c27994,Chase,1242,Operating,True,False
c847e049dedd44399cfad156e7e02ce6,e41c7a463fc548b1bc25d66fc4c27994,Chase,2092,Reserve,False,True
3a94304673f143709844f7c5e3dac5c3,18764bf0aeab4dee8a5f00029ce0dae3,Wells Fargo,1794,Operating,True,False
c23102bfa1af4434bf7b8ace596589b2,18764bf0aeab4dee8a5f00029ce0dae3,Chase,6432,Reserve,False,True
083774c275b64ac38f3793e4bc238ba4,edf167dc6a994195a155010cb0f2fb1f,Chase,8531,Operating,True,False
9335db8f8848421b88f76b9918ce722d,edf167dc6a994195a155010cb0f2fb1f,Bank of America,4826,Reserve,False,True
796038a187fa417da4c1f62d6f39855c,5d1b8fe1f39f45f288c0dcd3f10fa4a8,Chase,5478,Operating,True,False
839bcd7037184ab38e78314eb87109ae,5d1b8fe1f39f45f288c0dcd3f10fa4a8,Chase,8275,Reserve,False,True
ee2efb58255d4e498e66be029de102fd,e72f3bed0dbd4a90b9acc2303b6889a2,Bank of America,2359,Operating,True,False
6bf415c4987047d4a6b0dfb917f0a048,e72f3bed0dbd4a90b9acc2303b6889a2,Chase,6215,Reserve,False,True
0b7f944e96dc4197af860535227cc128,2166b048097e45dd83216477e866a8f4,Bank of America,8277,Operating,True,False
a817676cf377463db2a227c80bc972b6,2166b048097e45dd83216477e866a8f4,Chase,2527,Reserve,False,True
c5e81ba50fc84bf89ef18b1e60467f8b,36b8a1683b5244cc8c5abdbe4d0d76e0,Bank of America,7852,Operating,True,False
7e49038ead91463583acb7c12931bd64,36b8a1683b5244cc8c5abdbe4d0d76e0,Wells Fargo,2132,Reserve,False,True
e52c45759964471d931f3197b4ce1c74,806f068e458746b890f3f8b6111afcf9,Chase,1959,Operating,True,False
fc5ac013d7fa4a1aa2c105a91c09c7da,806f068e458746b890f3f8b6111afcf9,Bank of America,6860,Reserve,False,True
e15eeb65dfe740bda1e16c2fcdc4e95b,af0e694819f24c7e889e90784f0a4523,Bank of America,1335,Operating,True,False
ae68d206937b41b195701a98597b61f3,af0e694819f24c7e889e90784f0a4523,Wells Fargo,5593,Reserve,False,True
23ad79cf60ac441b92e81665cdab2f7a,e524c8f469894349bff0ade0c49dbc61,Bank of America,8846,Operating,True,False
f705315ef39b4f1aa2837cd26bf3409c,e524c8f469894349bff0ade0c49dbc61,Wells Fargo,7528,Reserve,False,True
d13dd7940a1940d289efd256e6052eed,3f710967739e409287a8a911f2633fcb,Wells Fargo,3633,Operating,True,False
2a2007ca07aa4a85a9983e93a944ad67,3f710967739e409287a8a911f2633fcb,Wells Fargo,7517,Reserve,False,True
f18f5559b0e540d3acdde4429e41219c,8e76c4ed672c43549122b0fc463f4d16,Chase,5413,Operating,True,False
dad96fd0cbd54c8d9d8ae11688b62323,8e76c4ed672c43549122b0fc463f4d16,Chase,8533,Reserve,False,True
7621aee19cf24e839beb7697bdf2946d,1961fa1af90b45179431180e6a603359,Chase,3954,Operating,True,False
d519d58f216a4f19b583b8f41b23e6ca,1961fa1af90b45179431180e6a603359,Chase,1149,Reserve,False,True
96e8d8782a7943f882ed5fa24a72da2e,2c8df6c6bd624792bb8b739691706a39,Wells Fargo,5620,Operating,True,False
cd029afc492242878605fc064b42a825,2c8df6c6bd624792bb8b739691706a39,Wells Fargo,4017,Reserve,False,True
9057c4a71abc47749fa6bf778dc40365,2ca372fc66744ac8bf9bfbaca6d2c5c8,Bank of America,3307,Operating,True,False
f1109ffca0374c63b0e8394a646b1d85,2ca372fc66744ac8bf9bfbaca6d2c5c8,Chase,3852,Reserve,False,True
1427632cde9c4fb893c2764c0ecc6eb3,07c11146bce242129e7503b2df8bfe05,Bank of America,5939,Operating,True,False
a6dcd43a897445089ccc74984a015795,07c11146bce242129e7503b2df8bfe05,Wells Fargo,1078,Reserve,False,True
9d0676d0a8524322821b8ae950fdcfff,3459a2c5ba61472b8174d083c1c6a68d,Bank of America,5487,Operating,True,False
a503455089c54ca3b9437aac3d95884b,3459a2c5ba61472b8174d083c1c6a68d,Bank of America,8444,Reserve,False,True
fb3efa5ef8f04d5a927fe2318300e11e,8615ad74654e43b09a6ecf32c11a3017,Wells Fargo,3064,Operating,True,False
fa905e7bc56c4f68a3cafd85fb93a16a,8615ad74654e43b09a6ecf32c11a3017,Chase,2812,Reserve,False,True
