id,bank_account_id,date,balance
f7fac2014ef14eb8a3dcc5392bff0a3f,e4655972e1be44718da9601b49aac82b,2025-05-11,87346.14
d014644791dd4458b75b1bfd5693c031,2eb538e48f0d49b3b7cdb72e394032fb,2025-06-08,47225.78
a4359102a58c4309b3aecb46cf8d3486,2eb538e48f0d49b3b7cdb72e394032fb,2025-06-01,93310.41
dddd82e3a2e948ce801fb5b3dc34eb96,2eb538e48f0d49b3b7cdb72e394032fb,2025-05-25,87807.48
bdf36323bf784452bd49703232b9ca23,2eb538e48f0d49b3b7cdb72e394032fb,2025-05-18,53115.94
247617adcf0a4b2d82616ff6442d962d,2eb538e48f0d49b3b7cdb72e394032fb,2025-05-11,18596.08
ab56ce97396e40e9978c5a4c9f590b5d,7eaef472aa334b3cb25b8eb2289a762c,2025-06-08,18115.53
37af9b721ece4492a51f4b892e23be77,7eaef472aa334b3cb25b8eb2289a762c,2025-06-01,28320.02
1a876f7c78134259b8187388bad1e0bf,7eaef472aa334b3cb25b8eb2289a762c,2025-05-25,42982.2
39072fdee0724fb79e7cff77389a2e2b,7eaef472aa334b3cb25b8eb2289a762c,2025-05-18,55493.43
d0157d77ae2743d7900c42f81157457d,7eaef472aa334b3cb25b8eb2289a762c,2025-05-11,26910.86
28bed8c3fc184717b1335cc2f615106d,ffbe670c13a0491da52991caced957e8,2025-06-08,22721.88
a0ca9a8f270c4f3eb1ff9c316e83ed79,ffbe670c13a0491da52991caced957e8,2025-06-01,56270.51
3abefcf482df45a1951e13b9cd89e077,ffbe670c13a0491da52991caced957e8,2025-05-25,27603.58
e15b78109d0149018ac87d7722e4c663,ffbe670c13a0491da52991caced957e8,2025-05-18,91063.18
5fe4650ed2724fbba9f73393cf4fdfc3,ffbe670c13a0491da52991caced957e8,2025-05-11,97344.54
1d87cc68d03243d0854f9a901e6562ce,ab3d8a07f709454cbb0ba3e387ce246f,2025-06-08,79520.14
e693e4ced60d41458595d961d771cb30,ab3d8a07f709454cbb0ba3e387ce246f,2025-06-01,58106.06
4a13d5524aa3404f8c50457f439eb549,ab3d8a07f709454cbb0ba3e387ce246f,2025-05-25,17068.13
967046f6c6b544109b1ce941ccb15d1a,ab3d8a07f709454cbb0ba3e387ce246f,2025-05-18,28903.36
57a857cac7bf44cd972a040cd4ca316d,ab3d8a07f709454cbb0ba3e387ce246f,2025-05-11,65980.07
e68d33db0e9d4f959fb0486ecd443380,842831195d2d48be99ac179c7cc97c65,2025-06-08,57450.54
0f6f25b5df6f4587a2eda289ec0d127d,842831195d2d48be99ac179c7cc97c65,2025-06-01,58416.79
be6d65c5f58847adbc82f78ce92b76af,842831195d2d48be99ac179c7cc97c65,2025-05-25,67392.59
784d83f87bed46f18c5a0e349b22881e,842831195d2d48be99ac179c7cc97c65,2025-05-18,72438.98
71eceadb31854ae0a18702764b1dfd67,842831195d2d48be99ac179c7cc97c65,2025-05-11,54006.34
e5f67b11540e4737baf8f8aa1f1897f0,006e2bc459af4f948c641488829cf151,2025-06-08,64208.57
d5c07ea40391485f95353b682116ea0a,006e2bc459af4f948c641488829cf151,2025-06-01,40935.45
4f2cee0f6d904f31af8da68db7c1673c,006e2bc459af4f948c641488829cf151,2025-05-25,66035.6
da206bde0d434696b710ba71749c189d,006e2bc459af4f948c641488829cf151,2025-05-18,65788.9
b9f1804ea2db48e78826e13af610008d,006e2bc459af4f948c641488829cf151,2025-05-11,82796.13
9a45063d71994134aa67bca1e4ff7e60,9f85cfe3c9bb425882735e33bb999f8f,2025-06-08,57026.3
25f60ed77656419c90092cd1f93f2ef1,9f85cfe3c9bb425882735e33bb999f8f,2025-06-01,73529.36
65750aba65d64530a50a7411aa95f925,9f85cfe3c9bb425882735e33bb999f8f,2025-05-25,70967.5
705009223e8d4366bde0717b9dc34ef5,9f85cfe3c9bb425882735e33bb999f8f,2025-05-18,97611.93
596171a29a9348919e1b5e8fa40493cc,9f85cfe3c9bb425882735e33bb999f8f,2025-05-11,92500.64
bbaede6516f94409a50d5eb1b834dacd,f68cff0656154b4fb04df4377fa6a782,2025-06-08,97401.3
923f567d59cc40bfbbfc716f0417600c,f68cff0656154b4fb04df4377fa6a782,2025-06-01,59860.05
58e4da7f5da6454c8e61a7e049834117,f68cff0656154b4fb04df4377fa6a782,2025-05-25,43759.73
5272b28a8e414e3981f21099e5607738,f68cff0656154b4fb04df4377fa6a782,2025-05-18,42490.53
b2afbb760f204a86a7b45a03f0334f64,f68cff0656154b4fb04df4377fa6a782,2025-05-11,56694.63
905b6ba7f07d44bba8a414ae264b9d63,459e2d85e2224330b060e4a2904bc589,2025-06-08,89838.9
297b273aec854557964aa28f532ea02f,459e2d85e2224330b060e4a2904bc589,2025-06-01,87881.58
04c01a7cb9014de2b44ff1bf752f37b1,459e2d85e2224330b060e4a2904bc589,2025-05-25,43911.08
e88a49896d1645df8d680aeeb8dc3139,459e2d85e2224330b060e4a2904bc589,2025-05-18,41064.57
dd0a11a995b84cd2843cbd8ece04b501,459e2d85e2224330b060e4a2904bc589,2025-05-11,65875.03
04b63a45e0824550bb4cd50822994527,d26bb4dad1234e8cb5ae9a95a6612b0e,2025-06-08,29361.9
321d2ff13adb4787b081d2d02572925c,d26bb4dad1234e8cb5ae9a95a6612b0e,2025-06-01,28498.06
ed32e11066764c85be773d4c7211e252,d26bb4dad1234e8cb5ae9a95a6612b0e,2025-05-25,86843.31
67274c53435d4ce384c8565182413bcd,d26bb4dad1234e8cb5ae9a95a6612b0e,2025-05-18,62883.7
4932488224404c86a39920fefc5025b9,d26bb4dad1234e8cb5ae9a95a6612b0e,2025-05-11,37994.41
93c6fc972b7a4eb880e346b1cd384654,04c1b8d3cef44ffe94ff2228b891415b,2025-06-08,78598.41
4a37193d04cd4f6bb8fb31fd79587970,04c1b8d3cef44ffe94ff2228b891415b,2025-06-01,61474.57
ec37a304e6fb45ebb77b92ce707590d3,04c1b8d3cef44ffe94ff2228b891415b,2025-05-25,59295.85
4605ee6ed6c34a599688d6a76b7ae68e,04c1b8d3cef44ffe94ff2228b891415b,2025-05-18,74482.91
7818980a57194943a31f05b9e168f536,04c1b8d3cef44ffe94ff2228b891415b,2025-05-11,13694.71
971a74b95b1747e9bc2ae40c4877d75e,47eec58a56c24feb936822cebf2aa3f1,2025-06-08,14993.84
26c4d650c9204d2dbd48f4401f11e81a,47eec58a56c24feb936822cebf2aa3f1,2025-06-01,27647.02
d2ca1ab030764f2db235de3584763fce,47eec58a56c24feb936822cebf2aa3f1,2025-05-25,57958.26
ecb4665322914b8bbed8ace014650152,47eec58a56c24feb936822cebf2aa3f1,2025-05-18,83721.18
3d53e66a672f481b8b7dae58085283c8,47eec58a56c24feb936822cebf2aa3f1,2025-05-11,87953.38
90772340a94f4d349b1f7e51b1c83897,d752343f8a214a59b35640a96e26e374,2025-06-08,27017.07
d07e709bf9f44fdb8719f7ab526c16c7,d752343f8a214a59b35640a96e26e374,2025-06-01,21442.17
0d71a3ffd5e94e82a03070d720f03188,d752343f8a214a59b35640a96e26e374,2025-05-25,64603.03
8b1f4d17444444f3879f91351c4be210,d752343f8a214a59b35640a96e26e374,2025-05-18,83478.72
ad3b037a374f42e88080c0010c8dce44,d752343f8a214a59b35640a96e26e374,2025-05-11,38058.11
fc2844a55369489d9e0e375f832adb16,9b1a176fc9764ea4b6c1f1ee60a680ee,2025-06-08,24128.76
baeb1c1f55e0436fb67320381ad13c54,9b1a176fc9764ea4b6c1f1ee60a680ee,2025-06-01,72022.36
755c9905d74c4a638e03c2699feb25e7,9b1a176fc9764ea4b6c1f1ee60a680ee,2025-05-25,88867.14
b7fea51235ba4af0b8cac63090266990,9b1a176fc9764ea4b6c1f1ee60a680ee,2025-05-18,61681.0
acddda8622ad4b63820625f6d5c3725c,9b1a176fc9764ea4b6c1f1ee60a680ee,2025-05-11,77010.65
2cb66a6b496e48939ba934908d6b11ee,727b6b48a8d94610bab1003ea690bfd4,2025-06-08,31794.64
f63540cecded458c9b24a9f3e15ecb8e,727b6b48a8d94610bab1003ea690bfd4,2025-06-01,78681.61
32758ba1ded34e61b73453afd5389c3f,727b6b48a8d94610bab1003ea690bfd4,2025-05-25,14681.99
78221225433a451383a6c039d542533a,727b6b48a8d94610bab1003ea690bfd4,2025-05-18,62886.62
492872b512124c50b58003573effaf12,727b6b48a8d94610bab1003ea690bfd4,2025-05-11,93136.69
7e3339c5f16648048f1a4f467769a73e,ef8eafef31374319af4c1a063b8d253b,2025-06-08,25605.0
5b74fc91c62f4d00a649b3303c983cb5,ef8eafef31374319af4c1a063b8d253b,2025-06-01,56350.94
666ebdfa62794fbfaf05dda41017463e,ef8eafef31374319af4c1a063b8d253b,2025-05-25,23926.39
ebc7e8e0432846bd917adda04081a1ff,ef8eafef31374319af4c1a063b8d253b,2025-05-18,91414.24
d878ed7d444a498fa0379b5d8a3ebddf,ef8eafef31374319af4c1a063b8d253b,2025-05-11,36567.28
bfd3588cb5c040a78b80b9ee82cbd0aa,7710d4b13a9a4ef79fb17796d2266c2f,2025-06-08,99113.16
1a386ffa977e4c04a6ad9fce88c25c31,7710d4b13a9a4ef79fb17796d2266c2f,2025-06-01,36615.06
98de144182ed40ef8024c40188bfc1fd,7710d4b13a9a4ef79fb17796d2266c2f,2025-05-25,46141.97
b63175e054c74e99b72537bca6668f17,7710d4b13a9a4ef79fb17796d2266c2f,2025-05-18,27697.77
e458934f725746e8a125eaa026a9d916,7710d4b13a9a4ef79fb17796d2266c2f,2025-05-11,17546.27
eb017d0fa51c4ca68ef99bae0efd185b,6cfd605734e64c0cbfe3cfdb6f1a1afd,2025-06-08,89438.84
06f6cfbd14e54ee59087223d7f4c785a,6cfd605734e64c0cbfe3cfdb6f1a1afd,2025-06-01,42072.26
a3d7a6d1d9b0422382d51017632d652b,6cfd605734e64c0cbfe3cfdb6f1a1afd,2025-05-25,27619.95
51b13ab0194c41969ce10881dfd83764,6cfd605734e64c0cbfe3cfdb6f1a1afd,2025-05-18,14857.65
a173a9c6a6464e6685560ebfbf3eda7a,6cfd605734e64c0cbfe3cfdb6f1a1afd,2025-05-11,15649.46
5510366e15574375af819229a4f7581c,6d65f2534c7c463ea341ec1e75f2bb42,2025-06-08,30111.13
bae7aa1b5e61409990a17496b976c4d4,6d65f2534c7c463ea341ec1e75f2bb42,2025-06-01,27082.84
225fe4d686a149debd89460012fe54f6,6d65f2534c7c463ea341ec1e75f2bb42,2025-05-25,82762.06
5e2d650607dc4eb6a55cc634f122d97a,6d65f2534c7c463ea341ec1e75f2bb42,2025-05-18,36714.93
f9d266917c144edf89e0123499053e96,6d65f2534c7c463ea341ec1e75f2bb42,2025-05-11,50480.22
2a2850359fc2409da5d1d0474787e45f,dfe315e415474d428e3ce48f91f677cb,2025-06-08,57954.15
38d44502db9f4e65ae0d1425bc9ff211,dfe315e415474d428e3ce48f91f677cb,2025-06-01,70454.68
c5ec4198714f4496865c5c9c9838f5e3,dfe315e415474d428e3ce48f91f677cb,2025-05-25,18982.74
59f4f4671b5e447885a770e663edebbd,dfe315e415474d428e3ce48f91f677cb,2025-05-18,14270.74
c38844ca73d34d6fb209a5c1b71a0efc,dfe315e415474d428e3ce48f91f677cb,2025-05-11,99983.48
fb1524d585f24006ba62a354a67da587,721bbebe80f4411daa8e99833afbad98,2025-06-08,76636.18
914f91c5e8644abba23083cde8a383b7,721bbebe80f4411daa8e99833afbad98,2025-06-01,42450.63
30105366e2a24544a7532f6ea95da94f,721bbebe80f4411daa8e99833afbad98,2025-05-25,59412.66
16ed6a7a08384e4a909906413cfb348a,721bbebe80f4411daa8e99833afbad98,2025-05-18,69727.94
8bad9e65b60445fab8e95852bac53028,721bbebe80f4411daa8e99833afbad98,2025-05-11,38157.59
08601b7f419d4cc291c6a1bc09cf9599,a7576d43d9a44c86aa91ec88eb68e1a2,2025-06-08,51095.67
6da88ba883c34862a8e639067399065c,a7576d43d9a44c86aa91ec88eb68e1a2,2025-06-01,76728.01
9037be67ea4b4e50bcc7388cc6acada6,a7576d43d9a44c86aa91ec88eb68e1a2,2025-05-25,73712.84
ed4a405ed95542929a7c4132d764d7db,a7576d43d9a44c86aa91ec88eb68e1a2,2025-05-18,31364.28
9c6e22957b7c4452bcb802590ca48d13,a7576d43d9a44c86aa91ec88eb68e1a2,2025-05-11,82019.81
6f63eacbb67f417eaa7bec7fcbfe01b7,1ec36f6c3f3b44b09332aa0b061f88d7,2025-06-08,39298.27
affade36335e49e296ae94e8e211eac6,1ec36f6c3f3b44b09332aa0b061f88d7,2025-06-01,89771.07
e3fc501691d14274a7d7f3130f78e8dd,1ec36f6c3f3b44b09332aa0b061f88d7,2025-05-25,20771.14
ca5665fa4bf44169b51f037159f69efd,1ec36f6c3f3b44b09332aa0b061f88d7,2025-05-18,60252.56
f65cde1b97154b60b30cf58e978ccfda,1ec36f6c3f3b44b09332aa0b061f88d7,2025-05-11,97637.81
f91657851a154717aad771f13b5003d3,66250ef958fb4f34aabc329ab1efc8eb,2025-06-08,63787.23
af38575a8c3e4a95ad22c61522b974ec,66250ef958fb4f34aabc329ab1efc8eb,2025-06-01,18845.25
00cf914a0712498ca020435f151cb478,66250ef958fb4f34aabc329ab1efc8eb,2025-05-25,46594.87
18eb3965a10d4c3d832303d43c5116dd,66250ef958fb4f34aabc329ab1efc8eb,2025-05-18,65248.71
081d504cf859446dac278cce84516227,66250ef958fb4f34aabc329ab1efc8eb,2025-05-11,91435.56
04817d68b02744fa9a06bf0888ad73f8,a23c218a96494970bb46953d109a3f69,2025-06-08,34021.06
fd3533f47bff4537a4d13d1b01516c5d,a23c218a96494970bb46953d109a3f69,2025-06-01,23743.08
44e62fac41df4609b4d1d9055247ec1d,a23c218a96494970bb46953d109a3f69,2025-05-25,47527.84
4c1c130534a4426995cae80a858fefed,a23c218a96494970bb46953d109a3f69,2025-05-18,71599.23
1fd97ce037504ebebba9c2477f8b47c5,a23c218a96494970bb46953d109a3f69,2025-05-11,94144.21
3ae174bfd1bf479aa9aa6e2d97a397f6,adf03f9d780d42f69b74343dce817ec5,2025-06-08,92562.49
8fbe56dd15aa49fdb4336c309a524cd7,adf03f9d780d42f69b74343dce817ec5,2025-06-01,82332.23
1eb382e58ff841f1bf0572f0456c7726,adf03f9d780d42f69b74343dce817ec5,2025-05-25,12061.7
41a2eb27fcaa4a16a52fb4685221d803,adf03f9d780d42f69b74343dce817ec5,2025-05-18,97452.91
05c79e284f534043bbaf0bb8db387248,adf03f9d780d42f69b74343dce817ec5,2025-05-11,92594.62
4ea8ae30af0b410db964a8aa0e75c93d,8b187b1b850a4b3e9c2f071ce792222b,2025-06-08,77339.17
5b44ed2c1afc425bb4a38beda7bfcef1,8b187b1b850a4b3e9c2f071ce792222b,2025-06-01,98398.21
29ad82f44e3b446a9be90231ea3ccc43,8b187b1b850a4b3e9c2f071ce792222b,2025-05-25,44248.18
4ea84834651c496bb8e430879678fc3b,8b187b1b850a4b3e9c2f071ce792222b,2025-05-18,65427.35
b11e726586ec40f1b0ec354b47342c32,8b187b1b850a4b3e9c2f071ce792222b,2025-05-11,11554.24
b8d06f94387d47699ec9e407baf49404,6ad9054d4e5440a29ed7adf42b40ff67,2025-06-08,90565.44
d1cf9a4dcf184b3886b0b7eb7f90dd69,6ad9054d4e5440a29ed7adf42b40ff67,2025-06-01,89936.94
1e88a58b85894ee89935f5e1f6ea09b1,6ad9054d4e5440a29ed7adf42b40ff67,2025-05-25,86484.02
697bbaa4ccfb401aa35130c6f7e3bb58,6ad9054d4e5440a29ed7adf42b40ff67,2025-05-18,75403.92
7b06d0d56abb477ca465f59e9f49e439,6ad9054d4e5440a29ed7adf42b40ff67,2025-05-11,67280.34
e83266b7f5ee475c8407fd7bfa8c43a1,b56dc8f03215436eb7e06809159637d9,2025-06-08,24403.36
1a0f8e03dccb45e0a3467a1eadeb7d6b,b56dc8f03215436eb7e06809159637d9,2025-06-01,32505.28
d1ce15d37f80487b973f64ff52662b02,b56dc8f03215436eb7e06809159637d9,2025-05-25,82005.56
d5a17c13246b4f57923eccebd2313940,b56dc8f03215436eb7e06809159637d9,2025-05-18,21114.81
6aa533d14e6540498c3e73d09ba53e4c,b56dc8f03215436eb7e06809159637d9,2025-05-11,58199.25
1716aa0b3cc0462a8b7c5a2f16cd9b9e,5beaace9e1464343bb45b9aa722c34c8,2025-06-08,47566.29
976afa94846d4ab8be9e407bf680cd12,5beaace9e1464343bb45b9aa722c34c8,2025-06-01,55311.2
fada4aa9bdce4df48a3f690440b14847,5beaace9e1464343bb45b9aa722c34c8,2025-05-25,21335.12
18006531865a407cbef7adefad0f83e1,5beaace9e1464343bb45b9aa722c34c8,2025-05-18,71831.27
d55454bdfa35497aae65647c9f24734f,5beaace9e1464343bb45b9aa722c34c8,2025-05-11,66953.77
50ced53a41c141be826d1771ef4eb2fc,804dc92f8b0f44c597695d3c687ccbd3,2025-06-08,54929.92
e54e4dcbc5f141be9b5e98094ce6b46a,804dc92f8b0f44c597695d3c687ccbd3,2025-06-01,93508.36
8a15c208e63f481c83512ecd19353d30,804dc92f8b0f44c597695d3c687ccbd3,2025-05-25,46189.76
b8cbd91362de4f2aa499e18044b348b4,804dc92f8b0f44c597695d3c687ccbd3,2025-05-18,68534.51
6f8627c4cf1743419ef3aa7203d78eee,804dc92f8b0f44c597695d3c687ccbd3,2025-05-11,44292.6
85483d3deaed40ed97ec3ff4c2734e8b,f603129501d24640a9af91f390289e7d,2025-06-08,65645.49
fec76b6d9d0b4b6cadbed2d04ca45909,f603129501d24640a9af91f390289e7d,2025-06-01,80118.71
850972d06f4b4da59f6db0422be860cf,f603129501d24640a9af91f390289e7d,2025-05-25,95914.31
4168a265f56245988645fbfcacb3a4c5,f603129501d24640a9af91f390289e7d,2025-05-18,12742.93
317accb242ae4316a5b4a8c5ef49ffa7,f603129501d24640a9af91f390289e7d,2025-05-11,27419.75
e86a3549c4394d71bbe20108bc8b290a,82e8790420f641e6992549279cc4fe4c,2025-06-08,34389.11
7a09b35ad98047c58f5fd09d7172c1fa,82e8790420f641e6992549279cc4fe4c,2025-06-01,61564.17
1e3b59b010bb4a399c8f58feea68c7e1,82e8790420f641e6992549279cc4fe4c,2025-05-25,93915.88
d6ef5afc83074ae2a71087b7f2204ba0,82e8790420f641e6992549279cc4fe4c,2025-05-18,17771.53
031a3b68b0df4243a7a0ba0e36616719,82e8790420f641e6992549279cc4fe4c,2025-05-11,10349.4
7fe88968e143401c92c507dd97dac376,838ba59cecfb4e09b008a0a7473a32f2,2025-06-08,41073.64
c8c1461fa8e543e59138ece2fb16530b,838ba59cecfb4e09b008a0a7473a32f2,2025-06-01,30735.51
1f54a2691e7443e9ac4d638ad53b57a4,838ba59cecfb4e09b008a0a7473a32f2,2025-05-25,69584.38
8fc58b2cd0454a7ab1d28a07ecbbe957,838ba59cecfb4e09b008a0a7473a32f2,2025-05-18,67073.03
849c3dbbf08e42b6a66a391102cde759,838ba59cecfb4e09b008a0a7473a32f2,2025-05-11,93023.54
103831e73ae240da9960a39fb24dfa81,9f376e5a6e4c45bc9a7c9c49905a2bd3,2025-06-08,95246.54
773600e2612b4d96b2a993105c129795,9f376e5a6e4c45bc9a7c9c49905a2bd3,2025-06-01,41652.55
68420acd814041349de743fb324ee72c,9f376e5a6e4c45bc9a7c9c49905a2bd3,2025-05-25,21655.56
a1bb871c3c4842b091bf701b5558872a,9f376e5a6e4c45bc9a7c9c49905a2bd3,2025-05-18,21940.23
369cbdb55d2448a585b21489fe8068e3,9f376e5a6e4c45bc9a7c9c49905a2bd3,2025-05-11,66456.75
04964dbf827e406f95da86852d19fbd7,289aba75febb4c8cba61fffdf1aa6f8f,2025-06-08,14424.07
51c34b6d6d1b494296dc9f917805b87b,289aba75febb4c8cba61fffdf1aa6f8f,2025-06-01,28111.31
cec85f60f9ee4a978dc3ad838fedbe1d,289aba75febb4c8cba61fffdf1aa6f8f,2025-05-25,23119.05
718678944ed44e99891874fac076565e,289aba75febb4c8cba61fffdf1aa6f8f,2025-05-18,14196.38
c001d7cd6397469d8d295c099570db6d,289aba75febb4c8cba61fffdf1aa6f8f,2025-05-11,68084.96
1bf0d408d94e401ebbf51dd1944b348c,5c104f5f2b5740a4aa5dbb5e7660c4b5,2025-06-08,51697.23
7e16dfdefea84948b2159b6a7e4a48b5,5c104f5f2b5740a4aa5dbb5e7660c4b5,2025-06-01,86075.67
2659e0d7f9cd434cbaccd65f8fb055c7,5c104f5f2b5740a4aa5dbb5e7660c4b5,2025-05-25,60297.11
ecc71d7bbfd047918792b6b7a7e7eda7,5c104f5f2b5740a4aa5dbb5e7660c4b5,2025-05-18,65411.61
34b496e1b3134525b06667779ac96d8c,5c104f5f2b5740a4aa5dbb5e7660c4b5,2025-05-11,76151.45
14b20e7548834cb485eaf9721d98e77d,08b69aff3d964dabba5997c845997495,2025-06-08,32867.98
01bc503175834dc1ab35498090cedfba,08b69aff3d964dabba5997c845997495,2025-06-01,27223.71
5a57c9230c9a41938536ab7b662f99a0,08b69aff3d964dabba5997c845997495,2025-05-25,51677.26
4247cbd5784a4bf1ba07c05a34ad4007,08b69aff3d964dabba5997c845997495,2025-05-18,20988.7
578a5e50fb5c4acbb37b515539657966,08b69aff3d964dabba5997c845997495,2025-05-11,64905.42
9c7e2d21a9a84016bef5a8b759caf6a5,6a95eeecbcaf44e49ed2dd23179fa64e,2025-06-08,17953.51
fb8ffa693e534cd5bdb5a5e48a7b302c,6a95eeecbcaf44e49ed2dd23179fa64e,2025-06-01,40120.94
35db325e82db4866bffa6f23b3836630,6a95eeecbcaf44e49ed2dd23179fa64e,2025-05-25,91087.08
d8186a9ff8fb46b08417489e3f28756d,6a95eeecbcaf44e49ed2dd23179fa64e,2025-05-18,83026.18
30c4e4acaa5d4243ae49696cebe4d095,6a95eeecbcaf44e49ed2dd23179fa64e,2025-05-11,39806.44
a27524e53b754eb48f5683de5091c5d0,f52a91f89ccf4d4d9451546e5e462667,2025-06-08,99626.45
f2e1837189b644fa93904791e6afdc26,f52a91f89ccf4d4d9451546e5e462667,2025-06-01,89612.56
496800b7f3b14f829fe5114a64d07ec7,f52a91f89ccf4d4d9451546e5e462667,2025-05-25,82255.76
09358d591a024a5a8268a3cbbdbc9f7f,f52a91f89ccf4d4d9451546e5e462667,2025-05-18,12076.12
f6790d29a924450fa8f10d2c089f2564,f52a91f89ccf4d4d9451546e5e462667,2025-05-11,93677.29
e88c07d3c8694e67bd198aa293571e9b,028e1b6e5c0744a4b29403410d184552,2025-06-08,92217.48
0d0edef16ee24fe9968cb5c9be3a7887,028e1b6e5c0744a4b29403410d184552,2025-06-01,95295.26
16cb0401653742e3bb4a3860fc03035a,028e1b6e5c0744a4b29403410d184552,2025-05-25,45949.03
db5b3c4ab7a6474e811d570a65c7cdba,028e1b6e5c0744a4b29403410d184552,2025-05-18,82541.23
ac353fd833bd44a194d2cb91d65b5e11,028e1b6e5c0744a4b29403410d184552,2025-05-11,13952.6
45824e3e343243d0ab16c5924fc64c15,039e785cd96545f682b07b3acab569bb,2025-06-08,59717.63
b9e2988059e443b9be8e35397b4906af,039e785cd96545f682b07b3acab569bb,2025-06-01,25615.23
19d6dcb40f154bddb9b6e01ef39b70ac,039e785cd96545f682b07b3acab569bb,2025-05-25,94177.25
8901f847f29b424fb235dca79fed6a0c,039e785cd96545f682b07b3acab569bb,2025-05-18,26373.6
9b227c710e234f4eab5bc32cd1beac0f,039e785cd96545f682b07b3acab569bb,2025-05-11,11151.44
4aa75abd7e7e49bc9585706a392ef2e5,78d899caf6174ad2befd78b37dfc4c0d,2025-06-08,80485.81
943bbcfdcb8f4eaf93f408d564fd8ee2,78d899caf6174ad2befd78b37dfc4c0d,2025-06-01,86247.85
97c8557db02148dfbf5b40b5bc71970a,78d899caf6174ad2befd78b37dfc4c0d,2025-05-25,89776.8
fbf015ccaa7d4884b7702b0c5cd36842,78d899caf6174ad2befd78b37dfc4c0d,2025-05-18,33714.1
