id,budget_id,account_id,month,amount
400fde50fcb4488b89b7751637ca7b72,fa35770d431c46aab3329a09b8394279,utilities,09,4473.59
0bad8173982a498ba02a66cc1a7fc3ae,fa35770d431c46aab3329a09b8394279,utilities,10,3486.07
3f55cbca92514b8db43c80020bd59032,fa35770d431c46aab3329a09b8394279,utilities,11,4405.04
6b67eae2b1094ce5a1d66d8db849789d,fa35770d431c46aab3329a09b8394279,utilities,12,3900.05
26bae68f7c66451a9d7e9fe24e5362dc,fa35770d431c46aab3329a09b8394279,parking income,01,2255.69
992da07f1604454f93819a4e7c383b61,fa35770d431c46aab3329a09b8394279,parking income,02,3774.6
07acb70abe154c4e9cba5d69960e1fd3,fa35770d431c46aab3329a09b8394279,parking income,03,1993.45
d971fb3c04f34a30a1a92a9db100792c,fa35770d431c46aab3329a09b8394279,parking income,04,2554.86
34e1a9dff9f0451abdbc728341ec93f1,fa35770d431c46aab3329a09b8394279,parking income,05,672.42
2df08c55ee5b428abbaee8383aff57b3,fa35770d431c46aab3329a09b8394279,parking income,06,3528.55
bd85c85d18214ce7b43fc141320bff0d,fa35770d431c46aab3329a09b8394279,parking income,07,1255.64
23f4475c68b3423e9a92c1417f225ce5,fa35770d431c46aab3329a09b8394279,parking income,08,4548.95
378aef6fbb17431db5dce9161fba12e2,fa35770d431c46aab3329a09b8394279,parking income,09,1291.58
25752d5387bf426fb4f35c4a75440b4d,fa35770d431c46aab3329a09b8394279,parking income,10,3859.13
99687e36f9c8477782bca256664b33d5,fa35770d431c46aab3329a09b8394279,parking income,11,4336.17
4b3379ab0e954e669cafc6521f8501d1,fa35770d431c46aab3329a09b8394279,parking income,12,1707.45
7f000acdb3cb4410ba9ae75b50f7dce8,fa35770d431c46aab3329a09b8394279,accounts payable - vendors,01,1321.5
7129bf50cf564959afde810272c691e5,fa35770d431c46aab3329a09b8394279,accounts payable - vendors,02,2856.13
5d0de85ecf05400fb04b228c94cd20be,fa35770d431c46aab3329a09b8394279,accounts payable - vendors,03,2573.09
973a5fcb4fd543308edfd3c4af785248,fa35770d431c46aab3329a09b8394279,accounts payable - vendors,04,2273.3
24019dbbb3304cde96eee6b850ed0fe4,fa35770d431c46aab3329a09b8394279,accounts payable - vendors,05,1131.59
e652205d3a024850948b470d8ec6f2a9,fa35770d431c46aab3329a09b8394279,accounts payable - vendors,06,4219.11
8b62e769e4464bb9b1ebde523e52eda9,fa35770d431c46aab3329a09b8394279,accounts payable - vendors,07,3251.24
c3536f4532b94ae486876bd00e7694eb,fa35770d431c46aab3329a09b8394279,accounts payable - vendors,08,1335.6
c2ade6fdee0844bfa838b6628abbcb4b,fa35770d431c46aab3329a09b8394279,accounts payable - vendors,09,1609.81
b8b989bb65954743878bb0a64136940c,fa35770d431c46aab3329a09b8394279,accounts payable - vendors,10,4782.38
ed5216ebf7b2473d9c9451896f1e1675,fa35770d431c46aab3329a09b8394279,accounts payable - vendors,11,3575.87
2f51db00819045fe89471bbdcb8258f2,fa35770d431c46aab3329a09b8394279,accounts payable - vendors,12,3827.12
91f8083db6d34546a8691d8e9d8c00ac,fa35770d431c46aab3329a09b8394279,payroll liabilities,01,4310.34
1102fe9bad2d4a24aaf52dbae132ce33,fa35770d431c46aab3329a09b8394279,payroll liabilities,02,4052.91
f12c60e21c1a4e7288b8dce8c9e53acc,fa35770d431c46aab3329a09b8394279,payroll liabilities,03,4236.39
739bdc6684c247828ce80044c1abac19,fa35770d431c46aab3329a09b8394279,payroll liabilities,04,1499.89
813fb7cd5648448fa15ed528eab7d768,fa35770d431c46aab3329a09b8394279,payroll liabilities,05,4732.72
d1791e9465954865a1e06393e43a595f,fa35770d431c46aab3329a09b8394279,payroll liabilities,06,2957.82
caceffb3adb0402c99d399608a0d20b3,fa35770d431c46aab3329a09b8394279,payroll liabilities,07,4556.83
649c874fbcd54405838a53e1fef22878,fa35770d431c46aab3329a09b8394279,payroll liabilities,08,3076.68
817d51486aab4af6bb662c6a566c0942,fa35770d431c46aab3329a09b8394279,payroll liabilities,09,963.96
8ee32bd609414702b5d67064d8023664,fa35770d431c46aab3329a09b8394279,payroll liabilities,10,2322.05
815b33ff9b424bef883b55d90e4ea20c,fa35770d431c46aab3329a09b8394279,payroll liabilities,11,1673.28
e1efb048b0604f5fa789e5fa0a97645a,fa35770d431c46aab3329a09b8394279,payroll liabilities,12,3580.11
822e991325a342a28ec62101d3a2d7c4,fa35770d431c46aab3329a09b8394279,owner's equity / capital contribution,01,4621.99
1d118cf12cc14c23b35a9e540d2a37ed,fa35770d431c46aab3329a09b8394279,owner's equity / capital contribution,02,1339.71
38cf4c1244f0429fa8238aa2a7ff1945,fa35770d431c46aab3329a09b8394279,owner's equity / capital contribution,03,3926.74
79dd4f7daf524a10877382fe4a1c4752,fa35770d431c46aab3329a09b8394279,owner's equity / capital contribution,04,3750.89
c72c6c5b69134346bcb00f4314204063,fa35770d431c46aab3329a09b8394279,owner's equity / capital contribution,05,4694.73
96671c7768074caca9812c697d0729ba,fa35770d431c46aab3329a09b8394279,owner's equity / capital contribution,06,1300.54
2f74e027569f42bb834f107022b4f32a,fa35770d431c46aab3329a09b8394279,owner's equity / capital contribution,07,4752.61
036c58c829d34234b2f326ef0229c009,fa35770d431c46aab3329a09b8394279,owner's equity / capital contribution,08,2250.84
e8803a488acd4e6bb20755ebf363d1fb,fa35770d431c46aab3329a09b8394279,owner's equity / capital contribution,09,4858.83
ac25a7c2a4864b4d8a6efa93773b941a,fa35770d431c46aab3329a09b8394279,owner's equity / capital contribution,10,1273.36
a81f32394b394361ac46e08f3f61a6aa,fa35770d431c46aab3329a09b8394279,owner's equity / capital contribution,11,4757.29
3e174de2075c468287c036467f085375,fa35770d431c46aab3329a09b8394279,owner's equity / capital contribution,12,1497.43
4776ee69c00449529f1592765a703f0e,fa35770d431c46aab3329a09b8394279,communications expense,01,3625.69
bded5c07d06f44ee9783e0bcfc8f9fc9,fa35770d431c46aab3329a09b8394279,communications expense,02,2044.96
b2f27d2ed70a48e0ad96ac8a2205770d,fa35770d431c46aab3329a09b8394279,communications expense,03,3235.72
027004025c0c40068a03f6a93d40a4f4,fa35770d431c46aab3329a09b8394279,communications expense,04,3588.97
23a805e997444fb895177429ce08ca27,fa35770d431c46aab3329a09b8394279,communications expense,05,959.99
9b33159676f848f4ba22bb929b2c2811,fa35770d431c46aab3329a09b8394279,communications expense,06,4372.03
86c6151b655a49acaf65904cb86aca42,fa35770d431c46aab3329a09b8394279,communications expense,07,4728.11
432c2d7b18194207975501de70c833c1,fa35770d431c46aab3329a09b8394279,communications expense,08,977.95
cda25a80bb7c497783784cab705e094d,fa35770d431c46aab3329a09b8394279,communications expense,09,3697.77
af0de7ccba684b4d805922328c09f344,fa35770d431c46aab3329a09b8394279,communications expense,10,2161.54
3c18d0e177104a8d93f3e2c22fbb2010,fa35770d431c46aab3329a09b8394279,communications expense,11,615.47
049ec36039e74e40a560720a21990973,fa35770d431c46aab3329a09b8394279,communications expense,12,3406.19
8c817f760ead4951b54127d87eb8d3d9,05a9ce8c117743b5be05aeb3c51a4745,compliance services,01,4803.17
b3df6262a915474385018de14d6800a3,05a9ce8c117743b5be05aeb3c51a4745,compliance services,02,4773.1
89db107884c44ce4b10895add6ea3c82,05a9ce8c117743b5be05aeb3c51a4745,compliance services,03,3014.08
50b45969dbad4781a882d5309f1ff2a8,05a9ce8c117743b5be05aeb3c51a4745,compliance services,04,570.35
fd0854f215e74adbbcae464475aef3db,05a9ce8c117743b5be05aeb3c51a4745,compliance services,05,1941.99
7ab0ada5f1024a4987b64a7fc321e0c8,05a9ce8c117743b5be05aeb3c51a4745,compliance services,06,2694.96
cdc07582edda4e2b80ba1dc5557f8af6,05a9ce8c117743b5be05aeb3c51a4745,compliance services,07,3560.46
16d95526dfc04899974f626ecd3cd3bd,05a9ce8c117743b5be05aeb3c51a4745,compliance services,08,4211.88
68666c842b7b44bbb78192e471f7c52e,05a9ce8c117743b5be05aeb3c51a4745,compliance services,09,1508.93
93daa65f33ec47b7bf402599d01f7649,05a9ce8c117743b5be05aeb3c51a4745,compliance services,10,1373.72
7c01147ca12745e280cf899b297a1698,05a9ce8c117743b5be05aeb3c51a4745,compliance services,11,3326.57
eabfb44900ff47c48c17afc6dfb281a5,05a9ce8c117743b5be05aeb3c51a4745,compliance services,12,1039.9
cfea998056944ed89115699b9e3b9b67,05a9ce8c117743b5be05aeb3c51a4745,broker fees,01,3539.42
3b7e258bc59b4619a5950a8d14adaa5d,05a9ce8c117743b5be05aeb3c51a4745,broker fees,02,2805.4
0c1c2a813fc44a16a61fb560732febc7,05a9ce8c117743b5be05aeb3c51a4745,broker fees,03,3096.34
e39d0bc4036e44c68f02914cb5e9cd4d,05a9ce8c117743b5be05aeb3c51a4745,broker fees,04,4668.43
a4f12e0af5a9431cbb2a0c771cfefb63,05a9ce8c117743b5be05aeb3c51a4745,broker fees,05,1009.39
685dfb72ffb34d808aa0dca43535fe78,05a9ce8c117743b5be05aeb3c51a4745,broker fees,06,2665.48
73de62aae8d942a4a7e592b3e55d9c77,05a9ce8c117743b5be05aeb3c51a4745,broker fees,07,2679.12
37474e16db0f4a83bf6560c1e813b8c8,05a9ce8c117743b5be05aeb3c51a4745,broker fees,08,711.0
fc22593da247453799c608ec3957c286,05a9ce8c117743b5be05aeb3c51a4745,broker fees,09,2846.94
d73c5755ada2498ba0f5aa5c093b42ad,05a9ce8c117743b5be05aeb3c51a4745,broker fees,10,3671.09
54b34599e6ae4899b9d892801b769f0e,05a9ce8c117743b5be05aeb3c51a4745,broker fees,11,3118.9
19453f86835a470cb23d8f7d3e896606,05a9ce8c117743b5be05aeb3c51a4745,broker fees,12,1711.1
a570da4f03b74b388825dbf14d4a8f6d,05a9ce8c117743b5be05aeb3c51a4745,exterior services,01,669.61
c72479e136884a63964d704ab5121e91,05a9ce8c117743b5be05aeb3c51a4745,exterior services,02,4273.53
5da2740df8cf449a9b2c7c0c934cc125,05a9ce8c117743b5be05aeb3c51a4745,exterior services,03,1445.84
d236d2a1eaca48e69bef39551ac557eb,05a9ce8c117743b5be05aeb3c51a4745,exterior services,04,1884.11
9fad52c2d58b427593c66d95a61a0863,05a9ce8c117743b5be05aeb3c51a4745,exterior services,05,1963.61
b0e5cda9643549bc95442a56864ae274,05a9ce8c117743b5be05aeb3c51a4745,exterior services,06,2541.55
251b055c1eb0452c9aedcee78c5fa6fc,05a9ce8c117743b5be05aeb3c51a4745,exterior services,07,1970.46
066eaaf4129b4e64b383d497c575dc76,05a9ce8c117743b5be05aeb3c51a4745,exterior services,08,1974.95
cd139f1e058c495b9b7c182d503a86fc,05a9ce8c117743b5be05aeb3c51a4745,exterior services,09,982.5
f14fd73a884441468d43bad34b7ecd24,05a9ce8c117743b5be05aeb3c51a4745,exterior services,10,3780.2
1996044f93b64a8883afd1a33fc60865,05a9ce8c117743b5be05aeb3c51a4745,exterior services,11,2147.5
9e1bf0a7b2d340a88c9651aa10c4368a,05a9ce8c117743b5be05aeb3c51a4745,exterior services,12,4487.44
96074967588d4877b0c629f70b477782,05a9ce8c117743b5be05aeb3c51a4745,other expenses,01,4178.92
f3df8df14a4e44e5be7dd2d39e3cdb24,05a9ce8c117743b5be05aeb3c51a4745,other expenses,02,2641.35
714d4801ea3b4409b66b6b189c693af5,05a9ce8c117743b5be05aeb3c51a4745,other expenses,03,4306.44
92268a0615e34cb880c13a51ed4b78ec,05a9ce8c117743b5be05aeb3c51a4745,other expenses,04,2860.36
968174760c5345f09a999325648d11b6,05a9ce8c117743b5be05aeb3c51a4745,other expenses,05,1571.67
318d1859a3fe4247be022b3d36f7015e,05a9ce8c117743b5be05aeb3c51a4745,other expenses,06,2418.13
7a743709c8044690bf629cf72b2cefbc,05a9ce8c117743b5be05aeb3c51a4745,other expenses,07,4332.02
dbc12efc5e934675bbab6b108a854588,05a9ce8c117743b5be05aeb3c51a4745,other expenses,08,706.06
40165d753f7e43f6bd2fd0dc60405c42,05a9ce8c117743b5be05aeb3c51a4745,other expenses,09,4819.1
97ebfa9127174afa8af643fbe1a5e326,05a9ce8c117743b5be05aeb3c51a4745,other expenses,10,1695.89
37b273c8f27d411cb195b4df842cd951,05a9ce8c117743b5be05aeb3c51a4745,other expenses,11,4309.72
1fb2ab0c969a479e81b2d9165ed8a0a8,05a9ce8c117743b5be05aeb3c51a4745,other expenses,12,3637.07
3cff4a6aa8dd49ceb0a6f782c384439a,05a9ce8c117743b5be05aeb3c51a4745,intercompany notes payable,01,3394.9
452ec66e42274eccbcc480892bf2f6a2,05a9ce8c117743b5be05aeb3c51a4745,intercompany notes payable,02,990.97
45a5ed19f9774091bddea313f398d012,05a9ce8c117743b5be05aeb3c51a4745,intercompany notes payable,03,4776.74
d1abbd4a9221439eb0af159ee203082a,05a9ce8c117743b5be05aeb3c51a4745,intercompany notes payable,04,4066.04
f3118988aaa74b88a7e464c7595e8831,05a9ce8c117743b5be05aeb3c51a4745,intercompany notes payable,05,658.36
aa14f31f2ebd47858ce12702f58b4a87,05a9ce8c117743b5be05aeb3c51a4745,intercompany notes payable,06,2092.37
f702f752196b4b43aaf466f8621d8215,05a9ce8c117743b5be05aeb3c51a4745,intercompany notes payable,07,2554.85
79177728f1524f34a95c49b127265eb1,05a9ce8c117743b5be05aeb3c51a4745,intercompany notes payable,08,3270.73
50a93350717c44ce93d51cd551aa9e0c,05a9ce8c117743b5be05aeb3c51a4745,intercompany notes payable,09,4765.89
6fbdf639ba504bfb9424a10059e5bd71,05a9ce8c117743b5be05aeb3c51a4745,intercompany notes payable,10,1049.06
725ce0fb6930468fb0e3c88f61876614,05a9ce8c117743b5be05aeb3c51a4745,intercompany notes payable,11,3162.81
9af4d3415618430696735634b68f8b60,05a9ce8c117743b5be05aeb3c51a4745,intercompany notes payable,12,2627.99
aa2fa1d42dba4bf1934d739d482e842a,05a9ce8c117743b5be05aeb3c51a4745,marketing & advertising,01,770.64
528a8b0d24df4de4986a4c2ba5e7eab5,05a9ce8c117743b5be05aeb3c51a4745,marketing & advertising,02,3796.26
8fc67d9fd770437da96da0771df2aae6,05a9ce8c117743b5be05aeb3c51a4745,marketing & advertising,03,1092.35
1ef1e104a19041cdbe15dfea9d3178f7,05a9ce8c117743b5be05aeb3c51a4745,marketing & advertising,04,2651.06
cb78b3ff388842828d7a13eab3018f6c,05a9ce8c117743b5be05aeb3c51a4745,marketing & advertising,05,1722.57
755d5d38c878487d95068419f32b6271,05a9ce8c117743b5be05aeb3c51a4745,marketing & advertising,06,1083.99
5753f2bb41cc4da59e9b04437369c86e,05a9ce8c117743b5be05aeb3c51a4745,marketing & advertising,07,4301.16
eddff659f59346b7a1e2a87314b1a034,05a9ce8c117743b5be05aeb3c51a4745,marketing & advertising,08,2870.52
8bf0942ada29461fb5d422906d94d180,05a9ce8c117743b5be05aeb3c51a4745,marketing & advertising,09,4354.04
1cb54d0c873c42c0b476a1918eb98814,05a9ce8c117743b5be05aeb3c51a4745,marketing & advertising,10,2067.42
1dde378637bd4a5db41230157e41683b,05a9ce8c117743b5be05aeb3c51a4745,marketing & advertising,11,1232.55
c8cfaadd84c34d5a891ee0ea22dbbeef,05a9ce8c117743b5be05aeb3c51a4745,marketing & advertising,12,1115.82
19e37435670d47f0a209d1268a11b894,05a9ce8c117743b5be05aeb3c51a4745,notes payable interest expense,01,1989.02
5173506d1c6b4b5ba794c47dddaa56dc,05a9ce8c117743b5be05aeb3c51a4745,notes payable interest expense,02,4140.94
c735f53e49af44e79323e7dc93bb7397,05a9ce8c117743b5be05aeb3c51a4745,notes payable interest expense,03,4142.26
69d309d8eace451a88f0714a3429a82c,05a9ce8c117743b5be05aeb3c51a4745,notes payable interest expense,04,2426.68
be44a5285008442885eec0f851b88c23,05a9ce8c117743b5be05aeb3c51a4745,notes payable interest expense,05,762.66
4d67e5a6222749c686b2b6c0dc0b133e,05a9ce8c117743b5be05aeb3c51a4745,notes payable interest expense,06,1960.05
aeaeaa491d3c46c2b09743a6c14b76c8,05a9ce8c117743b5be05aeb3c51a4745,notes payable interest expense,07,3978.16
def19e1f7c8540b6a6abdbf6a206d1f1,05a9ce8c117743b5be05aeb3c51a4745,notes payable interest expense,08,2778.98
54e38b52904e4d3ca08603a395d2ef87,05a9ce8c117743b5be05aeb3c51a4745,notes payable interest expense,09,4065.33
b05c37b0d0f74d628b5cc498bd386f87,05a9ce8c117743b5be05aeb3c51a4745,notes payable interest expense,10,2524.01
0cea2ed93b444738836fa74580fa1620,05a9ce8c117743b5be05aeb3c51a4745,notes payable interest expense,11,2489.91
e18396ffd45648779aa9921363cad555,05a9ce8c117743b5be05aeb3c51a4745,notes payable interest expense,12,1843.93
5c77a778169045b1ab16f520eed5b846,05a9ce8c117743b5be05aeb3c51a4745,distributions / draws,01,1254.15
7854538d4605496f9a0683fe522d12db,05a9ce8c117743b5be05aeb3c51a4745,distributions / draws,02,2717.2
27c2d29d856041f4804bf15e365894cf,05a9ce8c117743b5be05aeb3c51a4745,distributions / draws,03,2020.51
3ac4fe18057545d8855cc0568b260168,05a9ce8c117743b5be05aeb3c51a4745,distributions / draws,04,2017.78
588d0bcfcd4b4d2c8be84d6d0b637025,05a9ce8c117743b5be05aeb3c51a4745,distributions / draws,05,3833.61
6c3c2ca401f34a0a8b8e52e5a365dc5d,05a9ce8c117743b5be05aeb3c51a4745,distributions / draws,06,3511.92
7c6c4fabfea844a790c1567f26bef4d6,05a9ce8c117743b5be05aeb3c51a4745,distributions / draws,07,2936.07
a635585cd2c9404fa7071268056be4eb,05a9ce8c117743b5be05aeb3c51a4745,distributions / draws,08,2027.91
116014436789430caa69b3254cfeb393,05a9ce8c117743b5be05aeb3c51a4745,distributions / draws,09,3147.45
163b9ab23cd540b586415835e2a474b5,05a9ce8c117743b5be05aeb3c51a4745,distributions / draws,10,4840.41
e616da471c984bb4915c38a7f8f6aaf8,05a9ce8c117743b5be05aeb3c51a4745,distributions / draws,11,4084.71
02757393363f4879b21d2a74ddce9615,05a9ce8c117743b5be05aeb3c51a4745,distributions / draws,12,1927.97
be722caf85764a869fe4fc65cd04cccf,05a9ce8c117743b5be05aeb3c51a4745,cam & recovery income,01,3707.04
d2396665e7d04615929659190917fac6,05a9ce8c117743b5be05aeb3c51a4745,cam & recovery income,02,3261.42
869423a852f14eaab5fed487dd524e7d,05a9ce8c117743b5be05aeb3c51a4745,cam & recovery income,03,1299.99
1cec36ae41d742c587123f346273a17c,05a9ce8c117743b5be05aeb3c51a4745,cam & recovery income,04,1080.04
4ba5c833aa9f4dffb72f1171cf8100bf,05a9ce8c117743b5be05aeb3c51a4745,cam & recovery income,05,4811.02
4a792e594eae4fb38a40af237dd3671e,05a9ce8c117743b5be05aeb3c51a4745,cam & recovery income,06,4597.19
80e0610275404b3cb66d72e58d8a70c1,05a9ce8c117743b5be05aeb3c51a4745,cam & recovery income,07,4854.35
b43a267f3c0043c8a4fbfdbe87551481,05a9ce8c117743b5be05aeb3c51a4745,cam & recovery income,08,4155.88
9a0082d15d904e5cbbc631165001befe,05a9ce8c117743b5be05aeb3c51a4745,cam & recovery income,09,2426.48
2a0c7fc1a41643c89f7ba57c6c2511be,05a9ce8c117743b5be05aeb3c51a4745,cam & recovery income,10,1995.33
40778a970a1a4b8d8a85981aa9ac7bf6,05a9ce8c117743b5be05aeb3c51a4745,cam & recovery income,11,1112.56
e275a2dbd380475e9105b6a7cd671ebe,05a9ce8c117743b5be05aeb3c51a4745,cam & recovery income,12,4329.56
618d6f0dc57d44639f45a5e4440dd244,05a9ce8c117743b5be05aeb3c51a4745,interest income,01,4471.2
05a7faa780bb4638a56b3425834c270b,05a9ce8c117743b5be05aeb3c51a4745,interest income,02,692.94
bca8f1e552324546a71b8d039b835aaf,05a9ce8c117743b5be05aeb3c51a4745,interest income,03,4107.3
e480be34c2144463a69851c6afecb8a7,05a9ce8c117743b5be05aeb3c51a4745,interest income,04,2176.27
f2bf30ee17ed444b9328cdd55e8b46bd,05a9ce8c117743b5be05aeb3c51a4745,interest income,05,1533.08
a89f4042dceb4388a5769f136402d7a1,05a9ce8c117743b5be05aeb3c51a4745,interest income,06,3413.03
e2b9cf3dde464fb1a1320f6360235b5d,05a9ce8c117743b5be05aeb3c51a4745,interest income,07,1544.4
fc92cfd29a8545238b8ef071317cfb6c,05a9ce8c117743b5be05aeb3c51a4745,interest income,08,4813.08
2ac8bdf9cb8642f9add4450dbad1fddc,05a9ce8c117743b5be05aeb3c51a4745,interest income,09,1090.08
c995ace84626443980509d54981b53a3,05a9ce8c117743b5be05aeb3c51a4745,interest income,10,4448.17
3919e98d302046e49b4a20ecf8dc7b38,05a9ce8c117743b5be05aeb3c51a4745,interest income,11,4473.88
1396a2dd39e343e296f0618d465e21bc,05a9ce8c117743b5be05aeb3c51a4745,interest income,12,4221.84
edec1d0632644c48bc812e2d9cd4351a,c3b434f38432438f8afdfb8621064484,unapplied cash payment income,01,4408.18
4192d2e1489443dbb6791ca7e27a2d04,c3b434f38432438f8afdfb8621064484,unapplied cash payment income,02,811.59
5ff9fc4064fb47dc86feb258fcf30b4c,c3b434f38432438f8afdfb8621064484,unapplied cash payment income,03,525.06
756e8702448c462699b5222098179271,c3b434f38432438f8afdfb8621064484,unapplied cash payment income,04,2029.68
30bfd78ab53c482e8c21c894c3b4aa2b,c3b434f38432438f8afdfb8621064484,unapplied cash payment income,05,652.05
ad873426e1fc4100ab67666d63b7f1ba,c3b434f38432438f8afdfb8621064484,unapplied cash payment income,06,1418.41
7f0e1dacd61e49d8978be2277e50866c,c3b434f38432438f8afdfb8621064484,unapplied cash payment income,07,3348.52
