id,invoice_date,due_date,property_id,vendor_id,vendor_name,amount_due,status,description,gl_account,gl_account_name,gl_class,gl_type,gltran_id
0d0f4fe19d5f4bdda04e744fc00c0daf,2025-05-05,2025-05-20,fcd7c1f4bc7a4989bcbf95f233d6372e,45cab98fc1764cf68c6d61ccc2d1715a,Hanna and Sons,4027.69,Paid,Real Estate Appraisers invoice for Property,60210,appraisal fees,expense,overhead,6940afb26bb2429191d365dac0e7e1a3
7ce0fba551c948af9923d801003b8ab6,2025-01-09,2025-02-08,3ead7e7aea814dc3ad70aa712ca0982f,4d42af534202462dbb965f2e2863aec5,Ramirez Engineering,2709.42,Overdue,Engineering Services invoice for Property,60225,engineering fees,expense,overhead,
b1b984b51cfa49028a96b9e9c1083cd7,2025-05-10,2025-06-09,c07a607a5f0d4e34877c338e5c207a95,4c897dbb8e9b441997ac3138ad4fa1dc,King CRE Watch,7821.6,Paid,Security & Surveillance Providers invoice for Property,50220,surveillance monitoring,expense,operating,5ee4b69b73a641b1875fefe1aae9c987
85ca93c156e44d029860bb1c9a8c4c50,2025-03-22,2025-04-06,e3ce7e063f834f949b6b996e03d33e3a,8225168d726d4bf7bd6d8e5b0bc53db0,Adams Tenant Advisors,8311.81,Overdue,Leasing Brokers & Tenant Reps invoice for Property,50110,broker fees,expense,operating,
c70f47e6906544ca88768bff0acb1b2b,2024-02-20,2024-03-06,a97f0ac689624571bda25f67f1ba8129,11cc511ad4b14426ad647677631e43a4,Morris CPA Group,3818.32,Overdue,Financial & Tax Advisors invoice for Property,60715,financial consulting,expense,overhead,
6fd73288de1f4efc9638075e48dbb5ca,2025-05-17,2025-06-16,ac9d42d6c4184de2bcc4b31d6527ac7c,1f4a84e04a624e379a57ec79aece62ee,"Gibson, Scott and Mueller",6306.78,Paid,Construction Managers invoice for Property,60240,construction management,expense,overhead,a46c862340094f05bc4f9b17ae9e2f1b
e5584d8d7da9452daffec243d6e04302,2025-04-13,2025-04-28,c3708af414d04c93a283263f18524281,e0b02a15d0d2491b8dbf2050822d0dd6,Perry Realty,6356.47,Overdue,Leasing Brokers & Tenant Reps invoice for Property,50125,leasing commissions,expense,operating,
57b5883ab39b47c39f5122205b5f0f45,2023-12-17,2024-01-16,f1785adda02b418ab11c2e8be0bddd56,b5d7335dc051465dba4538582cd33b10,"James, Hunter and Lee",8654.05,Paid,Engineering Services invoice for Property,60225,engineering fees,expense,overhead,71d5bb4d74fe4ab49f6806eaae02e19a
1021387ea3004349a6050e3500d11e9d,2024-11-04,2024-11-19,92ec19044db842d68770982ae8f1804c,1b3cb7d8ac204b8496562e30f41c77bf,Reed-Baldwin,8994.3,Paid,Real Estate Appraisers invoice for Property,60210,appraisal fees,expense,overhead,bd9ef2c630f449718dd0de666da7107b
49508f1a45e644db88257b856597c05d,2025-07-14,2025-07-29,b17b65f2c5154ec2b379033c9180ba4b,d68a3ceb9066485595d29d5104746ed1,Gutierrez Construction,9608.53,Unpaid,General Contractors invoice for Property,60235,construction costs,expense,overhead,
f2f55ad28ab745a9a3431ca78d54f673,2025-06-02,2025-06-17,815fcfdfd5ab4a9f9db1938c43fd9f3d,5faee9fb02454e668fe6128c993761c7,Lopez Capital Advisors,9816.29,Paid,Financial & Tax Advisors invoice for Property,60715,financial consulting,expense,overhead,914862acd2004dbfa1e1ac7ac4b8c015
cf67b7489d0b4fdea52e56561e9a01ed,2025-04-19,2025-05-19,0555e6ee4a5c47378c7899f0434c49c2,8225168d726d4bf7bd6d8e5b0bc53db0,Adams Tenant Advisors,1643.08,Paid,Leasing Brokers & Tenant Reps invoice for Property,50110,broker fees,expense,operating,4427487371464c76baa4d8dc9d969a5f
e11ec404e69545e682a5c9e06141b806,2024-08-21,2024-09-05,ab97adf4517f4a39a1c91c19ab1367fe,9b5cb09f865d4d5284b9cf943871e85f,Young PLC,6877.83,Overdue,Zoning & Permitting Consultants invoice for Property,60265,entitlement costs,expense,overhead,
03db3a135a4f47328da2c260eaf332a8,2023-10-27,2023-11-26,274d6a082abc4de091a10bc562745591,9ae12fda28c643e38cc67d41a884ca65,Frederick Software Group,2755.74,Paid,Software Providers invoice for Property,60315,technology expense,expense,overhead,292595db79d24265a9a7193772e0fac4
9324da520e234af0b8ce871448919e58,2025-05-03,2025-05-18,b787cabc72cf4471ab5cf7e7d7220652,ba86e79511f04127af279328beac5eea,Dickerson Architects,4852.91,Overdue,Architecture & Design Firms invoice for Property,60235,construction costs,expense,overhead,
1f247605f484498891665cd0ef1616aa,2023-09-17,2023-10-17,5924eaa726a84810bf924defa86d1b07,07f1bf04c66f401abe4107bd58dd052c,French CPA Group,1961.51,Paid,Financial & Tax Advisors invoice for Property,60515,tax preparation fees,expense,overhead,eec01580aa6446b6a7060bf66663f056
91c908a614704bf5bddb4a26dd2639af,2025-05-28,2025-06-27,f9a6e806e0e34f04889e8c74834e2ef2,45cab98fc1764cf68c6d61ccc2d1715a,Hanna and Sons,5259.26,Unpaid,Real Estate Appraisers invoice for Property,60210,appraisal fees,expense,overhead,
34cf5ba2d1f14daebb743bc19c90b81a,2025-05-24,2025-06-23,b17b65f2c5154ec2b379033c9180ba4b,a8086050518e488f9f92d991f5809ed3,Davis Landscaping,4875.5,Paid,Landscaping & Outdoor Services invoice for Property,50120,grounds maintenance,expense,operating,3b35d8be86154cca92add988314d575e
a86a66cfee854d73bc298b7e67d8445c,2024-08-22,2024-09-06,e3ce7e063f834f949b6b996e03d33e3a,11cc511ad4b14426ad647677631e43a4,Morris CPA Group,7080.94,Paid,Financial & Tax Advisors invoice for Property,60510,accounting fees,expense,overhead,c84ae29c65924e3dbcc338155ff6fba9
c3cce9fe81544f5e82d2be0fbd68f565,2024-09-30,2024-10-15,274d6a082abc4de091a10bc562745591,7b7d30dbc51e44d581ab1f294bb7a316,Gray Engineering,7579.05,Paid,Engineering Services invoice for Property,60225,engineering fees,expense,overhead,22e6c5a4388344239822028a757cb233
e53d8c79f4be4722927f5b523a00aa0a,2023-11-17,2023-12-02,0687eadad7804f2bb178e5e8b81c0140,8be75ee471204d47a205e23cd990be72,Evans Technologies,9206.38,Overdue,Software Providers invoice for Property,60120,software subscriptions,expense,overhead,
d9a89eb25cf6420c9189f08eec3da8f0,2025-02-12,2025-02-27,e77519ac0c9240ac81c888a23bd9a472,4d42af534202462dbb965f2e2863aec5,Ramirez Engineering,8571.0,Overdue,Engineering Services invoice for Property,60225,engineering fees,expense,overhead,
2bc27392c90344ee9304e658ec1f59ed,2023-07-31,2023-08-30,31d40cce933e4e29ba710bd36504efd5,b43a3fdc4eb14b718ad99732869ecbcc,"Rivera, Rodriguez and Stevens",8395.05,Paid,Financial & Tax Advisors invoice for Property,60715,financial consulting,expense,overhead,4d801d0eca21491e8b7e7a04184ce0bd
8d8b1840fe484db1bb7f3f2d5ab2fedc,2024-09-03,2024-09-18,a2285cbe4eb9443d8ff64c6927f2bff8,4d42af534202462dbb965f2e2863aec5,Ramirez Engineering,863.52,Overdue,Engineering Services invoice for Property,60225,engineering fees,expense,overhead,
23ab4a698cf34475acdbe6e01b1c59ae,2023-11-28,2023-12-13,cab495652c284c9da365f44746442796,86449bcbe304481b83b2185f090c945a,Williams Capital Partners,4165.8,Paid,Investor Relations Platforms invoice for Property,60720,investor relations,expense,overhead,5baac25ca1634f6cb83102a0c21a322a
4a2097a5061942d1b8da90492c15f97d,2023-10-26,2023-11-25,8f486bc8858a4648b9ca4827ee74ba99,b43a3fdc4eb14b718ad99732869ecbcc,"Rivera, Rodriguez and Stevens",9685.41,Paid,Financial & Tax Advisors invoice for Property,60715,financial consulting,expense,overhead,d97179ce44804ff7ab181610ce1486f8
61658f234d4649948789ad99c8d1449e,2025-06-05,2025-07-05,d7afc3d42ccf47e08b6f18a05b065e89,8225168d726d4bf7bd6d8e5b0bc53db0,Adams Tenant Advisors,1341.65,Paid,Leasing Brokers & Tenant Reps invoice for Property,50125,leasing commissions,expense,operating,6ccf91f9a81346f58e4729f6872abe24
527bb49dbcc54604945d7441b81865cd,2025-04-24,2025-05-24,ec8d76169b9f47968c394937e8575aac,ca9ef05fe5da4f0cb4ebf65d09ae9d7f,Payne Security Solutions,9344.16,Paid,Security & Surveillance Providers invoice for Property,50220,surveillance monitoring,expense,operating,98aa50d4c05a43b0a2a88af751363911
ee7d82273692472fb44e8af5c2f96109,2024-08-10,2024-08-25,589a3f06b32c446fa8c5b48791248c80,ee428372d0c34800b393a686cbe04929,Evans-Wilson,6777.96,Paid,Engineering Services invoice for Property,60225,engineering fees,expense,overhead,b0004b3962a446d49ef1b09affd450cf
1fbd6100164c47cba9d0a1cf23876ab5,2024-05-18,2024-06-02,46e535dcbe0e4f4987c3331c6100b45b,1e7b8c6263df4c739a05831fb9296862,Howell-Jackson,4111.84,Paid,Security & Surveillance Providers invoice for Property,50240,security services,expense,operating,1d0ece38d2d54dbc974e9f0e2fab1261
9fc27685d5d94289953c9f3ca5a6f119,2023-11-29,2023-12-29,d2487532722d440ca9398034ae92ec04,577ead65184a494d9b9ae587cc7ad7b7,Johnson Builders,9517.84,Overdue,General Contractors invoice for Property,50210,maintenance & repairs,expense,operating,
7c63cc64380345ff876d5148f19ee111,2024-09-13,2024-09-28,80a91db642c348cf8715bba4ae06654c,a8086050518e488f9f92d991f5809ed3,Davis Landscaping,7378.02,Overdue,Landscaping & Outdoor Services invoice for Property,50120,grounds maintenance,expense,operating,
ef73bc475b04461da3b628dc5a64085a,2023-10-22,2023-11-21,a2285cbe4eb9443d8ff64c6927f2bff8,8225168d726d4bf7bd6d8e5b0bc53db0,Adams Tenant Advisors,4750.57,Paid,Leasing Brokers & Tenant Reps invoice for Property,50110,broker fees,expense,operating,1f77419bca29483785bf29dff63e6702
f3ca59d2b7df476d8fb3012c468da37f,2025-05-09,2025-06-08,a62adeef7b324fb09be6d6e5e6bb1ce0,4c897dbb8e9b441997ac3138ad4fa1dc,King CRE Watch,4489.76,Paid,Security & Surveillance Providers invoice for Property,50240,security services,expense,operating,bf232dee0f1c412298b9850857eeda3b
06485a8b84c544eea2554296a443a2ef,2024-07-29,2024-08-13,ac9d42d6c4184de2bcc4b31d6527ac7c,e0b02a15d0d2491b8dbf2050822d0dd6,Perry Realty,9614.56,Paid,Leasing Brokers & Tenant Reps invoice for Property,50125,leasing commissions,expense,operating,cbcd210254f843ff84caac7dbcf0c8e8
bccc0477bb7845999948734c18a0fed5,2024-06-05,2024-07-05,ff93ad65cf104e1287ca24cd181819e7,ca9ef05fe5da4f0cb4ebf65d09ae9d7f,Payne Security Solutions,9546.85,Paid,Security & Surveillance Providers invoice for Property,50240,security services,expense,operating,94defc9bd1594d33baa1badf232365ba
d0d1c6b0d18149d1aa9d6a1d4bd33818,2023-11-22,2023-12-22,274d6a082abc4de091a10bc562745591,9b5cb09f865d4d5284b9cf943871e85f,Young PLC,1480.78,Paid,Zoning & Permitting Consultants invoice for Property,60250,permitting fees,expense,overhead,c111e5c2f5044c4e88f2d3dae8247d19
709b4a7cfc37439ebe09d55c46741c77,2023-12-09,2023-12-24,3ead7e7aea814dc3ad70aa712ca0982f,86449bcbe304481b83b2185f090c945a,Williams Capital Partners,4410.73,Overdue,Investor Relations Platforms invoice for Property,60720,investor relations,expense,overhead,
831edcae9bb84aadafe80fb5a4eab24b,2024-10-18,2024-11-17,c1ca754d15e2405c8b15f05797349756,4cdffcb306694510b79d9edde7eb5b9d,Washington Maintenance Co.,3002.64,Paid,Maintenance & Janitorial Vendors invoice for Property,50120,grounds maintenance,expense,operating,20f8913dd1634a7699efa4eda9ef8302
e885825879ab49d3a04778f0be0419ea,2023-10-02,2023-11-01,ac9d42d6c4184de2bcc4b31d6527ac7c,bc990b188e604b53985e80834f5a7548,Lamb Property Services,4769.68,Paid,Property Management Firms invoice for Property,50130,project management fees,expense,operating,b6c71e3c470645c7baa272291b53f24d
94257375d1184761b394b66463093827,2023-11-29,2023-12-29,9a93900714534953aef7c47af83d5d53,1d9b4f22dcc94255abfcb93e57372bef,Odonnell Escrow Services,8985.55,Paid,Title & Escrow Services invoice for Property,60620,title fees,expense,overhead,0df0a71f34c2499aaf0ecef5699f2e18
37809b73b83841c495ac5e75c3e984ff,2025-05-05,2025-06-04,9a93900714534953aef7c47af83d5d53,7b7d30dbc51e44d581ab1f294bb7a316,Gray Engineering,931.62,Paid,Engineering Services invoice for Property,60225,engineering fees,expense,overhead,217d53a4982d4a9c863bf1b42ea996d0
3861895dcf15488596e4fd7a30181179,2023-10-07,2023-11-06,589a3f06b32c446fa8c5b48791248c80,5783da00617742a482127176f5890e9a,Sanchez Construction Management,2468.67,Paid,Construction Managers invoice for Property,60240,construction management,expense,overhead,80011923ae4c4c4aa0d3829a0ac50bb9
e42ad5bc460241ccb934baaac3e36f58,2024-08-10,2024-08-25,3ead7e7aea814dc3ad70aa712ca0982f,e3761e0d12c14b9fa9ad4d7c8ab33955,Mclaughlin Analytics Group,5285.92,Overdue,Market Research & Analytics invoice for Property,60815,market research,expense,overhead,
87d96a7eabe1403a87be884840cfd342,2024-05-21,2024-06-05,57e217c5387d4711815590f353ad5421,1b3cb7d8ac204b8496562e30f41c77bf,Reed-Baldwin,6091.43,Paid,Real Estate Appraisers invoice for Property,60210,appraisal fees,expense,overhead,d7a4117c54c64fd9b146c44beb280e29
7f1cb9fb47fb400aa5df8e70f18fb08b,2023-08-19,2023-09-03,0555e6ee4a5c47378c7899f0434c49c2,e8fac5db482046d4acd3f0104033cdf6,Hunter Inc,3820.15,Overdue,Engineering Services invoice for Property,60225,engineering fees,expense,overhead,
aaaf4c5b13cb4c35b89eb066ff382377,2024-06-16,2024-07-16,31d40cce933e4e29ba710bd36504efd5,d68a3ceb9066485595d29d5104746ed1,Gutierrez Construction,7705.01,Paid,General Contractors invoice for Property,60235,construction costs,expense,overhead,15a9a2af56ea49c6affe745ac22398c5
3ea65a70b5dc43fb8eedeb249dbc6727,2025-04-25,2025-05-25,3ead7e7aea814dc3ad70aa712ca0982f,b5d7335dc051465dba4538582cd33b10,"James, Hunter and Lee",5080.05,Paid,Engineering Services invoice for Property,60225,engineering fees,expense,overhead,2a470f9ef3764dd7a4db642bc5245097
441cd330de084bd4a87c56a0abba523e,2025-07-14,2025-07-29,d7afc3d42ccf47e08b6f18a05b065e89,86449bcbe304481b83b2185f090c945a,Williams Capital Partners,4096.02,Unpaid,Investor Relations Platforms invoice for Property,60720,investor relations,expense,overhead,
a7050bf654dc408aaf24b05d4e765357,2024-12-25,2025-01-24,8eb85a024141495fbb3adfe0c039e8de,ba86e79511f04127af279328beac5eea,Dickerson Architects,1528.52,Overdue,Architecture & Design Firms invoice for Property,60220,design consulting,expense,overhead,
af3d843eb51e49288b212122528a0c7e,2023-09-02,2023-09-17,c1ca754d15e2405c8b15f05797349756,1d9b4f22dcc94255abfcb93e57372bef,Odonnell Escrow Services,4026.18,Paid,Title & Escrow Services invoice for Property,60520,consulting services,expense,overhead,62fde4cb172e478fa747f80b9d0aabe0
4d3dfe1f9c4a4d03a0d95df530c98c92,2024-06-05,2024-06-20,a83b7e8b0fc84a089f9ee52f61a0e51a,179dabbb02824d9480e318f85883c055,Beck Ltd,8595.08,Paid,ESG & Sustainability Consultants invoice for Property,60415,sustainability consulting,expense,overhead,d23f754cdd7f4c8ebd3e6ce3acd386b7
33c7d0daa46b45bb88ff6ccbf21f6ffc,2024-09-14,2024-09-29,e3ce7e063f834f949b6b996e03d33e3a,f462aa864f344a4787ec1ff3bb94374b,Ortiz Sustainability Group,9562.4,Overdue,ESG & Sustainability Consultants invoice for Property,60415,sustainability consulting,expense,overhead,
96f11909b96a4b49843bff60ade436b9,2024-01-30,2024-02-29,e77519ac0c9240ac81c888a23bd9a472,4cdffcb306694510b79d9edde7eb5b9d,Washington Maintenance Co.,725.86,Paid,Maintenance & Janitorial Vendors invoice for Property,50120,grounds maintenance,expense,operating,b12f9f03c7bb4baf9559aa401b29d00f
52fe680dba2e47e4a8231d8c16810326,2024-02-12,2024-02-27,cab495652c284c9da365f44746442796,dce9673442e04e4f97aab18f69ea7898,Mercado Zoning Group,5319.17,Overdue,Zoning & Permitting Consultants invoice for Property,60250,permitting fees,expense,overhead,
d40e9fb43b9042bd8ae16c634055297d,2025-07-06,2025-07-21,589a3f06b32c446fa8c5b48791248c80,e0ae67b5cbaf4234a8aade02ec23f9d3,Davidson Architects,5896.27,Unpaid,Architecture & Design Firms invoice for Property,60215,architectural fees,expense,overhead,
59372fe6e44b4b83b43d058686d16f16,2025-05-10,2025-05-25,9a93900714534953aef7c47af83d5d53,54309f439eae4553a68cba8f15ff6ff4,Kirk Data Advisors,5444.07,Paid,Market Research & Analytics invoice for Property,60815,market research,expense,overhead,4df937d4787c436a8007eeb68353613b
713be1c03e0d4bc0b38841491de6955e,2024-12-11,2024-12-26,274d6a082abc4de091a10bc562745591,537aa53bd2224cb883592b0b9c214fd1,Williams CleanTech,4221.41,Paid,Maintenance & Janitorial Vendors invoice for Property,50210,maintenance & repairs,expense,operating,68d01b027c094b628808d9ee1236b7f4
94df54aa0c9c4277af93ddae9c1aaaab,2023-12-07,2024-01-06,f9a6e806e0e34f04889e8c74834e2ef2,89c4bec2033443ebbe36171b120831cb,Prince Title Co.,2862.94,Paid,Title & Escrow Services invoice for Property,60620,title fees,expense,overhead,f0f9693d6f334db29e4f1a51facd9742
8101f834f0104ba2ae2f099ad8f3c2ac,2025-04-20,2025-05-05,ab97adf4517f4a39a1c91c19ab1367fe,ee428372d0c34800b393a686cbe04929,Evans-Wilson,784.13,Paid,Engineering Services invoice for Property,60225,engineering fees,expense,overhead,341762a27a3f424381a9beb1c84ee3b5
76522fe1221f4378a610598c070c4958,2025-04-20,2025-05-05,57e217c5387d4711815590f353ad5421,a3995baec42c42bba09debbdc8e84244,Fisher Title Co.,6343.34,Paid,Title & Escrow Services invoice for Property,60265,entitlement costs,expense,overhead,d0228a548f8844f39fd08f4737df6e71
07b36397f16d4de5a46082c919d81199,2023-08-03,2023-08-18,8f486bc8858a4648b9ca4827ee74ba99,5783da00617742a482127176f5890e9a,Sanchez Construction Management,5171.33,Overdue,Construction Managers invoice for Property,60240,construction management,expense,overhead,
08caccb6ebba4a2a9db3fa9a75d7d257,2025-04-12,2025-05-12,121658313446400d961ab5f4e8adbf04,8225168d726d4bf7bd6d8e5b0bc53db0,Adams Tenant Advisors,9920.1,Paid,Leasing Brokers & Tenant Reps invoice for Property,50110,broker fees,expense,operating,f34347508c564250aa057d6266d61b7e
763a1a546be14823bac4bcdbf9570fb6,2024-02-14,2024-03-15,589a3f06b32c446fa8c5b48791248c80,86449bcbe304481b83b2185f090c945a,Williams Capital Partners,9908.51,Paid,Investor Relations Platforms invoice for Property,60720,investor relations,expense,overhead,eced85fdf3e24b17b79abcc52a5aea89
52838625118d4bc4810d6a05fac383a9,2024-11-29,2024-12-29,ec8d76169b9f47968c394937e8575aac,3438a4dcd56c420da07956b9277d53b0,Kelley Escrow Services,7085.28,Paid,Title & Escrow Services invoice for Property,60265,entitlement costs,expense,overhead,b008ac25514f40b4869e99083caab054
29c5e2a8d6e244cf96a74fba5fe0c2f8,2025-03-05,2025-04-04,ea2f0fc90e65423498b01b174798b47b,df2e959497eb4204b514cd1df7e8c15e,Lopez Contracting,1989.24,Paid,General Contractors invoice for Property,60235,construction costs,expense,overhead,2f4c176736344158843026ffa1d6d0b0
706b1940ea3149709ba213c69de3f0ec,2023-11-06,2023-12-06,ab97adf4517f4a39a1c91c19ab1367fe,5faee9fb02454e668fe6128c993761c7,Lopez Capital Advisors,6502.45,Paid,Financial & Tax Advisors invoice for Property,60715,financial consulting,expense,overhead,c75e0eecd1734048a3cb21533c5b2e3e
cd0af69e28be48eeb945b867a0eebf26,2024-06-22,2024-07-07,6f86ccdb6587431eacce5e5ead5db795,45cab98fc1764cf68c6d61ccc2d1715a,Hanna and Sons,854.87,Paid,Real Estate Appraisers invoice for Property,60210,appraisal fees,expense,overhead,518c20e313df4e1a90c3479786271f10
d5d28ef24c8847dcaa991fe54339919d,2025-07-08,2025-07-23,cab495652c284c9da365f44746442796,ed2309c2f90b42b480d72fc7953bd527,Jacobs Realty Management,4036.66,Paid,Property Management Firms invoice for Property,50135,property management fees,expense,operating,9ea70fb0a4f040b2b1d37b065db3b731
848870102b38415a81c303d969ab15ac,2025-07-11,2025-07-26,46e535dcbe0e4f4987c3331c6100b45b,ba86e79511f04127af279328beac5eea,Dickerson Architects,2252.3,Unpaid,Architecture & Design Firms invoice for Property,60215,architectural fees,expense,overhead,
2f2f021c64204ba4b9df0aa524af2b33,2025-06-01,2025-07-01,ea2f0fc90e65423498b01b174798b47b,8be75ee471204d47a205e23cd990be72,Evans Technologies,5427.24,Paid,Software Providers invoice for Property,60120,software subscriptions,expense,overhead,c1acdd1a4af04b88ba015ea880842c31
b73c685ee3cb40de81488c3f5c922383,2023-12-04,2023-12-19,a97f0ac689624571bda25f67f1ba8129,54309f439eae4553a68cba8f15ff6ff4,Kirk Data Advisors,9268.76,Overdue,Market Research & Analytics invoice for Property,60815,market research,expense,overhead,
9cbdc4cd3a7548f9994ff4829426d726,2025-01-22,2025-02-06,31d40cce933e4e29ba710bd36504efd5,a3995baec42c42bba09debbdc8e84244,Fisher Title Co.,3699.74,Paid,Title & Escrow Services invoice for Property,60265,entitlement costs,expense,overhead,4307e7b624444c7a860fda3d628d30e6
d5cb96ffb961490b92c24b8bd9a7b056,2024-09-14,2024-09-29,eb4235c3a65c417d981ccea9ad76839b,095a06ac320c48af88692590930ef4e4,"Cline, Lara and Martinez",8573.11,Paid,Software Providers invoice for Property,60315,technology expense,expense,overhead,993e8e49899e452ab66b76d5815211d7
af75d9265e8047b9b4b1260279bbc602,2023-11-07,2023-12-07,9a93900714534953aef7c47af83d5d53,a8086050518e488f9f92d991f5809ed3,Davis Landscaping,7827.58,Paid,Landscaping & Outdoor Services invoice for Property,50120,grounds maintenance,expense,operating,4c3b3a81591940cb9fc8a4e684c99b25
049915733240406bbc94d7c84af0a2ef,2023-09-25,2023-10-25,80a91db642c348cf8715bba4ae06654c,dce9673442e04e4f97aab18f69ea7898,Mercado Zoning Group,8096.75,Paid,Zoning & Permitting Consultants invoice for Property,60250,permitting fees,expense,overhead,b46c7dcd423a4805928afa3e34fc644d
ebb380969bcc4969bfb5086582257eb1,2023-10-24,2023-11-23,9a93900714534953aef7c47af83d5d53,1a931f1281c845ffbd729d42c75a09c6,Robinson Environmental Group,4213.63,Paid,Environmental Consultants invoice for Property,60255,environmental remediation,expense,overhead,c03d0c60dc7340a2afc0548fc6a668a8
b3f1f18046434b1c909623b8a0bef448,2025-05-30,2025-06-29,d2487532722d440ca9398034ae92ec04,214a551cd0884d3c846517ab7a49aa0f,"Braun, Leblanc and Terry",3376.09,Unpaid,Leasing Brokers & Tenant Reps invoice for Property,50125,leasing commissions,expense,operating,
28e87cee498849f3b5d657587346e734,2024-11-03,2024-12-03,8ae5f2dcfd0b48c985ce63f89565692d,45cab98fc1764cf68c6d61ccc2d1715a,Hanna and Sons,7093.76,Paid,Real Estate Appraisers invoice for Property,60210,appraisal fees,expense,overhead,8d45a1399c5144aeacff325ee1f22a66
ac22cc45356345768dc57d761645c4df,2025-03-17,2025-04-16,2395b8d0efeb4dffb04d34dbbe0245ae,095a06ac320c48af88692590930ef4e4,"Cline, Lara and Martinez",2318.23,Paid,Software Providers invoice for Property,60315,technology expense,expense,overhead,34f2ac476cf24538b2cd4c4be80a6840
6790531b39e14519a9e2c15ac621a84c,2025-07-08,2025-07-23,f1785adda02b418ab11c2e8be0bddd56,dce9673442e04e4f97aab18f69ea7898,Mercado Zoning Group,4889.22,Unpaid,Zoning & Permitting Consultants invoice for Property,60265,entitlement costs,expense,overhead,
eb9f53d3a3da4ac4b24c76185be1df65,2024-08-09,2024-08-24,57e217c5387d4711815590f353ad5421,1ec09d2e28e9495787dc281663bd89c8,Valdez GreenScape,8457.18,Overdue,Landscaping & Outdoor Services invoice for Property,50120,grounds maintenance,expense,operating,
10e87b8ccd904262802b664275b5cf5b,2024-01-20,2024-02-04,e77519ac0c9240ac81c888a23bd9a472,214a551cd0884d3c846517ab7a49aa0f,"Braun, Leblanc and Terry",7106.78,Paid,Leasing Brokers & Tenant Reps invoice for Property,50125,leasing commissions,expense,operating,32cc2db607844c1d8f882d6f24c3f7eb
4ea373ef3a4b40a99a378df27a2b2efe,2025-01-12,2025-01-27,f1785adda02b418ab11c2e8be0bddd56,577ead65184a494d9b9ae587cc7ad7b7,Johnson Builders,9240.82,Overdue,General Contractors invoice for Property,60235,construction costs,expense,overhead,
