id,tenant_id,unit_id,property_id,lease_start,lease_end,rent_start_date,deposit_amount,monthly_rent,payment_timing,lease_status,auto_renew,lease_type,late_fee_terms,early_termination_clause,pro_rated_start,escalation_clause,expense_reimbursement_clause,escalation_type,escalation_rate,fixed_rent_commencement,rent_deferral_months,free_rent_months
80fe204da6684fa38a8f0f4e5a1e795c,6cead07623174a5081b66189fdf3b849,92314f1d8e0b443db3535d7d76156dd7,274d6a082abc4de091a10bc562745591,2025-05-17,2030-05-16,2025-07-01,79664.46,26554.82,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,False,,,True,1,2
7126ac357d3c421bad69376cc15d464b,4ccfd2978e62475d8b59b22edff5f1bd,836eb4b5adc349d0809fdf2fbe8230ed,274d6a082abc4de091a10bc562745591,2024-09-21,2027-09-21,2024-10-21,71766.39,23922.13,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,True,,,False,1,3
52cdde4faec644a8a83d51bd0a9ed2b9,877bc2faefaa4cd08742499deaeb36f5,3df256525eea48aa9a5825f7bca43eec,274d6a082abc4de091a10bc562745591,2024-06-26,2027-06-26,2024-07-01,90027.6,30009.2,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,True,,,True,0,3
98374b2ee8334a61910789fb6e70805d,c5199d71b5e8446894e7363b82ffbaa7,646db7b9fa4d475e8d1b95537a029179,274d6a082abc4de091a10bc562745591,2023-09-05,2028-09-03,2023-10-05,85246.98,28415.66,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,True,,,False,1,2
d71d8ca74ab34d23a94d4c268ce96401,2ad667fd68f2416f8d3b120d48a6a02f,e4094deb553d4aed848f867ab252e5c7,274d6a082abc4de091a10bc562745591,2023-01-20,2024-01-20,2023-01-20,72142.11,24047.37,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,False,True,Fixed %,0.03,False,0,1
84fb600ddc854a67a34e790062effa17,f1862ce9373d4e93995d020243c67184,f98a555a65cf4a8589a3cb4c87b1fe6d,274d6a082abc4de091a10bc562745591,2023-07-02,2033-06-29,2023-09-01,89279.91,29759.97,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,True,True,,,True,1,2
ce7afb87e49241dc82d88c1277b83353,f98512606f5f478f92c7620cbbea5fef,fdc85785cd7745d0ba43f1cf6c48b74e,274d6a082abc4de091a10bc562745591,2023-11-25,2028-11-23,2023-11-25,85215.24,28405.08,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,False,False,,,False,0,2
2bb42420c77145f7ae7bf8d70aff2650,d2025c2754e743d9ba42d73fe83d13eb,018551f2d1a34659b147af4ddd549cba,274d6a082abc4de091a10bc562745591,2024-06-24,2034-06-22,2024-07-01,98244.6,32748.2,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,False,,,True,0,1
765f9a1bb1e44f4eb94608cfae0be1c2,f9e4127364c344b897ab26e9a85dc5c7,0caa78636a8f46d199df579dc8c491d3,274d6a082abc4de091a10bc562745591,2024-11-19,2034-11-17,2024-11-19,96222.51,32074.17,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,False,,,False,0,0
1163b2bf185746a99931131019b7e03b,751de95afd4441d699dfa73ef3e13af5,60495c8da6704feaa740f56701aac51f,274d6a082abc4de091a10bc562745591,2022-02-11,2023-02-11,2022-05-01,89030.46,29676.82,In Advance,Terminated,True,Commercial,5% after 5 days,2 months rent,True,False,False,Fixed %,0.03,True,2,0
d98d89f7da84462eb5d5486b31eff21c,6439632c21e146db97f74e6cb3629ac6,9895b18346c34cacb76cbbc6da81fa29,a2285cbe4eb9443d8ff64c6927f2bff8,2025-03-16,2030-03-15,2025-05-01,102318.0,34106.0,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,True,CPI,,True,1,2
202d04c3fcf2450ba72d04636521ea5e,3cde8bd8aa564e47865aeddcab18ae84,0f76dbca1eea478c8020b371bfba7de1,a2285cbe4eb9443d8ff64c6927f2bff8,2024-08-09,2025-08-09,2024-10-09,110959.26,36986.42,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,False,True,,,False,2,3
be11c1f9130a47a0bc6def572b096ff8,50caa8cb111e4d3493bc08c8f892bb21,1a9bf866a33645b0901d2da8c72fc7e9,a2285cbe4eb9443d8ff64c6927f2bff8,2020-08-09,2025-08-08,2020-09-01,110745.18,36915.06,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,False,True,Fixed %,0.03,True,0,2
7a7a10e8825e4128aab9057e46b6c79b,15e4063d4a844db0923ded83298fcf53,54449a35b25f44ffb9ec485ff3ab3ca3,a2285cbe4eb9443d8ff64c6927f2bff8,2025-01-08,2028-01-08,2025-02-08,136123.68,45374.56,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,True,CPI,,False,1,0
1d14d7eb937e41c0931360752db0eb24,6ef0d0011d6e4f64a7e2326fda2c719e,bec95dd0b386463a8b030899bcbade96,a2285cbe4eb9443d8ff64c6927f2bff8,2023-06-07,2024-06-06,2023-07-01,112008.33,37336.11,In Advance,Terminated,True,Commercial,5% after 5 days,2 months rent,True,False,True,,,True,0,1
b525ffd7e81a4b60bea941d0ff4a392a,e345f93d499b4e608ab6198f38a20e52,8b6a267c9ebc4a669faf54ad77349947,a2285cbe4eb9443d8ff64c6927f2bff8,2021-12-05,2024-12-04,2022-02-05,120724.41,40241.47,In Advance,Terminated,True,Commercial,5% after 5 days,2 months rent,True,True,False,,,False,2,2
502eae56bcb94e948d3f0cd5edd4eb97,373145abaa2140a59d8d98772d52bcf3,aca70a66c63e412590b2c0119395c225,a2285cbe4eb9443d8ff64c6927f2bff8,2021-02-02,2031-01-31,2021-03-01,105120.24,35040.08,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,True,Fixed %,0.03,True,0,0
8bbf6b75582d4bedbcf45c9ca42eccc9,69de45bdb0344b4e9afc77745bdea610,5259c5e8efe3434eb49866bc76f09077,a2285cbe4eb9443d8ff64c6927f2bff8,2021-06-16,2031-06-14,2021-06-16,115517.64,38505.88,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,True,False,,,False,0,0
a27a341e5a0e45ac804b58d0ce22a3e1,56dd45d1c1aa4f6e852a24e0659e881c,0f7932052ec647338c08be022fa6424f,a2285cbe4eb9443d8ff64c6927f2bff8,2022-06-25,2027-06-24,2022-06-25,98181.39,32727.13,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,True,False,Fixed %,0.03,False,0,3
60e85461edd64bc6b10ff77ac9365fb9,0b5e7a242e3b47608c5e78621e0c7285,7ac996ee2e25463db394f4a5fb883749,a2285cbe4eb9443d8ff64c6927f2bff8,2023-09-03,2026-09-02,2023-12-01,116725.5,38908.5,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,True,CPI,,True,2,0
98748ec580b1460ab0d6c7f182466d58,b6c48185b479483ba7089c49efe7c9df,60d8f73ef02746adbdae903c01bae5ee,a2285cbe4eb9443d8ff64c6927f2bff8,2022-09-26,2027-09-25,2022-09-26,122760.42,40920.14,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,True,Fixed %,0.03,False,0,1
d6527ac39bb94c0e94b349bca8992218,285b392e45ad489a9360bedea4169f6e,da8b263725db4abfb139007d02b94d31,a2285cbe4eb9443d8ff64c6927f2bff8,2022-12-08,2025-12-07,2023-03-01,138066.51,46022.17,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,True,,,True,2,0
1389d81f70c943b2bd24f1cd286d424f,2a1678b7c8954b009422332019c1bfaa,567b09ce462a42c783225ceff3e0d80d,a2285cbe4eb9443d8ff64c6927f2bff8,2022-05-21,2027-05-20,2022-07-01,132236.31,44078.77,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,True,CPI,,True,1,1
4fe3b0caf3374e45b39fef07b97cea5d,eb39d965cba442f096f1dcd0e2dcedd8,b36f76673cba4a53a286f6861b2f1f18,a2285cbe4eb9443d8ff64c6927f2bff8,2021-03-04,2022-03-04,2021-05-01,96706.95,32235.65,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,False,True,,,True,1,0
f2aca539ca034f2286addacc97163f4a,523c351600b2491cbcc23e23e9ca3505,31893701e53a4d17920316fd356ba0bd,a2285cbe4eb9443d8ff64c6927f2bff8,2021-02-13,2024-02-13,2021-03-01,125467.44,41822.48,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,False,True,Fixed %,0.03,True,0,3
fd18b797814f46cf854244fc91147d0f,2b7789403a564f959b0cd52132046eb4,aa5418af01594a8dbb5674547226d892,a2285cbe4eb9443d8ff64c6927f2bff8,2020-08-16,2021-08-16,2020-08-16,126591.39,42197.13,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,True,False,Fixed %,0.03,False,0,1
16f9959928184a02bac525a2f9baba6d,d4f01902337b4e30ac57a8baac267d90,860952fb5c6f4c968bb6cc07a540e8cc,a2285cbe4eb9443d8ff64c6927f2bff8,2020-08-07,2021-08-07,2020-08-07,129042.06,43014.02,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,True,False,CPI,,False,0,0
b0c1417fdbcb47b9b33c6d46bfdeb23a,49e1955cf67843c5b480f2a961c51c7a,389cc587dae540eab76be4b23d8c9a4b,a2285cbe4eb9443d8ff64c6927f2bff8,2023-05-17,2028-05-15,2023-06-17,136874.07,45624.69,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,False,CPI,,False,1,3
9cb6419a8fd6411da4e24a7f7782f044,0d66ace7a9b743d190fe506a2aeff281,0b31d51dd34d4ab1b48937a6f4f03c97,a2285cbe4eb9443d8ff64c6927f2bff8,2021-07-20,2031-07-18,2021-08-01,139501.08,46500.36,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,False,False,CPI,,True,0,2
5b258fe49a89456c9fc635cf83838335,e345f93d499b4e608ab6198f38a20e52,df06de95dd1f40aa8f580e65ecd91420,a2285cbe4eb9443d8ff64c6927f2bff8,2022-06-06,2023-06-06,2022-07-06,129373.41,43124.47,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,False,True,CPI,,False,1,1
0d16ff074efb4555bbd894fd5672eab1,5966e292b96b4f208cb4ba8f039c92ab,880302438e624f968585d34ba8c1960e,a2285cbe4eb9443d8ff64c6927f2bff8,2023-08-09,2024-08-08,2023-10-01,123703.68,41234.56,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,True,True,Fixed %,0.03,True,1,0
0e902439077f4a09aa01793983cf0bfd,a13fa6e14cc24e0089676c79fefc47ea,2dfeb4cfde6942f7ab5ca0defd874e9b,a2285cbe4eb9443d8ff64c6927f2bff8,2024-08-09,2034-08-07,2024-08-09,124825.5,41608.5,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,False,,,False,0,0
93d8833c36244c208872924a788f0003,77e38431f4ce4751a07fe925f1b28f1f,cefbfc212dfe46998a9d4aa4501b958b,a2285cbe4eb9443d8ff64c6927f2bff8,2024-07-03,2029-07-02,2024-07-03,103151.16,34383.72,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,False,,,False,0,2
a1a805daa1d14eecac0d5ac1c49810a1,77bec9ec3f30446188d22c95e091b217,65aee58510e94c86964cc517026966a7,a2285cbe4eb9443d8ff64c6927f2bff8,2023-03-07,2026-03-06,2023-04-01,96956.55,32318.85,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,True,True,,,True,0,2
19ea772139a148959063650ea02ca81c,db190caa5f574bb393b49778837100ce,59db7371aab2423084d99b7c177cf575,ea2f0fc90e65423498b01b174798b47b,2021-07-31,2026-07-30,2021-08-31,88345.38,29448.46,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,False,Fixed %,0.03,False,1,0
4e34cb4ac7f6457db09ace09a11d190e,a3a96506ef824500ae71141ce9790309,53a8b62693bb4844a93810cc6ca30b6e,ea2f0fc90e65423498b01b174798b47b,2022-03-12,2025-03-11,2022-05-01,78539.04,26179.68,In Advance,Terminated,True,Commercial,5% after 5 days,2 months rent,True,False,False,,,True,1,2
2e815b77c682434aaec62610dd044693,1ff8d8998ec04ae387b04ce5a12575a4,45afc1d0e24b45d5a653b4380b8fd9df,ea2f0fc90e65423498b01b174798b47b,2020-12-18,2030-12-16,2021-01-18,71237.61,23745.87,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,False,Fixed %,0.03,False,1,3
a185ef3c8c8e4840958262e49e1d0c6c,49fdff0d8b1c4c20bb73ff941a535816,cc801fc4926a4160820cd1cf464dc9c2,ea2f0fc90e65423498b01b174798b47b,2025-06-15,2030-06-14,2025-08-15,81822.6,27274.2,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,False,Fixed %,0.03,False,2,0
eec3c364db8644ce887e622424f079e6,418993d5d3cd42aab4936a7612b10549,9cfbb112e53f4699868bbd3da353922c,ea2f0fc90e65423498b01b174798b47b,2024-11-02,2034-10-31,2024-12-01,81163.41,27054.47,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,True,,,True,0,2
2e8c05d280174a39b4d9e365161a1121,975515a3e75f4823ba2f4d83cb9aaa48,2e15bd0f72ac44659e3aec0ad322f197,ea2f0fc90e65423498b01b174798b47b,2020-08-02,2021-08-02,2020-10-01,90871.8,30290.6,In Advance,Terminated,True,Commercial,5% after 5 days,2 months rent,True,True,True,Fixed %,0.03,True,1,3
49c90a8c4ec1492ca37c5777b564087d,d5fd001f51f246e4b3d0f4e36929542d,f1ff110234194c938296c6cfb5eaad49,ea2f0fc90e65423498b01b174798b47b,2024-06-05,2027-06-05,2024-08-05,80681.7,26893.9,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,True,False,,,False,2,0
80002e22abcc48dfbd0069465c289b16,97fbb6c9525548f7a1c092f1aff477c5,02b1701c35234ae1975e8d2ebe8d09a6,ea2f0fc90e65423498b01b174798b47b,2020-08-17,2021-08-17,2020-09-01,71343.0,23781.0,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,True,True,Fixed %,0.03,True,0,3
ab1582650db747fe996aa5be853bc815,28599b1a181e4b24a7c7b5b71c59078f,ad22283ebf5e4e448ac130455cf014b0,ea2f0fc90e65423498b01b174798b47b,2022-01-14,2023-01-14,2022-03-01,99946.71,33315.57,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,True,False,CPI,,True,1,0
0cc0323ce70440859ad211640f6cc591,6de1412e5f604923b9fd858824a99bf6,b54b212928f04968937df9cd1770f421,ea2f0fc90e65423498b01b174798b47b,2020-12-19,2025-12-18,2020-12-19,85274.58,28424.86,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,False,Fixed %,0.03,False,0,3
7587dbbd39814b5885d9bf224c565432,a72af2a68447462bae273e9680c68ed2,658be06b084b4e30882b61b2b99388ce,ea2f0fc90e65423498b01b174798b47b,2022-10-01,2023-10-01,2022-11-01,92241.78,30747.26,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,False,False,True,,,True,0,2
27ab2dacd26a43f6a8ba285e625eaafd,3318b3921f154730a78e4737c869262c,4b626ff0677c43d7976ef7e5dfc39e48,ea2f0fc90e65423498b01b174798b47b,2025-04-20,2026-04-20,2025-04-20,76521.9,25507.3,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,True,,,False,0,3
c8080d4ef3ea479bb5acc538d97c2103,19fcfff13250458ca79bf635d56d802a,a8fac6179d704eb08df4e0ee456127e3,ea2f0fc90e65423498b01b174798b47b,2022-11-29,2025-11-28,2022-12-01,89937.27,29979.09,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,True,True,,,True,0,2
10471b3a64ab41f694f9a731d00fbf7e,82aef662142945a393278404e42a56e9,ecdc7f8534524097abb61c1bfbdc598e,ea2f0fc90e65423498b01b174798b47b,2025-05-19,2035-05-17,2025-06-19,95146.02,31715.34,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,True,,,False,1,0
cafc9bc3d78c44f785e6798a285582c0,477bb0d41cc34cc2aab99a12b60aafce,5b95e5d024db461097ab6bd1eee6eed1,ea2f0fc90e65423498b01b174798b47b,2021-01-15,2031-01-13,2021-04-01,85622.97,28540.99,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,False,CPI,,True,2,0
3c1fccca123a47d2b1dbb3056ffb7bf5,45633c8bd2cf45bf914fea03e67e7ec4,77764c35b0734a1faf8ac3d26c020266,ea2f0fc90e65423498b01b174798b47b,2022-01-30,2027-01-29,2022-02-28,99544.59,33181.53,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,True,True,,,False,1,0
fad86de92b744a4f87c76c2b4d558955,608a4e19f4c74046ad5ce61ab4ea7752,e9f669f5c89e45d3b08bf29206377308,ea2f0fc90e65423498b01b174798b47b,2024-04-30,2029-04-29,2024-06-01,73772.46,24590.82,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,False,True,,,True,1,2
b1a281664d474fc796d3f808826fdde4,adf1804f3dea4fa587bba86dd5b5b3e4,7a0bc8e2bbdb4c3687ec71c1fcc831f7,ea2f0fc90e65423498b01b174798b47b,2022-09-10,2023-09-10,2022-10-10,91135.26,30378.42,In Advance,Terminated,True,Commercial,5% after 5 days,2 months rent,True,False,False,,,False,1,3
92dec36034a444dabbf5a7992d2cbceb,67b2e1fdabbc4a1ea16ab43924701126,471f19eb6aa34fae89608a8ff91c7592,ea2f0fc90e65423498b01b174798b47b,2021-08-28,2026-08-27,2021-10-01,83381.82,27793.94,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,False,CPI,,True,1,3
0065711430c042e58957aa0570ca2f8c,3318b3921f154730a78e4737c869262c,25ddc73ca11d4585bf27fd0b09a6e3da,ea2f0fc90e65423498b01b174798b47b,2021-11-23,2031-11-21,2021-12-01,88730.49,29576.83,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,True,CPI,,True,0,0
45573982a65c4239b576e2c9fb5ee359,2ad667fd68f2416f8d3b120d48a6a02f,7674d48a89284da39b8671ca0d598880,ea2f0fc90e65423498b01b174798b47b,2022-03-11,2023-03-11,2022-04-01,86475.93,28825.31,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,True,True,,,True,0,2
2b3cddae25c34d9e8da0b9be982e3187,b56f9099f42d4f4996db6b3372971616,6f873124f2184b7da3d031d04d82ddba,ea2f0fc90e65423498b01b174798b47b,2024-10-19,2034-10-17,2024-12-01,85282.89,28427.63,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,True,Fixed %,0.03,True,1,0
ae4c20934c6343ca82c46c0194689e8c,592498121a9b4f78be9bf33bdc496d79,da3c2bbbca6449d38f444767642d0a91,ea2f0fc90e65423498b01b174798b47b,2023-02-26,2028-02-25,2023-02-26,93507.3,31169.1,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,False,CPI,,False,0,0
4b17bff2b376462cb3e57d5e0b667a01,8db70d2764874223b4e2d8baf95ae302,cac6f0d1de30447ca3caff02d7ac90e4,ea2f0fc90e65423498b01b174798b47b,2021-01-18,2022-01-18,2021-01-18,97608.48,32536.16,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,True,True,,,False,0,0
c13dc18e85f64805a3e7fa750ae34fd5,5f11258a20234279b98e5bb46b2cf5ab,df21553c0b7941f1a5118dae5564a62f,ea2f0fc90e65423498b01b174798b47b,2022-10-18,2027-10-17,2022-12-01,81641.85,27213.95,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,False,Fixed %,0.03,True,1,2
3cb00dea2fd743fcb75ff10575932d18,b5a6cb7fc00142e79b4c8ac2891368b6,5c853b81ad374446aa37015fefd92ff4,ea2f0fc90e65423498b01b174798b47b,2024-12-15,2027-12-15,2025-01-01,76455.6,25485.2,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,False,False,,,True,0,3
a987cc042bbc450ab3cd886f5e276330,bf5658d6e33c4e529c021947adaff8d6,a8e5f9c6ce384d438de586817dc54367,ea2f0fc90e65423498b01b174798b47b,2022-11-15,2025-11-14,2023-01-15,96468.21,32156.07,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,True,False,Fixed %,0.03,False,2,3
80fdf62d18ff4ec3ad5f1df6f3167325,62f7c67e4cfc4d2f8dd599601b33dc52,81165db39322404292cce073c3d91a77,ea2f0fc90e65423498b01b174798b47b,2021-02-10,2022-02-10,2021-03-10,86407.44,28802.48,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,False,False,,,False,1,0
d2a386842c4e43609c9e6d3338ba63ed,1f43a76cee1a4039b06973c5a539224a,dfdee7c068d74dcc8c1bc358938148c8,ea2f0fc90e65423498b01b174798b47b,2023-12-18,2028-12-16,2024-02-18,101365.29,33788.43,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,False,Fixed %,0.03,False,2,2
0ffd7ddcb3bc4cd88381977b4f12790b,0444a932f68f4e259bd038c0683672e2,78ea1d9288d54cd8b7988cebe3f71cc3,ea2f0fc90e65423498b01b174798b47b,2024-09-13,2025-09-13,2024-11-01,72137.04,24045.68,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,True,Fixed %,0.03,True,1,2
0ff6fcea0d3744e2a05eace64d6ceef3,7b6b451d9a5749b39320ffda76794134,bdc31bcfebd44a25a926b65d4e147fb6,ea2f0fc90e65423498b01b174798b47b,2020-11-25,2025-11-24,2020-11-25,78506.28,26168.76,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,True,False,CPI,,False,0,3
2e4805f6fbf4453eb5113fbdb11ff0c3,1a915cf8edcb4dbe8a833b29e739fb59,806804d04329459d83697881cae87705,ea2f0fc90e65423498b01b174798b47b,2022-12-14,2025-12-13,2023-03-01,77049.45,25683.15,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,True,Fixed %,0.03,True,2,0
4b0b1aa671404fdab6973539f91f141f,faf5152cc024429383ce6984077b0302,b2a8965cea8e47eaa5edb1112cbd799d,ea2f0fc90e65423498b01b174798b47b,2024-01-29,2034-01-26,2024-01-29,76666.02,25555.34,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,True,True,Fixed %,0.03,False,0,0
c35e17c516cf428688c0673bc8c096be,15e4063d4a844db0923ded83298fcf53,618219fc923b4be3afc94184c9feeab7,ea2f0fc90e65423498b01b174798b47b,2020-09-20,2025-09-19,2020-12-01,91520.7,30506.9,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,False,,,True,2,1
cf0941b82af44312881f3debbedb00c2,0789321ae8af459cab96a3a1efa3cc61,96cb9630174242dcacfb57d3996f953d,ea2f0fc90e65423498b01b174798b47b,2021-05-16,2031-05-14,2021-05-16,98598.03,32866.01,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,False,False,CPI,,False,0,3
914996f3f1f14a049cefbf6a6c78233c,354c91f7d68149ffbd1d5a123e226aff,0825fc10c8844bd5b4d1a0caf0476b14,ea2f0fc90e65423498b01b174798b47b,2021-02-25,2024-02-25,2021-02-25,88698.42,29566.14,In Advance,Terminated,True,Commercial,5% after 5 days,2 months rent,True,False,False,CPI,,False,0,3
95fa4e8e2698490297fd29e075a11e0f,45633c8bd2cf45bf914fea03e67e7ec4,771f368b1a1248a38e76dedc1e4079da,ea2f0fc90e65423498b01b174798b47b,2023-05-26,2033-05-23,2023-06-26,95179.65,31726.55,In Advance,Active,False,Commercial,5% after 5 days,2 months rent,True,True,True,Fixed %,0.03,False,1,0
88aff8ce877e4b4197dd10aecde547a4,0c7c382e710040e7a4ff98eec1b17bd2,8c17d2021b194c8a8a589c7eb43dd76b,ea2f0fc90e65423498b01b174798b47b,2022-02-14,2025-02-13,2022-04-01,73216.83,24405.61,In Advance,Terminated,False,Commercial,5% after 5 days,2 months rent,True,False,False,CPI,,True,1,0
bda2aad72cf3474babb8d9192e3e7529,174963252a3c4e5f946524084a79ec18,6608723c07104c46aaa72d15a2317156,ea2f0fc90e65423498b01b174798b47b,2021-04-13,2031-04-11,2021-07-01,81100.44,27033.48,In Advance,Active,True,Commercial,5% after 5 days,2 months rent,True,False,False,CPI,,True,2,1
