id,property_id,fiscal_year,version,approved
466dd8eb00c940058b237bcaaefb122b,9dfa7abd5d72408e9afc471065f29875,2025,Initial,True
53a189d0bbd94a34a1fe69eac618a2ee,817f9a6ffacd494d89ea45d4493e4c6d,2025,Initial,True
5a33af2be1f34b39a5be7954d0b50b30,b555d6a6f36e44099b666cbc52358d60,2025,Initial,False
233e1e4e2a994978aaaff589a8bfbe92,4ee9dae93e5d4058983ce8e362959966,2025,Initial,False
94583384e3454806a8992584d4fbb933,b4a91b43f76b46cf9cf4e2007fb6fe16,2025,Initial,False
495a6145910b40439fd8fdcc7ba9ab8f,2eee371f47e7472983132cb33bc809cd,2025,Initial,True
24dd6b3316fd48349a25b49b37d53f40,15c7435881784925918cf47dcdc7cce3,2025,Initial,True
a5655b794fa54b52b0e822d2118d9ff0,2ca77569b27241f59a958fbeab8293b4,2025,Initial,True
a7e963b1b5b347e5a5de79cedcd73d37,e41c7a463fc548b1bc25d66fc4c27994,2025,Initial,True
3d3af9bc9c234133aad97fea38196ab1,18764bf0aeab4dee8a5f00029ce0dae3,2025,Initial,True
2076fa07057f4bb6ac9b930fea1d41c0,edf167dc6a994195a155010cb0f2fb1f,2025,Initial,False
27fd1c00faf6477fbb279d666ea4fb5e,5d1b8fe1f39f45f288c0dcd3f10fa4a8,2025,Initial,True
1871701e8b1248278617ee06a5f90985,e72f3bed0dbd4a90b9acc2303b6889a2,2025,Initial,True
d168baeb7f3b460486f2db2c9a43d63e,2166b048097e45dd83216477e866a8f4,2025,Initial,False
0c20666c7f0f48e4a69d06a2e9654f0e,36b8a1683b5244cc8c5abdbe4d0d76e0,2025,Initial,False
14728999cbf3438184afe53972e4585d,806f068e458746b890f3f8b6111afcf9,2025,Initial,True
daed669b68dc4478822202d0223c5efb,af0e694819f24c7e889e90784f0a4523,2025,Initial,False
67e5f71644e64bc89640ea735150c5b0,e524c8f469894349bff0ade0c49dbc61,2025,Initial,False
2b80e01cd75b47f8a78d902310a34e12,3f710967739e409287a8a911f2633fcb,2025,Initial,False
4be1086e5e194d7ebd361e0c6a4fcdc5,8e76c4ed672c43549122b0fc463f4d16,2025,Initial,False
8878406d8cdf413695671316bdaf732c,1961fa1af90b45179431180e6a603359,2025,Initial,False
f29d889b7d6f4e56ba0637c2a8f8b1ad,2c8df6c6bd624792bb8b739691706a39,2025,Initial,False
e524780cf22c410e9dad8fd4b05f1228,2ca372fc66744ac8bf9bfbaca6d2c5c8,2025,Initial,True
c396610b56b94c468bc5d9f3d40b9191,07c11146bce242129e7503b2df8bfe05,2025,Initial,False
d06a4af2c0e84ae584f6bbf66849f787,3459a2c5ba61472b8174d083c1c6a68d,2025,Initial,True
61a752f0e5c449a0ad8ce62996e03d97,8615ad74654e43b09a6ecf32c11a3017,2025,Initial,True
