id,invoice_id,tenant_id,receipt_id,receipt_date,amount,payment_method,property_id,gltran_id,created_by,created_at,modified_by,modified_at
5659ba6950424157a9ea348e9b05f1a9,0ca5f42f22ee47b8aa42eba024dba418,b8c7c377346148d6a2c03f98846f4a1c,82082,2025-06-24 06:53:04.319799,2922.33,ACH,274d6a082abc4de091a10bc562745591,15279d9253124aba9b6c778891d6d1ae,system,2025-07-25 06:53:04.319799,system,2025-07-25 06:53:04.319799
0c2e4cfe85fa4313bde6dade10841fd1,0ca5f42f22ee47b8aa42eba024dba418,b8c7c377346148d6a2c03f98846f4a1c,87119,2025-06-08 06:53:04.319799,1394.79,ACH,274d6a082abc4de091a10bc562745591,5cd0d6f8067247d3ba790bafce1612e0,system,2025-07-25 06:53:04.319799,system,2025-07-25 06:53:04.319799
524a661bc9fc4722a44ddecc9505be50,b8ae3b4439bf45eb8745912d7c7fcb64,b8c7c377346148d6a2c03f98846f4a1c,19263,2025-06-07 06:53:04.319799,1673.22,Check,274d6a082abc4de091a10bc562745591,a81102a83c0c49489d8fe0cb4f051bd2,system,2025-07-25 06:53:04.319799,system,2025-07-25 06:53:04.319799
2038a22940b84703a1e6a9370e20dde8,b8ae3b4439bf45eb8745912d7c7fcb64,b8c7c377346148d6a2c03f98846f4a1c,34387,2025-07-01 06:53:04.319799,1426.72,Credit Card,274d6a082abc4de091a10bc562745591,c1beef5e461d445a8972838a1f21b089,system,2025-07-25 06:53:04.319799,system,2025-07-25 06:53:04.319799
d721f755a2ed4d46aaff8c9fcb83272f,c2488e86ae224812b43893596acb7b30,b8c7c377346148d6a2c03f98846f4a1c,92207,2025-06-21 06:53:04.319799,2875.87,Check,274d6a082abc4de091a10bc562745591,d1d9f144fe57403daf70999dd533df39,system,2025-07-25 06:53:04.319799,system,2025-07-25 06:53:04.319799
6babf677366f44478c509b706a12ea1f,c2488e86ae224812b43893596acb7b30,b8c7c377346148d6a2c03f98846f4a1c,88319,2025-04-27 06:53:04.319799,2371.71,ACH,274d6a082abc4de091a10bc562745591,a83d8a0a49c74efc8dd88d02bedd0edc,system,2025-07-25 06:53:04.319799,system,2025-07-25 06:53:04.319799
2916c91b13534881a257bbca4bf46472,95e27afb0b284892855324f687819caa,b8c7c377346148d6a2c03f98846f4a1c,56804,2025-07-09 06:53:04.319799,2088.85,Check,274d6a082abc4de091a10bc562745591,834afe4ef7e94a4d9eacc1605de73edc,system,2025-07-25 06:53:04.319799,system,2025-07-25 06:53:04.319799
fd8015ca2e714f0daa503ff07ad35827,95e27afb0b284892855324f687819caa,b8c7c377346148d6a2c03f98846f4a1c,15505,2025-04-28 06:53:04.319799,1968.15,Credit Card,274d6a082abc4de091a10bc562745591,affa0532f71f4098878d1a5f42009166,system,2025-07-25 06:53:04.319799,system,2025-07-25 06:53:04.319799
fcd659e2ac9448b38f94653a4a11a770,8830fa8261f343dfb1ccbbca90aee354,b8c7c377346148d6a2c03f98846f4a1c,73231,2025-07-04 06:53:04.320807,1327.87,ACH,274d6a082abc4de091a10bc562745591,259d54fed2c548898b1b338b4386b1ac,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
b46601315f6e4159bd43585583893393,8830fa8261f343dfb1ccbbca90aee354,b8c7c377346148d6a2c03f98846f4a1c,16497,2025-05-10 06:53:04.320807,2158.17,Credit Card,274d6a082abc4de091a10bc562745591,63b7741f05814d0aba5fa11ecd28a9c1,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
9de57ad4cdaf48b5a3247e7958978b02,c928efe136e342549d0045e31b815a2b,2b7789403a564f959b0cd52132046eb4,76170,2025-05-25 06:53:04.320807,1016.53,Credit Card,274d6a082abc4de091a10bc562745591,383a194f77804db49baf007584fb6d7e,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
d2725a8582e14c0c9b6a4f7e99f1d937,c928efe136e342549d0045e31b815a2b,2b7789403a564f959b0cd52132046eb4,88658,2025-05-10 06:53:04.320807,1666.81,ACH,274d6a082abc4de091a10bc562745591,447878fc31ed4341a2b08b8c248c2767,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
27b13c4c259f41c39370b490f3f86f23,4f4e1e0458034d8a8f399bddc1015686,2b7789403a564f959b0cd52132046eb4,16457,2025-06-22 06:53:04.320807,2054.8,Credit Card,274d6a082abc4de091a10bc562745591,d952b48c25b140888c493a601abb689e,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
7a557fd582ae442497035b872a9029ad,4f4e1e0458034d8a8f399bddc1015686,2b7789403a564f959b0cd52132046eb4,90199,2025-07-08 06:53:04.320807,1202.78,ACH,274d6a082abc4de091a10bc562745591,2d8c095232de46eca4ea365c50093b93,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
39b21f3729ee4b94823a98c0f9de7a2e,daea1ab6e2d94db6be5d2d7ca05344ee,2b7789403a564f959b0cd52132046eb4,26848,2025-07-16 06:53:04.320807,1463.11,ACH,274d6a082abc4de091a10bc562745591,a7101dadb8294279a6ca0ec806b62dc8,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
61b81c5adb7d47e2a621f6b71ee77a5c,daea1ab6e2d94db6be5d2d7ca05344ee,2b7789403a564f959b0cd52132046eb4,83752,2025-05-31 06:53:04.320807,1058.18,ACH,274d6a082abc4de091a10bc562745591,cbea328790e14397b9625bdbb360d87a,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
0899d6c7f9654631917c1bde2597e55c,36bdbf9ed419434d8581405548399740,2b7789403a564f959b0cd52132046eb4,74645,2025-06-15 06:53:04.320807,2126.71,Check,274d6a082abc4de091a10bc562745591,5c8e99a65bb44da8af0969589a2b9f5d,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
f1d346f601f444e0a80081e57c6b7e45,36bdbf9ed419434d8581405548399740,2b7789403a564f959b0cd52132046eb4,19380,2025-06-29 06:53:04.320807,1803.91,ACH,274d6a082abc4de091a10bc562745591,dc957a9117a2497d93e44546cbdefc9d,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
91610bf733c3474b8579b15ed61bcca5,9f13fe69d6ce480fa0061a14a8fe055b,2b7789403a564f959b0cd52132046eb4,69048,2025-07-04 06:53:04.320807,2582.49,Credit Card,274d6a082abc4de091a10bc562745591,e731c000bf024ce18938f482aafeaa3c,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
6bb29901f05c4d179847b48af3326d1a,9f13fe69d6ce480fa0061a14a8fe055b,2b7789403a564f959b0cd52132046eb4,17905,2025-05-21 06:53:04.320807,2207.13,Credit Card,274d6a082abc4de091a10bc562745591,13beaa4260dd471ab0e40ef06c9e65fb,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
12cbd3c7f6594d9bb7c292a0ad5effa2,345bef1b9d964bff846ee55c4bb93768,2b7789403a564f959b0cd52132046eb4,47587,2025-06-13 06:53:04.320807,2584.43,Check,274d6a082abc4de091a10bc562745591,6eacf6446e484d6aacfeffbfdd7ea300,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
4f11c33659c54e0085c50f48241f9f80,345bef1b9d964bff846ee55c4bb93768,2b7789403a564f959b0cd52132046eb4,89376,2025-06-02 06:53:04.320807,2214.05,Credit Card,274d6a082abc4de091a10bc562745591,aa78fb1a43234fb1b9e0c377ad63ad3f,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
6934458252f849faadcdbbd385df1793,5f55feda23c944258f1b735f3bc2089b,2b7789403a564f959b0cd52132046eb4,85875,2025-07-06 06:53:04.320807,1095.81,ACH,274d6a082abc4de091a10bc562745591,ec5bc74eb2814230b837405fbc74262a,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
13c6c50c712e4f03af68420f77fa343a,5f55feda23c944258f1b735f3bc2089b,2b7789403a564f959b0cd52132046eb4,20395,2025-05-08 06:53:04.320807,2525.87,Check,274d6a082abc4de091a10bc562745591,82f166a1ac894295942168255bc7f8b4,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
78b2d9c959ca4207b4ca19c1a9917ab4,c6f44a570cfa4de9a103c94a44401258,2b7789403a564f959b0cd52132046eb4,86169,2025-04-30 06:53:04.320807,2497.19,Credit Card,274d6a082abc4de091a10bc562745591,0522e3b60af9458f8126dbc41ee1d75c,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
f0092f5116914700a0b9095c0fd8d2a0,c6f44a570cfa4de9a103c94a44401258,2b7789403a564f959b0cd52132046eb4,76150,2025-07-13 06:53:04.320807,1541.2,Check,274d6a082abc4de091a10bc562745591,eadfa1686060405ca96abbdcbcffafb6,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
c0672e8c4a2f48b180ff0d0d4a5b1148,775a5ab9408c465baf94c1be3fff6518,2b7789403a564f959b0cd52132046eb4,10272,2025-07-20 06:53:04.320807,1987.75,Credit Card,274d6a082abc4de091a10bc562745591,9f4f5924113d4c57809b59b9980769a2,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
1390f5c9c337406aaed18e404939a96c,775a5ab9408c465baf94c1be3fff6518,2b7789403a564f959b0cd52132046eb4,20629,2025-05-04 06:53:04.320807,2824.07,Credit Card,274d6a082abc4de091a10bc562745591,79f86214d38a4ec981747b9b452da297,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
dd8581ca7fa34e6abc2e2ff14f34ba09,72fe5dba05f441a79dd5a1d9525158b3,2b7789403a564f959b0cd52132046eb4,32360,2025-06-23 06:53:04.320807,1660.69,Credit Card,274d6a082abc4de091a10bc562745591,8476123bbfb443418cb839b277abc90c,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
cd1348edb053494a900b80b2bf070c49,72fe5dba05f441a79dd5a1d9525158b3,2b7789403a564f959b0cd52132046eb4,96552,2025-06-30 06:53:04.320807,1120.22,Check,274d6a082abc4de091a10bc562745591,aea8d00840734dc49757f1cc77fa8cae,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
f9eef7ad786c4f67bad5855c3cff058b,c9dc7ddeb25a42a998491f613be11feb,2b7789403a564f959b0cd52132046eb4,37581,2025-04-26 06:53:04.320807,2583.2,ACH,274d6a082abc4de091a10bc562745591,3876fef16e254117afb1e62eb3d030f6,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
7c807dcc971f4a798219f999ef31c3ef,c9dc7ddeb25a42a998491f613be11feb,2b7789403a564f959b0cd52132046eb4,50471,2025-05-08 06:53:04.320807,2506.9,Check,274d6a082abc4de091a10bc562745591,e50c2cf3fa2141dc95171e0c9bed2d3e,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
e4ff8546cfb546d6b6f6db6240a65a91,7ebb328e1f1e4324a1a36a7c40299334,2b7789403a564f959b0cd52132046eb4,79417,2025-07-16 06:53:04.320807,1656.37,ACH,274d6a082abc4de091a10bc562745591,7c9c90ac8d374c7bbc37d94df0b23d64,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
73b8266727264980a4647ae235e33de4,7ebb328e1f1e4324a1a36a7c40299334,2b7789403a564f959b0cd52132046eb4,23960,2025-06-12 06:53:04.320807,2847.33,Check,274d6a082abc4de091a10bc562745591,77e6e01efc214d74818d1717f9023b35,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
3c5c1420a11948ae8a78ae7c07e3ff90,00508ac94db04148a00821c0c89f124b,2b7789403a564f959b0cd52132046eb4,38734,2025-07-20 06:53:04.320807,1196.76,ACH,274d6a082abc4de091a10bc562745591,2be4d15f19b84aa5badda1176b8cd1ad,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
60e35d3efa814f9a83beb1dcf76f8ddb,00508ac94db04148a00821c0c89f124b,2b7789403a564f959b0cd52132046eb4,92089,2025-05-27 06:53:04.320807,1973.25,Check,274d6a082abc4de091a10bc562745591,07b3b50b36f44ae38fa1e5d8564d9c1d,system,2025-07-25 06:53:04.320807,system,2025-07-25 06:53:04.320807
289f63cc2bfe445c9a2f42589eaeb97c,3625b9aa8a4649e6b2283046fb700736,2b7789403a564f959b0cd52132046eb4,23781,2025-07-03 06:53:04.321805,2371.98,ACH,274d6a082abc4de091a10bc562745591,3b7e4a71968a4f3bb84b5a42d4eea76a,system,2025-07-25 06:53:04.321805,system,2025-07-25 06:53:04.321805
6c4279ac450e47fbaa782c59d8886a66,3625b9aa8a4649e6b2283046fb700736,2b7789403a564f959b0cd52132046eb4,72147,2025-06-10 06:53:04.321805,1490.64,Check,274d6a082abc4de091a10bc562745591,4f0beddb447044b5aecf52bfdb1cbb5d,system,2025-07-25 06:53:04.321805,system,2025-07-25 06:53:04.321805
d23de10125fd4e57ac1e4b8828d21d7e,98ce7708b04a4ca9a6857d6a391625fc,2b7789403a564f959b0cd52132046eb4,35888,2025-06-05 06:53:04.321805,2521.06,Check,274d6a082abc4de091a10bc562745591,1d64b97a6e36438c9bc66e31e6d0347c,system,2025-07-25 06:53:04.321805,system,2025-07-25 06:53:04.321805
e38e42c183084c17a0323afc51e0f1c5,98ce7708b04a4ca9a6857d6a391625fc,2b7789403a564f959b0cd52132046eb4,99429,2025-06-29 06:53:04.321805,2488.8,Check,274d6a082abc4de091a10bc562745591,a7060a48ea57466d8bc3bc11e7b6250b,system,2025-07-25 06:53:04.321805,system,2025-07-25 06:53:04.321805
21de6cfc5ec34d11a805139a01604ecd,15dda32c83cb456c971ac9459d964a48,2b7789403a564f959b0cd52132046eb4,58525,2025-04-26 06:53:04.321805,1420.79,Check,274d6a082abc4de091a10bc562745591,57fd2f66847e443d9877f067a5fdc302,system,2025-07-25 06:53:04.321805,system,2025-07-25 06:53:04.321805
b3d64654f9964336819d778024e14648,15dda32c83cb456c971ac9459d964a48,2b7789403a564f959b0cd52132046eb4,55590,2025-06-03 06:53:04.321805,2064.89,Credit Card,274d6a082abc4de091a10bc562745591,ebcc03ed934e4edc83309774cd1dd344,system,2025-07-25 06:53:04.321805,system,2025-07-25 06:53:04.321805
e9d91a956b4747c4bd15e5df5ab9f62f,6aee388544bd4697b9b602894710464a,2b7789403a564f959b0cd52132046eb4,22569,2025-07-04 06:53:04.321805,2270.98,ACH,274d6a082abc4de091a10bc562745591,d971b3e2c4264029ab312da05cf2bf48,system,2025-07-25 06:53:04.321805,system,2025-07-25 06:53:04.321805
cebab204b89f41e39268bb68fc7a973d,6aee388544bd4697b9b602894710464a,2b7789403a564f959b0cd52132046eb4,60317,2025-06-11 06:53:04.321805,1367.06,Credit Card,274d6a082abc4de091a10bc562745591,c9c111617e994e2eafce32255991f2c6,system,2025-07-25 06:53:04.321805,system,2025-07-25 06:53:04.321805
6dc78b4efe87406b9073633a15737837,95bed2d5e50e426582465e2d56604e3f,2b7789403a564f959b0cd52132046eb4,20698,2025-06-16 06:53:04.321805,2562.34,Check,274d6a082abc4de091a10bc562745591,e45ded6888bf4245bd49f761da5b7439,system,2025-07-25 06:53:04.321805,system,2025-07-25 06:53:04.321805
0a8c3029c2364753b26f0ee61db88405,95bed2d5e50e426582465e2d56604e3f,2b7789403a564f959b0cd52132046eb4,91296,2025-05-30 06:53:04.321805,1228.93,Credit Card,274d6a082abc4de091a10bc562745591,fd2c45608f424245bf225185f125a6b6,system,2025-07-25 06:53:04.321805,system,2025-07-25 06:53:04.321805
0a2a036eef4b4f5991bd2eaabf215d8d,06823487fd8d4433b794d1a0ce268d79,dadc31edd06b4e2faf8cb2b585805800,48599,2025-05-30 06:53:04.321805,1644.71,Credit Card,274d6a082abc4de091a10bc562745591,eb2d4369f3cb4022a07d6c8bddb81511,system,2025-07-25 06:53:04.321805,system,2025-07-25 06:53:04.321805
42227b8040ea4787bebe422be74010cd,06823487fd8d4433b794d1a0ce268d79,dadc31edd06b4e2faf8cb2b585805800,54343,2025-06-18 06:53:04.321805,2464.85,ACH,274d6a082abc4de091a10bc562745591,b13aba328b36460daf9ee4ee07d69a43,system,2025-07-25 06:53:04.321805,system,2025-07-25 06:53:04.321805
279847a71c1a4d459baa3e90876035fd,2bf9b9e64ba8483b8bf9d911579ba7b0,dadc31edd06b4e2faf8cb2b585805800,91058,2025-05-11 06:53:04.321805,2874.95,ACH,274d6a082abc4de091a10bc562745591,c2680b073def423da144c816182f3916,system,2025-07-25 06:53:04.321805,system,2025-07-25 06:53:04.321805
2d9038d0af264994a6459a4c9b4e0bc5,2bf9b9e64ba8483b8bf9d911579ba7b0,dadc31edd06b4e2faf8cb2b585805800,95028,2025-07-19 06:53:04.321805,1167.53,Check,274d6a082abc4de091a10bc562745591,e5f7fe71baa7490590a74dac23d4111b,system,2025-07-25 06:53:04.321805,system,2025-07-25 06:53:04.321805
7c4194e7254e4e598f9ef5e112506013,6a0058695d3e4637bfb5640a43d3aa84,dadc31edd06b4e2faf8cb2b585805800,25585,2025-06-28 06:53:04.321805,2908.76,Credit Card,274d6a082abc4de091a10bc562745591,556068cd41044038947c90466d3b7458,system,2025-07-25 06:53:04.321805,system,2025-07-25 06:53:04.321805
5a8f452da39d4013ae9adcd4c5e11293,6a0058695d3e4637bfb5640a43d3aa84,dadc31edd06b4e2faf8cb2b585805800,28628,2025-06-12 06:53:04.321805,1361.23,ACH,274d6a082abc4de091a10bc562745591,19bebcb95fd2451881b16baa72d942a8,system,2025-07-25 06:53:04.321805,system,2025-07-25 06:53:04.321805
e19a2b173aa64f2dac439500b66d190e,94da469ec9fa44a6ae0c28e33854a8a1,dadc31edd06b4e2faf8cb2b585805800,77541,2025-07-10 06:53:04.321805,1132.05,Check,274d6a082abc4de091a10bc562745591,63373d70f7674ef28b47f1cde25fb98c,system,2025-07-25 06:53:04.321805,system,2025-07-25 06:53:04.321805
2c7e0d2df82b4881a2c65f3e1e49caf1,94da469ec9fa44a6ae0c28e33854a8a1,dadc31edd06b4e2faf8cb2b585805800,12574,2025-05-24 06:53:04.321805,1240.63,Credit Card,274d6a082abc4de091a10bc562745591,52171cec7fbb48f0b6292c3b8624b633,system,2025-07-25 06:53:04.321805,system,2025-07-25 06:53:04.321805
0021a5c810004266a69b56ceb130f998,f26bd77964de4d70a9dc7da0b91b7a61,dadc31edd06b4e2faf8cb2b585805800,84314,2025-07-04 06:53:04.321805,2919.23,ACH,274d6a082abc4de091a10bc562745591,0fa8d2b964f84ba8a0ba89313d7eb137,system,2025-07-25 06:53:04.321805,system,2025-07-25 06:53:04.321805
c261f843d5244bf79e415b480e3cc5d1,f26bd77964de4d70a9dc7da0b91b7a61,dadc31edd06b4e2faf8cb2b585805800,25465,2025-05-19 06:53:04.321805,1223.58,Check,274d6a082abc4de091a10bc562745591,6d79435117ac4368afee2c6b9f168743,system,2025-07-25 06:53:04.321805,system,2025-07-25 06:53:04.321805
c9d82193c9224379bc94b3634ce34e90,a1b3535ec43a4de28b323e75d39a50a8,dadc31edd06b4e2faf8cb2b585805800,59656,2025-05-22 06:53:04.321805,2955.09,ACH,274d6a082abc4de091a10bc562745591,c96cd08efa5c415fb0b381a8a8eae7e3,system,2025-07-25 06:53:04.321805,system,2025-07-25 06:53:04.321805
5e15a11fd35e43faae731e432a504148,a1b3535ec43a4de28b323e75d39a50a8,dadc31edd06b4e2faf8cb2b585805800,14285,2025-07-09 06:53:04.321805,2892.25,Check,274d6a082abc4de091a10bc562745591,eec176d3b696489589fe4080461cbfdf,system,2025-07-25 06:53:04.321805,system,2025-07-25 06:53:04.321805
34259f40b3804924a2544401fc0483ba,2565668f00194b54812456e1ad91e972,dadc31edd06b4e2faf8cb2b585805800,17429,2025-06-08 06:53:04.321805,1710.31,Credit Card,274d6a082abc4de091a10bc562745591,34eb98cce50744bca1864c53b5e00cc2,system,2025-07-25 06:53:04.321805,system,2025-07-25 06:53:04.321805
30df83c939a54c30af8e64b17b676328,2565668f00194b54812456e1ad91e972,dadc31edd06b4e2faf8cb2b585805800,14783,2025-07-07 06:53:04.321805,1550.59,Credit Card,274d6a082abc4de091a10bc562745591,273b6207f5d24098ad5d3e113340f5ae,system,2025-07-25 06:53:04.321805,system,2025-07-25 06:53:04.321805
