id,invoice_id,vendor_id,check_number,check_date,amount,property_id,gltran_id,created_by,created_at,modified_by,modified_at
66f30ec76739459ead945dd373f5354c,03db3a135a4f47328da2c260eaf332a8,9ae12fda28c643e38cc67d41a884ca65,42952,2023-11-01,2755.74,274d6a082abc4de091a10bc562745591,ddfe974b303848aeb4487cfe04a29f87,system,2025-07-25 06:53:03.921205,system,2025-07-25 06:53:03.921205
51ca12c9567a4d90aec519cd53e78d07,1f247605f484498891665cd0ef1616aa,07f1bf04c66f401abe4107bd58dd052c,35981,2023-09-22,1961.51,5924eaa726a84810bf924defa86d1b07,5f3c5f51ca8d41499ee19b9f11f300ba,system,2025-07-25 06:53:03.921205,system,2025-07-25 06:53:03.921205
bd0a39854e8644d8ade25934cb225a13,34cf5ba2d1f14daebb743bc19c90b81a,a8086050518e488f9f92d991f5809ed3,25953,2025-05-29,4875.5,b17b65f2c5154ec2b379033c9180ba4b,90877432de074d30898c25ab75b965d7,system,2025-07-25 06:53:03.921205,system,2025-07-25 06:53:03.921205
0eb8eb0fabd64cd8afe1ba80b9f95670,a86a66cfee854d73bc298b7e67d8445c,11cc511ad4b14426ad647677631e43a4,76115,2024-08-27,7080.94,e3ce7e063f834f949b6b996e03d33e3a,cdf68654ed894b8fb42378b77dd1ff69,system,2025-07-25 06:53:03.921205,system,2025-07-25 06:53:03.921205
7a26a1cd4df74c9a825652c1380720e8,c3cce9fe81544f5e82d2be0fbd68f565,7b7d30dbc51e44d581ab1f294bb7a316,71743,2024-10-05,7579.05,274d6a082abc4de091a10bc562745591,ce618ab6eb424656b5cc393463fc9dd1,system,2025-07-25 06:53:03.921205,system,2025-07-25 06:53:03.921205
614cb7766f234f4e9e63b27bad779178,2bc27392c90344ee9304e658ec1f59ed,b43a3fdc4eb14b718ad99732869ecbcc,11677,2023-08-05,8395.05,31d40cce933e4e29ba710bd36504efd5,0374424ef23846eb85696ad0dbf42aba,system,2025-07-25 06:53:03.921205,system,2025-07-25 06:53:03.921205
0f2211471c9e48d690e8dd36fe6644e9,23ab4a698cf34475acdbe6e01b1c59ae,86449bcbe304481b83b2185f090c945a,94706,2023-12-03,4165.8,cab495652c284c9da365f44746442796,9633f3f841794a2dab2f4672f121e4aa,system,2025-07-25 06:53:03.921734,system,2025-07-25 06:53:03.921734
7285c17415a144678d7082a3ff714e14,4a2097a5061942d1b8da90492c15f97d,b43a3fdc4eb14b718ad99732869ecbcc,94898,2023-10-31,9685.41,8f486bc8858a4648b9ca4827ee74ba99,9aad1e21ae564461bf508c996b316e5d,system,2025-07-25 06:53:03.921734,system,2025-07-25 06:53:03.921734
6aa6711cf2ae42609de4ead5d710d248,61658f234d4649948789ad99c8d1449e,8225168d726d4bf7bd6d8e5b0bc53db0,55440,2025-06-10,1341.65,d7afc3d42ccf47e08b6f18a05b065e89,c55215d786c940bd877228bbd1619ff0,system,2025-07-25 06:53:03.921734,system,2025-07-25 06:53:03.921734
9a2e9bfb777a4676915b21ff25cdae2f,527bb49dbcc54604945d7441b81865cd,ca9ef05fe5da4f0cb4ebf65d09ae9d7f,15275,2025-04-29,9344.16,ec8d76169b9f47968c394937e8575aac,26f95bd203464c35a543f7c2fdc277c1,system,2025-07-25 06:53:03.921734,system,2025-07-25 06:53:03.921734
8a32fd8cb03b40b59bed7736bd1d0259,ee7d82273692472fb44e8af5c2f96109,ee428372d0c34800b393a686cbe04929,91383,2024-08-15,6777.96,589a3f06b32c446fa8c5b48791248c80,70151aceb2b847bc9d6c7ff588b279f7,system,2025-07-25 06:53:03.921734,system,2025-07-25 06:53:03.921734
cb436d4c3c6e40b9a60fe126dcd1832a,1fbd6100164c47cba9d0a1cf23876ab5,1e7b8c6263df4c739a05831fb9296862,82039,2024-05-23,4111.84,46e535dcbe0e4f4987c3331c6100b45b,2524684f1df748dda41001677eccd2d9,system,2025-07-25 06:53:03.921734,system,2025-07-25 06:53:03.921734
49bebda50a7448348174fa919197847f,ef73bc475b04461da3b628dc5a64085a,8225168d726d4bf7bd6d8e5b0bc53db0,31250,2023-10-27,4750.57,a2285cbe4eb9443d8ff64c6927f2bff8,90139af6794a4f09a8dc38d2b29264b0,system,2025-07-25 06:53:03.921734,system,2025-07-25 06:53:03.921734
4c1984e490a94af0bf85be9844047350,f3ca59d2b7df476d8fb3012c468da37f,4c897dbb8e9b441997ac3138ad4fa1dc,29215,2025-05-14,4489.76,a62adeef7b324fb09be6d6e5e6bb1ce0,8f1236d327944807a7d2b5e944987222,system,2025-07-25 06:53:03.921734,system,2025-07-25 06:53:03.921734
9b7f155f74834bfb87ebc6ba5add6076,06485a8b84c544eea2554296a443a2ef,e0b02a15d0d2491b8dbf2050822d0dd6,18556,2024-08-03,9614.56,ac9d42d6c4184de2bcc4b31d6527ac7c,1a42115db3d04af2ba82e9994a46620c,system,2025-07-25 06:53:03.921734,system,2025-07-25 06:53:03.921734
2e4b535b6c8a4a36bf7fe9660ca28f02,bccc0477bb7845999948734c18a0fed5,ca9ef05fe5da4f0cb4ebf65d09ae9d7f,63302,2024-06-10,9546.85,ff93ad65cf104e1287ca24cd181819e7,6d8787b08aab472da0a65fabb6abc6f9,system,2025-07-25 06:53:03.921734,system,2025-07-25 06:53:03.921734
90b2c01d61314187af57a9e093d7238c,d0d1c6b0d18149d1aa9d6a1d4bd33818,9b5cb09f865d4d5284b9cf943871e85f,28185,2023-11-27,1480.78,274d6a082abc4de091a10bc562745591,6c56e61971344b4689b67999d594723b,system,2025-07-25 06:53:03.922269,system,2025-07-25 06:53:03.922269
306a231f6a0a4333b9f151add113c517,831edcae9bb84aadafe80fb5a4eab24b,4cdffcb306694510b79d9edde7eb5b9d,59122,2024-10-23,3002.64,c1ca754d15e2405c8b15f05797349756,493e7d20c5d34fa58cfa504642995aed,system,2025-07-25 06:53:03.922269,system,2025-07-25 06:53:03.922269
aeca651899814807bbf19e9bd7b1c3d2,e885825879ab49d3a04778f0be0419ea,bc990b188e604b53985e80834f5a7548,91382,2023-10-07,4769.68,ac9d42d6c4184de2bcc4b31d6527ac7c,ee4c3e2ac0514aa48169ce1de4b2fce9,system,2025-07-25 06:53:03.922269,system,2025-07-25 06:53:03.922269
1e015f7fb2ff4766865972f30f624e34,94257375d1184761b394b66463093827,1d9b4f22dcc94255abfcb93e57372bef,39097,2023-12-04,8985.55,9a93900714534953aef7c47af83d5d53,835f8a8bf78b43d396ab21a94407f919,system,2025-07-25 06:53:03.922269,system,2025-07-25 06:53:03.922269
d9a3ab0348c649608696494b70ef9c71,37809b73b83841c495ac5e75c3e984ff,7b7d30dbc51e44d581ab1f294bb7a316,32744,2025-05-10,931.62,9a93900714534953aef7c47af83d5d53,6ce7defcc8ea465db9e6e99411ec0add,system,2025-07-25 06:53:03.922269,system,2025-07-25 06:53:03.922269
6b54aaf0ef554453b9a2b8a480dfd4c2,3861895dcf15488596e4fd7a30181179,5783da00617742a482127176f5890e9a,33700,2023-10-12,2468.67,589a3f06b32c446fa8c5b48791248c80,b7e86e0a7b344fb3b6788720240c190b,system,2025-07-25 06:53:03.922269,system,2025-07-25 06:53:03.922269
5e97568ce34d4ac2ae86f9141a002d57,87d96a7eabe1403a87be884840cfd342,1b3cb7d8ac204b8496562e30f41c77bf,46011,2024-05-26,6091.43,57e217c5387d4711815590f353ad5421,55faf492fd474c91b57534556ca3216e,system,2025-07-25 06:53:03.922269,system,2025-07-25 06:53:03.922269
4c0ba36d2f9f44f9acd559c50be4ed77,aaaf4c5b13cb4c35b89eb066ff382377,d68a3ceb9066485595d29d5104746ed1,11141,2024-06-21,7705.01,31d40cce933e4e29ba710bd36504efd5,a864d08bccce4d43bac0a77edcdf7339,system,2025-07-25 06:53:03.922269,system,2025-07-25 06:53:03.922269
eff9482e722348a1860ec5a2273c283c,3ea65a70b5dc43fb8eedeb249dbc6727,b5d7335dc051465dba4538582cd33b10,78228,2025-04-30,5080.05,3ead7e7aea814dc3ad70aa712ca0982f,aad0009fb3d94d3ea7392f60471a3034,system,2025-07-25 06:53:03.922269,system,2025-07-25 06:53:03.922269
5cb99bc25a834eeda5aa4a4c51be36af,af3d843eb51e49288b212122528a0c7e,1d9b4f22dcc94255abfcb93e57372bef,48624,2023-09-07,4026.18,c1ca754d15e2405c8b15f05797349756,95a205ff2e4e4c13b4ece56a83113392,system,2025-07-25 06:53:03.922269,system,2025-07-25 06:53:03.922269
354633c4c4d943dc8813a0aec2d5f548,4d3dfe1f9c4a4d03a0d95df530c98c92,179dabbb02824d9480e318f85883c055,93199,2024-06-10,8595.08,a83b7e8b0fc84a089f9ee52f61a0e51a,9d22498e8d9f499c8cf37ea06b368b10,system,2025-07-25 06:53:03.922850,system,2025-07-25 06:53:03.922850
735b3730d51f4fd6b3d1f3316dcb4831,96f11909b96a4b49843bff60ade436b9,4cdffcb306694510b79d9edde7eb5b9d,12153,2024-02-04,725.86,e77519ac0c9240ac81c888a23bd9a472,2c84aca29b7d408fad8f598cb91c5672,system,2025-07-25 06:53:03.922850,system,2025-07-25 06:53:03.922850
ea97bfe6c9524646bf9aef12053054e0,59372fe6e44b4b83b43d058686d16f16,54309f439eae4553a68cba8f15ff6ff4,95010,2025-05-15,5444.07,9a93900714534953aef7c47af83d5d53,d3d48a10696c4612b5496f85056423a5,system,2025-07-25 06:53:03.922850,system,2025-07-25 06:53:03.922850
51fd8d433f63493cae4b49bbb3737f72,713be1c03e0d4bc0b38841491de6955e,537aa53bd2224cb883592b0b9c214fd1,75271,2024-12-16,4221.41,274d6a082abc4de091a10bc562745591,5deb98a6bce74acba68fa70b7bbd231c,system,2025-07-25 06:53:03.922850,system,2025-07-25 06:53:03.922850
ace923c597db43389866e64d3dac5880,94df54aa0c9c4277af93ddae9c1aaaab,89c4bec2033443ebbe36171b120831cb,48612,2023-12-12,2862.94,f9a6e806e0e34f04889e8c74834e2ef2,018e77b4c36c4708b1353ecdf5816886,system,2025-07-25 06:53:03.922850,system,2025-07-25 06:53:03.922850
fcb3e4c93e0f4c06955296cc53cb0d14,8101f834f0104ba2ae2f099ad8f3c2ac,ee428372d0c34800b393a686cbe04929,85261,2025-04-25,784.13,ab97adf4517f4a39a1c91c19ab1367fe,bc06f91d035e4f4395ea152499ed1f5d,system,2025-07-25 06:53:03.922850,system,2025-07-25 06:53:03.922850
db2da74ab56e46afa92ee9f26a91ded5,76522fe1221f4378a610598c070c4958,a3995baec42c42bba09debbdc8e84244,36085,2025-04-25,6343.34,57e217c5387d4711815590f353ad5421,310d91800d704835b7778758f8c3e555,system,2025-07-25 06:53:03.922850,system,2025-07-25 06:53:03.922850
c00248612e8b47dfbec442134d43bc39,08caccb6ebba4a2a9db3fa9a75d7d257,8225168d726d4bf7bd6d8e5b0bc53db0,79571,2025-04-17,9920.1,121658313446400d961ab5f4e8adbf04,07c13b7ec257414a8218f1a1a2aec04e,system,2025-07-25 06:53:03.922850,system,2025-07-25 06:53:03.922850
b759a759e51043268d27809d18e984bf,763a1a546be14823bac4bcdbf9570fb6,86449bcbe304481b83b2185f090c945a,41847,2024-02-19,9908.51,589a3f06b32c446fa8c5b48791248c80,128bcb3a61b54e38b4ac68d1facc89ee,system,2025-07-25 06:53:03.923416,system,2025-07-25 06:53:03.923416
669f233fb7c145b48f7ee3879bf4ca9e,52838625118d4bc4810d6a05fac383a9,3438a4dcd56c420da07956b9277d53b0,44732,2024-12-04,7085.28,ec8d76169b9f47968c394937e8575aac,80e4b284795a412c84771facb645a6b1,system,2025-07-25 06:53:03.923416,system,2025-07-25 06:53:03.923416
fb577255b5d24792a17de78be2ab9d22,29c5e2a8d6e244cf96a74fba5fe0c2f8,df2e959497eb4204b514cd1df7e8c15e,20481,2025-03-10,1989.24,ea2f0fc90e65423498b01b174798b47b,78b5eaac106a45eb845b7d16ca421f8e,system,2025-07-25 06:53:03.923416,system,2025-07-25 06:53:03.923416
eb6500e80e394b3091e076b38d4dbee4,706b1940ea3149709ba213c69de3f0ec,5faee9fb02454e668fe6128c993761c7,63357,2023-11-11,6502.45,ab97adf4517f4a39a1c91c19ab1367fe,df25f72fa19444d1a336ba915f338ba8,system,2025-07-25 06:53:03.923416,system,2025-07-25 06:53:03.923416
d44fc96ff87646a6851f648532ebf3d6,cd0af69e28be48eeb945b867a0eebf26,45cab98fc1764cf68c6d61ccc2d1715a,28357,2024-06-27,854.87,6f86ccdb6587431eacce5e5ead5db795,fb96b27ec99e4f36a04c644a927b1bb0,system,2025-07-25 06:53:03.923416,system,2025-07-25 06:53:03.923416
3ed74d8d86f747c28baaec2aae8c2472,d5d28ef24c8847dcaa991fe54339919d,ed2309c2f90b42b480d72fc7953bd527,41776,2025-07-13,4036.66,cab495652c284c9da365f44746442796,37192c9d025d47d0a7b8d4bcfe52e986,system,2025-07-25 06:53:03.923416,system,2025-07-25 06:53:03.923416
864ff07b516744bc8678e8810fb8992b,2f2f021c64204ba4b9df0aa524af2b33,8be75ee471204d47a205e23cd990be72,29072,2025-06-06,5427.24,ea2f0fc90e65423498b01b174798b47b,e4ed95cf26ed4429891bb021893afd3d,system,2025-07-25 06:53:03.923416,system,2025-07-25 06:53:03.923416
88930ba8a1604c6cbaff3bc6046d6ff8,9cbdc4cd3a7548f9994ff4829426d726,a3995baec42c42bba09debbdc8e84244,51990,2025-01-27,3699.74,31d40cce933e4e29ba710bd36504efd5,a0ba5b8e16a048e181353653a3c0a512,system,2025-07-25 06:53:03.923416,system,2025-07-25 06:53:03.923416
a445779eeadc4b788e2e9f7b038218d4,d5cb96ffb961490b92c24b8bd9a7b056,095a06ac320c48af88692590930ef4e4,94742,2024-09-19,8573.11,eb4235c3a65c417d981ccea9ad76839b,f0ece4958c0346b799f27ed623e41566,system,2025-07-25 06:53:03.923416,system,2025-07-25 06:53:03.923416
908e732670034fc6b106b2c1df398c26,af75d9265e8047b9b4b1260279bbc602,a8086050518e488f9f92d991f5809ed3,27410,2023-11-12,7827.58,9a93900714534953aef7c47af83d5d53,17b6007fcf4f4081a18a52b9021c79bf,system,2025-07-25 06:53:03.923416,system,2025-07-25 06:53:03.923416
000d8aa487a645d6b02003732515000d,049915733240406bbc94d7c84af0a2ef,dce9673442e04e4f97aab18f69ea7898,76829,2023-09-30,8096.75,80a91db642c348cf8715bba4ae06654c,5d29c2afe1b344a9b7e8ce33eb47f113,system,2025-07-25 06:53:03.923416,system,2025-07-25 06:53:03.923416
9c5ea0fed30a45549bff17d3afc0e717,ebb380969bcc4969bfb5086582257eb1,1a931f1281c845ffbd729d42c75a09c6,75494,2023-10-29,4213.63,9a93900714534953aef7c47af83d5d53,fc32944f364a4a049ef849b7890d8f59,system,2025-07-25 06:53:03.923981,system,2025-07-25 06:53:03.923981
33d373b2e7ce4a85b6781b15b15b621f,28e87cee498849f3b5d657587346e734,45cab98fc1764cf68c6d61ccc2d1715a,46214,2024-11-08,7093.76,8ae5f2dcfd0b48c985ce63f89565692d,63753b6926594e2aaa3774a95a1ce0c8,system,2025-07-25 06:53:03.923981,system,2025-07-25 06:53:03.923981
940936bbeae44a688f18255f8a5c5249,ac22cc45356345768dc57d761645c4df,095a06ac320c48af88692590930ef4e4,50400,2025-03-22,2318.23,2395b8d0efeb4dffb04d34dbbe0245ae,915a5b286d1f402ea839d0f6566c1584,system,2025-07-25 06:53:03.923981,system,2025-07-25 06:53:03.923981
09ff60cf4fc9421eb2edd3cfa06cfc00,10e87b8ccd904262802b664275b5cf5b,214a551cd0884d3c846517ab7a49aa0f,13369,2024-01-25,7106.78,e77519ac0c9240ac81c888a23bd9a472,4ed8efc6ca004c578eb7e6a693ce23e2,system,2025-07-25 06:53:03.923981,system,2025-07-25 06:53:03.923981
f3b225315aee425ca57968d97ad616b4,3828295e1c3543178d590b57a5fa0319,dce9673442e04e4f97aab18f69ea7898,28378,2023-08-02,6860.59,5924eaa726a84810bf924defa86d1b07,e6c0c5182ed04cad8203ae1cee03f360,system,2025-07-25 06:53:03.923981,system,2025-07-25 06:53:03.923981
fce3d0beac674168944b538176672ad6,14629d78a90d4266a92ec79e24795056,1e7b8c6263df4c739a05831fb9296862,84635,2023-09-21,2987.42,0687eadad7804f2bb178e5e8b81c0140,2ce2cfbee62b4922baaa336e16324ab9,system,2025-07-25 06:53:03.923981,system,2025-07-25 06:53:03.923981
bc76783f321446d8ad75dc1511f59f82,776f42541e9c48b79e4ada29c82487e3,07f1bf04c66f401abe4107bd58dd052c,24722,2023-11-10,5398.85,274d6a082abc4de091a10bc562745591,ddde7416e4864295bab665144ccf18e9,system,2025-07-25 06:53:03.923981,system,2025-07-25 06:53:03.923981
1c5be673ea0a426197088e786b9ff364,88896e568d234d8e9bb524d65c480c92,15b503700d7b420a9ead8480bc7e9dff,35778,2024-12-24,7125.37,8eb85a024141495fbb3adfe0c039e8de,e214a6c4801f4c8192c05c07372747b3,system,2025-07-25 06:53:03.923981,system,2025-07-25 06:53:03.923981
0a982a4c31ba4c91a519fa6353918676,e0a98c85b1f545cbbbea49c2680f7d12,e8fac5db482046d4acd3f0104033cdf6,37621,2024-08-05,4726.88,eb4235c3a65c417d981ccea9ad76839b,101639c506b34d3bbf62f74ba9c47e16,system,2025-07-25 06:53:03.923981,system,2025-07-25 06:53:03.923981
4b47197a0ce2459089aab2ada0c01cda,f90980c94f44438eb916fa3886958409,3438a4dcd56c420da07956b9277d53b0,27825,2024-05-20,4779.14,becf4cd792664380833150e058c01fa4,9612ee1f05ab45a5a4fccc5ce4137ad8,system,2025-07-25 06:53:03.923981,system,2025-07-25 06:53:03.923981
2e347ecc1a0d4063ac2a604fbaccf90a,8f46e12a039a442f9d21320b55e3b970,884cb8a5a4ec4c74a42766eaebf3b3be,29903,2025-04-30,1450.83,770ad6e9012d4010b2a18344f718c7e0,110ec56f64694d6ea88cc0a1d499b530,system,2025-07-25 06:53:03.924556,system,2025-07-25 06:53:03.924556
c8675319952f4308b808cea56e8b561c,4b301fc60dc441bb867fa65b136fadfd,f462aa864f344a4787ec1ff3bb94374b,72723,2024-06-15,1157.49,2395b8d0efeb4dffb04d34dbbe0245ae,853f8b989a7043b891c6aead2bf5d02d,system,2025-07-25 06:53:03.924556,system,2025-07-25 06:53:03.924556
e48d688233b04318ad41282457c6f814,72c27674682241b289245764af0ad459,b43a3fdc4eb14b718ad99732869ecbcc,65440,2024-03-28,7747.81,121658313446400d961ab5f4e8adbf04,726d3b79b8f04a2ab7146bf481ec159a,system,2025-07-25 06:53:03.924556,system,2025-07-25 06:53:03.924556
4d265c05649747c09db7c0ab8d0af29a,72d2263dec0a4595ab5067c0a8ee533a,8225168d726d4bf7bd6d8e5b0bc53db0,12682,2025-03-30,9490.48,ea2f0fc90e65423498b01b174798b47b,226877da676642bf836117d2ac798659,system,2025-07-25 06:53:03.924556,system,2025-07-25 06:53:03.924556
b1d5fdb8b82c4932b03f2faed2085278,fb1db801989f437ab87cdb3ec09170dd,ec0ae30481fb45e6a33c9d0976f3cfa7,37131,2024-04-13,759.55,fcd7c1f4bc7a4989bcbf95f233d6372e,b0e136cd771d4c61885aab699f692403,system,2025-07-25 06:53:03.924556,system,2025-07-25 06:53:03.924556
3c98b7d30eb14650800bed9515f16f84,614bcb66173744a190bebe02d7ca65b7,510c7f5567da49428870bbf03942f0a2,86844,2024-07-06,7176.82,8eb85a024141495fbb3adfe0c039e8de,3ba5c328bfe649129d584034d28879c7,system,2025-07-25 06:53:03.924556,system,2025-07-25 06:53:03.924556
de42deb66a984fcbb3d3d70f96dd5bf5,a01e27e0290a474a84f5aed74a84cdb1,577ead65184a494d9b9ae587cc7ad7b7,33630,2025-05-08,2793.64,e7660be5536c4e47a8a022f0bd2edb59,37a4c8e8b4c7421197aa31d3b34721b0,system,2025-07-25 06:53:03.924556,system,2025-07-25 06:53:03.924556
216a0613c6264574af3b67c88446c8af,179a5a2445c942c78bec444ee909d503,5faee9fb02454e668fe6128c993761c7,26141,2024-10-28,9966.28,ea2f0fc90e65423498b01b174798b47b,81b4b05261154e679c64e293ba025caa,system,2025-07-25 06:53:03.924556,system,2025-07-25 06:53:03.924556
3a77d494ddf24ae799cf4f38685cf095,bb32646b0d6e4534aab1eb3d0568561f,8f1f48dbfe1545aab9224ee3d7ee50d8,83754,2024-07-02,8829.73,d2487532722d440ca9398034ae92ec04,247451da585a4b4ea79be7ede371afdb,system,2025-07-25 06:53:03.924556,system,2025-07-25 06:53:03.924556
9d666d99f5fe4f8eb5adcf6d75f8ff6f,043d4756466347c59ab3797b6cdc74d5,8225168d726d4bf7bd6d8e5b0bc53db0,23559,2024-10-10,5333.27,e77519ac0c9240ac81c888a23bd9a472,754c62ba3c424d7792eff36a1e153efe,system,2025-07-25 06:53:03.924556,system,2025-07-25 06:53:03.924556
1310740e7fad4a8083267d8c85522b35,aafece270b4948a0be11c1b60d83b4b8,1a931f1281c845ffbd729d42c75a09c6,63839,2023-11-22,4350.23,121658313446400d961ab5f4e8adbf04,1cfe3d86239243d8a5a367f9eda28288,system,2025-07-25 06:53:03.925116,system,2025-07-25 06:53:03.925116
b347230de9a847989d3fb50043095ad0,8bee412de4ca4efea21c18f09d5c216f,b43a3fdc4eb14b718ad99732869ecbcc,52840,2024-01-25,8080.36,c1ca754d15e2405c8b15f05797349756,ddf60af5141d45dd933b1d69093b7dec,system,2025-07-25 06:53:03.925116,system,2025-07-25 06:53:03.925116
edd8c9e3becd4e21b2b95cb386cc5f82,7ef2f90770174265ae02a18c4b6a4aa3,8be75ee471204d47a205e23cd990be72,75602,2025-06-15,1551.16,d2487532722d440ca9398034ae92ec04,96d25dc5c318473894599667527a06bd,system,2025-07-25 06:53:03.925116,system,2025-07-25 06:53:03.925116
872228348fb747809254d0cfa44243dd,305625d320f7488e875848d39e2ddd95,1b3cb7d8ac204b8496562e30f41c77bf,14957,2024-12-08,2117.1,cab495652c284c9da365f44746442796,ef8d3b9163ee4b0e934c455df58bc9ce,system,2025-07-25 06:53:03.925116,system,2025-07-25 06:53:03.925116
abc82a6dc2464d308140539bd5173943,121928e5974e45aba220a8413ab78c9f,095a06ac320c48af88692590930ef4e4,60918,2023-08-06,4753.52,c1ca754d15e2405c8b15f05797349756,5b5f9378e08b47c7ab9ae93805ca19b1,system,2025-07-25 06:53:03.925116,system,2025-07-25 06:53:03.925116
c6e937be7c734aa2a2ae91cc793be4a4,4b5466ffcce74e4991d4dd506d8fabc2,884cb8a5a4ec4c74a42766eaebf3b3be,43815,2024-06-04,4053.24,9a1c6750e43242e48993c7bed757ae85,a8e3f4a50e684af98593820222994101,system,2025-07-25 06:53:03.925116,system,2025-07-25 06:53:03.925116
