id,property_id,unit_number,floor_number,sq_ft,occupancy_status,last_renovated,last_occupied,last_vacated,created_at,modified_at
c45230196c9740b5a61f693fe687c949,a2285cbe4eb9443d8ff64c6927f2bff8,22025,22,8975,Vacant,1993-12-19,2021-01-28,,2024-01-04,2025-02-07
df06de95dd1f40aa8f580e65ecd91420,a2285cbe4eb9443d8ff64c6927f2bff8,22026,22,8975,Occupied,1983-06-24,,2022-06-06,2021-02-27,2024-05-29
880302438e624f968585d34ba8c1960e,a2285cbe4eb9443d8ff64c6927f2bff8,13027,13,8975,Occupied,1979-08-22,,2023-08-09,2017-12-20,2018-01-30
db826ae7092c4e5fa90adb599c619f64,a2285cbe4eb9443d8ff64c6927f2bff8,06028,6,8975,Vacant,1969-12-09,2022-04-20,,2019-12-25,2024-02-27
2dfeb4cfde6942f7ab5ca0defd874e9b,a2285cbe4eb9443d8ff64c6927f2bff8,15029,15,8975,Occupied,2007-06-03,,2024-08-09,2018-12-08,2021-11-10
58f858715f26454598d9603331796fc1,a2285cbe4eb9443d8ff64c6927f2bff8,05030,5,8975,Vacant,2011-08-08,2022-06-16,,2018-04-03,2022-04-28
2b5e66a768094eb2b44addd51157e121,a2285cbe4eb9443d8ff64c6927f2bff8,20031,20,8975,Vacant,1984-07-19,2024-07-21,,2022-11-16,2024-09-10
5a5e3af6d7434578853347e020506409,a2285cbe4eb9443d8ff64c6927f2bff8,18032,18,8975,Vacant,2020-07-17,2024-03-19,,2017-03-28,2020-06-17
ab9b171879b84e25a8dc006656b19b64,a2285cbe4eb9443d8ff64c6927f2bff8,01033,1,8975,Vacant,1985-03-31,2021-01-30,,2021-07-10,2023-12-03
b454024f33984b9dad9571f45b352d38,a2285cbe4eb9443d8ff64c6927f2bff8,13034,13,8975,Vacant,2000-05-05,2020-11-03,,2024-03-31,2024-04-24
cefbfc212dfe46998a9d4aa4501b958b,a2285cbe4eb9443d8ff64c6927f2bff8,19035,19,8975,Occupied,1975-04-21,,2024-07-03,2021-06-15,2022-05-24
5f50533b1ab44059b8932ac8f07e1cad,a2285cbe4eb9443d8ff64c6927f2bff8,19036,19,8975,Vacant,2007-03-12,2021-02-03,,2019-06-30,2019-11-13
e66d03f762e04557bc85ac4895b18594,a2285cbe4eb9443d8ff64c6927f2bff8,22037,22,8975,Vacant,1982-11-26,2025-06-25,,2023-02-19,2025-05-29
65aee58510e94c86964cc517026966a7,a2285cbe4eb9443d8ff64c6927f2bff8,01038,1,8975,Occupied,1994-04-28,,2023-03-07,2016-01-04,2018-07-04
57109f5853f3411d97bd2a7ece6cc139,a2285cbe4eb9443d8ff64c6927f2bff8,03039,3,8975,Vacant,2017-02-26,2025-05-06,,2016-07-11,2023-10-17
1b4c7a89c55c41e0beb77cb9e41e0f8d,a2285cbe4eb9443d8ff64c6927f2bff8,21040,21,8975,Vacant,2018-08-14,2024-08-27,,2023-01-11,2023-02-16
59db7371aab2423084d99b7c177cf575,ea2f0fc90e65423498b01b174798b47b,19001,19,6506,Occupied,2015-11-16,,2021-07-31,2022-04-09,2024-04-01
53a8b62693bb4844a93810cc6ca30b6e,ea2f0fc90e65423498b01b174798b47b,01002,1,6506,Occupied,2012-09-20,,2022-03-12,2018-05-22,2018-10-10
45afc1d0e24b45d5a653b4380b8fd9df,ea2f0fc90e65423498b01b174798b47b,10003,10,6506,Occupied,2022-07-23,,2020-12-18,2020-03-19,2022-06-08
cc801fc4926a4160820cd1cf464dc9c2,ea2f0fc90e65423498b01b174798b47b,19004,19,6506,Occupied,2016-09-05,,2025-06-15,2022-04-02,2023-11-07
9cfbb112e53f4699868bbd3da353922c,ea2f0fc90e65423498b01b174798b47b,22005,22,6506,Occupied,2009-03-05,,2024-11-02,2016-07-09,2024-10-07
2e15bd0f72ac44659e3aec0ad322f197,ea2f0fc90e65423498b01b174798b47b,13006,13,6506,Occupied,2013-04-18,,2020-08-02,2015-12-23,2025-03-06
f1ff110234194c938296c6cfb5eaad49,ea2f0fc90e65423498b01b174798b47b,13007,13,6506,Occupied,1989-12-26,,2024-06-05,2022-01-28,2023-02-20
02b1701c35234ae1975e8d2ebe8d09a6,ea2f0fc90e65423498b01b174798b47b,23008,23,6506,Occupied,1994-12-03,,2020-08-17,2018-08-23,2023-07-01
ad22283ebf5e4e448ac130455cf014b0,ea2f0fc90e65423498b01b174798b47b,07009,7,6506,Occupied,2016-09-21,,2022-01-14,2019-09-01,2023-09-20
b54b212928f04968937df9cd1770f421,ea2f0fc90e65423498b01b174798b47b,03010,3,6506,Occupied,1993-10-10,,2020-12-19,2020-07-09,2023-09-13
658be06b084b4e30882b61b2b99388ce,ea2f0fc90e65423498b01b174798b47b,19011,19,6506,Occupied,2001-08-08,,2022-10-01,2016-12-25,2022-06-18
4b626ff0677c43d7976ef7e5dfc39e48,ea2f0fc90e65423498b01b174798b47b,23012,23,6506,Occupied,2010-04-03,,2025-04-20,2017-05-31,2018-07-19
a8fac6179d704eb08df4e0ee456127e3,ea2f0fc90e65423498b01b174798b47b,21013,21,6506,Occupied,2011-02-06,,2022-11-29,2022-05-23,2025-06-24
ecdc7f8534524097abb61c1bfbdc598e,ea2f0fc90e65423498b01b174798b47b,08014,8,6506,Occupied,2006-06-04,,2025-05-19,2023-01-26,2023-05-20
5b95e5d024db461097ab6bd1eee6eed1,ea2f0fc90e65423498b01b174798b47b,04015,4,6506,Occupied,2006-10-30,,2021-01-15,2017-11-25,2022-01-15
77764c35b0734a1faf8ac3d26c020266,ea2f0fc90e65423498b01b174798b47b,23016,23,6506,Occupied,2017-08-23,,2022-01-30,2018-01-18,2021-08-11
e9f669f5c89e45d3b08bf29206377308,ea2f0fc90e65423498b01b174798b47b,25017,25,6506,Occupied,2024-03-20,,2024-04-30,2017-04-14,2022-11-12
7a0bc8e2bbdb4c3687ec71c1fcc831f7,ea2f0fc90e65423498b01b174798b47b,10018,10,6506,Occupied,2002-06-28,,2022-09-10,2021-04-18,2025-06-21
471f19eb6aa34fae89608a8ff91c7592,ea2f0fc90e65423498b01b174798b47b,22019,22,6506,Occupied,1993-12-10,,2021-08-28,2016-10-14,2021-06-06
25ddc73ca11d4585bf27fd0b09a6e3da,ea2f0fc90e65423498b01b174798b47b,20020,20,6506,Occupied,2008-07-28,,2021-11-23,2023-05-18,2024-12-07
7674d48a89284da39b8671ca0d598880,ea2f0fc90e65423498b01b174798b47b,04021,4,6506,Occupied,1990-04-27,,2022-03-11,2016-08-12,2016-09-04
6f873124f2184b7da3d031d04d82ddba,ea2f0fc90e65423498b01b174798b47b,19022,19,6506,Occupied,2014-11-20,,2024-10-19,2021-02-02,2024-04-07
da3c2bbbca6449d38f444767642d0a91,ea2f0fc90e65423498b01b174798b47b,02023,2,6506,Occupied,2004-04-19,,2023-02-26,2017-06-30,2020-07-04
cac6f0d1de30447ca3caff02d7ac90e4,ea2f0fc90e65423498b01b174798b47b,12024,12,6506,Occupied,2018-09-29,,2021-01-18,2023-04-15,2024-12-21
df21553c0b7941f1a5118dae5564a62f,ea2f0fc90e65423498b01b174798b47b,18025,18,6506,Occupied,2021-09-09,,2022-10-18,2017-11-06,2022-12-31
5c853b81ad374446aa37015fefd92ff4,ea2f0fc90e65423498b01b174798b47b,14026,14,6506,Occupied,2007-12-18,,2024-12-15,2016-06-26,2021-12-23
a8e5f9c6ce384d438de586817dc54367,ea2f0fc90e65423498b01b174798b47b,22027,22,6506,Occupied,2020-06-28,,2022-11-15,2016-07-12,2024-04-04
81165db39322404292cce073c3d91a77,ea2f0fc90e65423498b01b174798b47b,12028,12,6506,Occupied,2003-06-26,,2021-02-10,2015-11-25,2018-11-06
dfdee7c068d74dcc8c1bc358938148c8,ea2f0fc90e65423498b01b174798b47b,03029,3,6506,Occupied,2005-03-02,,2023-12-18,2016-06-27,2016-11-14
78ea1d9288d54cd8b7988cebe3f71cc3,ea2f0fc90e65423498b01b174798b47b,17030,17,6506,Occupied,2015-09-23,,2024-09-13,2022-03-07,2022-08-12
bdc31bcfebd44a25a926b65d4e147fb6,ea2f0fc90e65423498b01b174798b47b,21031,21,6506,Occupied,2006-04-22,,2020-11-25,2023-01-17,2023-06-17
806804d04329459d83697881cae87705,ea2f0fc90e65423498b01b174798b47b,11032,11,6506,Occupied,2017-01-22,,2022-12-14,2017-03-09,2018-06-15
b2a8965cea8e47eaa5edb1112cbd799d,ea2f0fc90e65423498b01b174798b47b,01033,1,6506,Occupied,2024-06-28,,2024-01-29,2017-01-11,2019-12-08
618219fc923b4be3afc94184c9feeab7,ea2f0fc90e65423498b01b174798b47b,14034,14,6506,Occupied,2001-07-27,,2020-09-20,2018-04-17,2019-01-30
96cb9630174242dcacfb57d3996f953d,ea2f0fc90e65423498b01b174798b47b,16035,16,6506,Occupied,2020-03-10,,2021-05-16,2022-04-24,2023-12-22
0825fc10c8844bd5b4d1a0caf0476b14,ea2f0fc90e65423498b01b174798b47b,04036,4,6506,Occupied,2024-07-27,,2021-02-25,2024-05-18,2024-08-13
771f368b1a1248a38e76dedc1e4079da,ea2f0fc90e65423498b01b174798b47b,14037,14,6506,Occupied,1993-07-15,,2023-05-26,2022-07-03,2024-02-21
8c17d2021b194c8a8a589c7eb43dd76b,ea2f0fc90e65423498b01b174798b47b,12038,12,6506,Occupied,2002-10-18,,2022-02-14,2015-09-20,2023-06-21
6608723c07104c46aaa72d15a2317156,ea2f0fc90e65423498b01b174798b47b,21039,21,6506,Occupied,2008-04-19,,2021-04-13,2021-04-13,2022-11-03
09604711db30462685f04d353bc6698b,ea2f0fc90e65423498b01b174798b47b,15040,15,6506,Occupied,1995-05-28,,2024-02-03,2017-07-15,2023-09-30
3d68420556ef43a695ef29694e822d05,ea2f0fc90e65423498b01b174798b47b,23041,23,6506,Occupied,2018-06-21,,2021-05-31,2020-12-24,2021-05-05
1d3119a846564f759a47f7437e4c9793,ea2f0fc90e65423498b01b174798b47b,05042,5,6506,Occupied,1999-01-24,,2020-09-17,2020-07-14,2022-07-12
3c0ec2bd3d454f7690211b273e4ba777,ea2f0fc90e65423498b01b174798b47b,14043,14,6506,Occupied,1999-01-12,,2021-11-27,2016-01-24,2021-01-04
abc155911d0e4b6ebe1a670a7390b350,ea2f0fc90e65423498b01b174798b47b,06044,6,6506,Occupied,1993-12-23,,2021-07-14,2021-03-08,2023-11-17
398c85f5a8d044aabd7843dbcd1f2f2a,ea2f0fc90e65423498b01b174798b47b,24045,24,6506,Occupied,1998-05-08,,2022-11-02,2019-05-29,2019-10-07
9ac134d9c9c94dfa9fea005b15b721e5,ea2f0fc90e65423498b01b174798b47b,17046,17,6506,Occupied,2020-06-19,,2024-06-14,2023-09-24,2025-06-15
c71bd75e7a7e4c149a59ea16bb08f6e5,ea2f0fc90e65423498b01b174798b47b,21047,21,6506,Occupied,2002-03-05,,2022-09-13,2023-03-10,2024-08-15
1ea645257d2e45f89ac6ed9c82e9688f,ea2f0fc90e65423498b01b174798b47b,09048,9,6506,Occupied,1995-01-19,,2020-11-07,2023-02-18,2023-08-08
e0deb64e605c4dfcbd0d00acfc4d75d6,ea2f0fc90e65423498b01b174798b47b,20049,20,6506,Occupied,2010-09-14,,2024-02-06,2017-06-03,2017-12-16
0e5a350d69064622a2883c3c4afc2598,ea2f0fc90e65423498b01b174798b47b,18050,18,6506,Occupied,2001-07-04,,2022-11-26,2019-05-16,2024-06-15
760e17a16d0343228903e13b4e2db6e5,eb4235c3a65c417d981ccea9ad76839b,03001,3,4166,Occupied,2022-05-08,,2021-09-25,2017-04-28,2021-07-19
d72fddbfca5a4964a18b2c148b824389,eb4235c3a65c417d981ccea9ad76839b,03002,3,4166,Occupied,1996-10-30,,2021-07-26,2019-09-09,2023-02-07
757ecbcef07343c5910dc6bc936cdd57,eb4235c3a65c417d981ccea9ad76839b,03003,3,4166,Occupied,2003-04-11,,2022-04-21,2022-06-25,2023-04-23
4592830fbe6748bf84957208b736f705,eb4235c3a65c417d981ccea9ad76839b,02004,2,4166,Occupied,1992-04-04,,2025-04-18,2016-06-03,2020-08-23
89c9cb8d194b4cbc9a30c9998a857512,eb4235c3a65c417d981ccea9ad76839b,02005,2,4166,Occupied,2005-10-29,,2024-12-14,2024-04-19,2024-09-07
f8d2846dabd44365ad23e27b7ae8026f,eb4235c3a65c417d981ccea9ad76839b,01006,1,4166,Occupied,2024-12-16,,2021-09-18,2018-07-21,2023-11-24
05b61cd8ef35429791d721fec0fc3032,eb4235c3a65c417d981ccea9ad76839b,02007,2,4166,Occupied,1990-10-14,,2023-09-19,2019-10-01,2022-09-19
c74abd2f7dcd4252937df58db8ac612e,eb4235c3a65c417d981ccea9ad76839b,02008,2,4166,Occupied,1986-10-01,,2021-04-22,2023-10-02,2024-06-05
0fed591df7784d9d83d4cdf806de4f03,eb4235c3a65c417d981ccea9ad76839b,01009,1,4166,Occupied,2024-09-06,,2020-12-01,2016-09-21,2020-01-29
d5e257c070b64e9b99be0210f16114b3,eb4235c3a65c417d981ccea9ad76839b,02010,2,4166,Occupied,1998-08-25,,2023-06-15,2021-02-10,2021-11-27
addc8aa4c02b480eb694cc143d09fa23,eb4235c3a65c417d981ccea9ad76839b,01011,1,4166,Occupied,2025-04-12,,2021-06-22,2023-02-01,2023-11-24
931f8d5454ef4ff8ba0e0fbc9b341d99,eb4235c3a65c417d981ccea9ad76839b,02012,2,4166,Occupied,2013-01-28,,2024-12-10,2019-09-05,2024-05-28
caeabb0880a24137868f86e6bbdb5f38,589a3f06b32c446fa8c5b48791248c80,01001,1,5866,Occupied,1991-01-05,,2022-08-19,2019-02-03,2020-06-01
34f04125e79a4b299d22b646d2c2c8d3,589a3f06b32c446fa8c5b48791248c80,03002,3,5866,Occupied,2001-01-22,,2022-09-20,2022-09-28,2024-05-08
9e027228d247475b9f2f353292d3f3c4,589a3f06b32c446fa8c5b48791248c80,02003,2,5866,Vacant,1998-06-05,2022-09-09,,2019-07-23,2022-08-11
56624627f2c340608edf9ace36bc9612,589a3f06b32c446fa8c5b48791248c80,04004,4,5866,Occupied,2019-10-04,,2021-06-22,2021-03-25,2024-07-19
56c4020896014c3590dc531c1ddff761,589a3f06b32c446fa8c5b48791248c80,02005,2,5866,Occupied,2019-12-14,,2023-09-05,2019-10-11,2023-03-02
f4bbd39f7ec544739a985e3e2713c099,589a3f06b32c446fa8c5b48791248c80,03006,3,5866,Occupied,1989-12-06,,2024-12-09,2023-11-30,2024-12-02
02c4118a20ab4ec58c18791c1332cd72,589a3f06b32c446fa8c5b48791248c80,05007,5,5866,Occupied,2022-06-07,,2024-01-23,2019-04-19,2025-07-14
3626aa40f13c4b8190a63226c8becf4a,589a3f06b32c446fa8c5b48791248c80,03008,3,5866,Occupied,2008-05-08,,2024-09-24,2022-03-16,2024-03-20
9647779c929742a38d00e03df2ccb85d,589a3f06b32c446fa8c5b48791248c80,04009,4,5866,Occupied,1992-09-27,,2021-12-22,2018-03-11,2022-08-05
2b65d9c94e3e4590a4cf0373187704ea,589a3f06b32c446fa8c5b48791248c80,05010,5,5866,Occupied,2003-05-06,,2021-03-26,2020-12-10,2021-06-30
8c3365bf94dc48c7a057c63a1300cc44,589a3f06b32c446fa8c5b48791248c80,05011,5,5866,Occupied,2001-07-05,,2024-11-26,2020-09-15,2021-02-21
e5e5a8cff9354ae595233e6832c1b09e,589a3f06b32c446fa8c5b48791248c80,03012,3,5866,Occupied,1997-05-06,,2023-03-14,2021-03-08,2023-03-25
0b77e69084af4d3293550cb20d00c3a8,589a3f06b32c446fa8c5b48791248c80,04013,4,5866,Vacant,2023-01-20,2025-05-15,,2021-11-15,2024-08-22
ed77b4a8e4f5408292c9be96076aead4,589a3f06b32c446fa8c5b48791248c80,05014,5,5866,Occupied,2022-05-17,,2025-05-16,2020-03-18,2022-01-19
ac382ea03e2d4dee892adb0db25a3417,589a3f06b32c446fa8c5b48791248c80,03015,3,5866,Occupied,2022-10-23,,2023-08-04,2020-12-16,2023-10-14
60067dfe539041a58b939e2ba304610c,589a3f06b32c446fa8c5b48791248c80,03016,3,5866,Occupied,2011-09-26,,2021-06-04,2017-01-04,2019-03-02
bbd26ea220954d14b79a21ef322c7ea5,589a3f06b32c446fa8c5b48791248c80,04017,4,5866,Occupied,1988-08-17,,2022-10-02,2015-08-04,2024-07-19
2fc9e9633c3848dab97fde6193ccb82e,589a3f06b32c446fa8c5b48791248c80,03018,3,5866,Occupied,1996-12-24,,2020-09-18,2015-10-05,2018-07-06
c48a7c2691a84ef7adeaadfa61451c15,589a3f06b32c446fa8c5b48791248c80,03019,3,5866,Occupied,2008-04-23,,2025-04-20,2023-08-13,2023-09-07
11016736d7ea48558a71636c2689773c,589a3f06b32c446fa8c5b48791248c80,03020,3,5866,Occupied,1997-06-06,,2020-12-01,2023-07-11,2025-07-20
d01b0106a5c04eb99d151d8373bfff0d,b17b65f2c5154ec2b379033c9180ba4b,05001,5,4052,Vacant,1987-08-14,2023-06-14,,2017-11-25,2024-01-05
711798fc682c48ba9a088907a4be5047,b17b65f2c5154ec2b379033c9180ba4b,05002,5,4052,Vacant,2000-01-26,2020-10-10,,2018-08-30,2025-01-21
27ec0ee4a8294fbaa491aee7e3a3ba08,b17b65f2c5154ec2b379033c9180ba4b,03003,3,4052,Occupied,1998-08-13,,2024-05-27,2020-06-08,2022-07-14
0e3fb18200fe45f6a3c73c452c71a6fb,b17b65f2c5154ec2b379033c9180ba4b,01004,1,4052,Occupied,2023-07-08,,2020-11-28,2020-11-09,2024-09-15
7a0b655aafa44bd3a4cf0714c6f81809,b17b65f2c5154ec2b379033c9180ba4b,02005,2,4052,Occupied,1984-04-27,,2025-04-26,2021-04-09,2025-02-03
afc8b071776847139bcfe8bdbc1f9aa8,b17b65f2c5154ec2b379033c9180ba4b,03006,3,4052,Occupied,1981-05-14,,2021-01-19,2018-04-03,2023-12-01
77fbb43d9cbd48a18e90a787a79e2aa3,b17b65f2c5154ec2b379033c9180ba4b,02007,2,4052,Occupied,1980-02-12,,2021-12-31,2024-01-10,2024-07-18
736832a3e64a4bc1b6b7a414e58f72df,b17b65f2c5154ec2b379033c9180ba4b,03008,3,4052,Occupied,1992-11-09,,2023-08-14,2016-11-09,2021-12-20
7415b464f7764c9685d4427c407cebf9,b17b65f2c5154ec2b379033c9180ba4b,02009,2,4052,Occupied,2009-12-17,,2025-05-28,2019-11-05,2020-03-24
42d8d6a8b898411cba8662a2eda9976b,b17b65f2c5154ec2b379033c9180ba4b,03010,3,4052,Occupied,2007-06-15,,2021-08-02,2019-11-09,2021-11-02
b377e0e3af6a4f208cf2b59eadb67e43,b17b65f2c5154ec2b379033c9180ba4b,01011,1,4052,Occupied,2016-08-20,,2021-05-28,2018-11-19,2022-09-27
2141647315264c2c8c59a3a6d60f1463,b17b65f2c5154ec2b379033c9180ba4b,05012,5,4052,Occupied,2019-02-10,,2021-10-28,2022-11-23,2024-04-21
d4dcfa3bdfbc426facaf560524e1214f,b17b65f2c5154ec2b379033c9180ba4b,02013,2,4052,Occupied,2014-03-16,,2024-04-11,2020-05-30,2021-12-11
aa5502d1a3ae4d06ba6871c5a49fbefd,b17b65f2c5154ec2b379033c9180ba4b,03014,3,4052,Vacant,1989-12-02,2021-06-12,,2020-05-19,2021-02-02
c39848ff1c564a9a95199b01de4e725b,b17b65f2c5154ec2b379033c9180ba4b,01015,1,4052,Occupied,2009-11-06,,2023-03-03,2021-05-30,2023-09-08
7ca8df013a194e45946cd3cf08df987a,b17b65f2c5154ec2b379033c9180ba4b,01016,1,4052,Occupied,2000-02-12,,2021-02-02,2022-12-13,2024-10-19
af8af937520b447289d244725944731c,b17b65f2c5154ec2b379033c9180ba4b,05017,5,4052,Occupied,2013-11-12,,2021-03-11,2017-11-03,2018-05-16
013309615b8a4b1aab283cafc55b8683,b17b65f2c5154ec2b379033c9180ba4b,03018,3,4052,Vacant,1990-09-25,2021-10-28,,2018-07-19,2019-06-08
e788085aa2fa4c64a4a37ca043d74747,b17b65f2c5154ec2b379033c9180ba4b,02019,2,4052,Occupied,2018-09-23,,2023-10-13,2018-12-11,2022-12-31
c8acb0da63fe45fa8fc909bbb3e4639c,b17b65f2c5154ec2b379033c9180ba4b,04020,4,4052,Occupied,1995-02-26,,2020-11-11,2020-11-06,2024-04-09
